UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
198622,1 ,2,"R",45742,"R",458129,"R",107,"R",1339,"R",47035,"R",105,"R",26291,"R",47186,"R",531562,"R",578748,"R",3699,"R",563241,"R",566940,1,"R",162,"R",138,1,"R",11.50,"R",7.25,"R",0.00,"R",4.00,"R",0.25,"R",4,"R",578999,1,"R",223955,"R",20272,"R",77462,"R",1785,"R",99519,"R",605,"R",154325,"R",154930,"R",1057403,833448
198640,1 ,2,"R",26000,"R",202600,"R",89,"R",377,"R",38522,"R",86,"R",22254,"R",26463,"R",263465,"R",289928,"R",1300,"R",1407,"R",2707,1,"R",48,"R",10,1,"R",4.50,"R",1.50,"R",2.00,"R",1.00,"R",0.00,"R",0,"R",120000,1,"R",46000,"R",23327,"R",8662,"R",40500,"R",72489,"R",0,"R",7000,"R",7000,"R",245489,199489
198668,1 ,2,"R",35757,"R",449657,"R",93,"R",1607,"R",47035,"R",107,"R",26291,"R",37471,"R",523076,"R",560547,"R",2489,"R",18486,"R",20975,1,"R",66,"R",76,1,"R",2.00,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0,"R",110505,1,"R",40670,"R",28306,"R",18574,"R",543,"R",47423,"R",100,"R",2931,"R",3031,"R",201629,160959
198677,2 ,2,"R",52,"Z",0,"R",88,"R",0,"R",1,"R",0,"Z",0,"R",52,"R",89,"R",141,"R",1,"R",914,"R",915,2,"A",,"A",,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
198695,1 ,2,"R",184000,"R",475000,"R",195,"R",11837,"R",115000,"R",41620,"R",35000,"R",237457,"R",625195,"R",862652,"R",22570,"R",450000,"R",472570,1,"R",1418,"R",1965,1,"R",22.00,"R",7.00,"R",4.00,"R",5.00,"R",6.00,"R",1,"R",729000,1,"R",182000,"R",167000,"R",225000,"R",80000,"R",472000,"R",10000,"R",85000,"R",95000,"R",1478000,1296000
198710,1 ,2,"R",26021,"R",483856,"R",146,"R",780,"R",51934,"R",9,"R",48078,"R",26810,"R",584014,"R",610824,"R",1531,"R",41441,"R",42972,1,"R",167,"R",39,1,"R",4.00,"R",1.50,"R",0.00,"R",2.50,"R",0.00,"R",0,"R",148418,1,"R",55416,"R",32333,"R",18098,"R",837,"R",51268,"R",159,"R",32756,"R",32915,"R",288017,232601
198729,1 ,2,"R",25054,"R",251870,"R",154,"R",975,"R",50973,"R",0,"R",26292,"R",26029,"R",329289,"R",355318,"R",2491,"R",9301,"R",11792,1,"R",142,"R",70,1,"R",4.00,"R",2.00,"R",0.00,"R",1.00,"R",1.00,"R",0,"R",174315,1,"R",53705,"R",11286,"R",16216,"R",21671,"R",49173,"R",207,"R",21045,"R",21252,"R",298445,244740
198756,1 ,2,"R",124787,"R",283511,"R",114,"R",3901,"R",47035,"R",194,"R",26291,"R",128882,"R",356951,"R",485833,"R",5015,"R",160644,"R",165659,1,"R",53,"R",124,1,"R",9.00,"R",3.00,"R",4.00,"R",2.00,"R",0.00,"R",0,"R",416638,1,"R",68700,"R",15000,"R",38110,"R",20404,"R",73514,"R",35000,"R",17857,"R",52857,"R",611709,543009
198774,1 ,2,"R",24435,"R",248129,"R",155,"R",2049,"R",47035,"R",0,"R",46612,"R",26484,"R",341931,"R",368415,"R",2836,"R",2311,"R",5147,1,"R",48,"R",132,1,"R",4.50,"R",3.50,"R",1.00,"R",0.00,"R",0.00,"R",0,"R",198815,1,"R",79931,"R",23081,"R",49391,"R",189,"R",72661,"R",400,"R",32297,"R",32697,"R",384104,304173
198808,1 ,2,"R",70201,"R",255629,"R",145,"R",868,"R",47035,"R",225,"R",157426,"R",71294,"R",460235,"R",531529,"R",2045,"R",26621,"R",28666,1,"R",26,"R",62,1,"R",10.00,"R",2.00,"R",2.00,"R",0.00,"R",6.00,"R",0,"R",147913,1,"R",44508,"R",200,"R",20208,"R",36699,"R",57107,"R",0,"R",0,"R",0,"R",249528,205020
198817,1 ,2,"R",20076,"R",463104,"R",153,"R",2994,"R",8326299,"R",15,"R",84701,"R",23085,"R",8874257,"R",8897342,"R",1576,"R",54518,"R",56094,1,"R",26,"R",49,1,"R",5.00,"R",1.00,"R",0.00,"R",2.00,"R",2.00,"R",1,"R",131571,1,"R",52926,"R",18549,"R",23839,"R",2903,"R",45291,"R",682,"R",7333,"R",8015,"R",237803,184877
198835,1 ,2,"R",228986,"R",563952,"R",155,"R",10073,"R",209237,"R",149,"R",19,"R",239208,"R",773363,"R",1012571,"R",5347,"R",97492,"R",102839,1,"R",285,"R",414,1,"R",37.00,"R",6.00,"R",0.00,"R",4.00,"R",27.00,"R",2,"R",534982,1,"R",143484,"R",27550,"R",254620,"R",8213,"R",290383,"R",704,"R",0,"R",704,"R",969553,826069
198862,1 ,2,"R",44895,"R",248129,"R",92,"R",922,"R",47035,"R",34,"R",26291,"R",45851,"R",321547,"R",367398,"R",185,"R",3074,"R",3259,1,"R",17,"R",0,1,"R",5.00,"R",4.00,"R",1.00,"R",0.00,"R",0.00,"R",0,"R",198000,2,"Z",0,"R",7740,"R",8231,"R",11638,"R",27609,"R",0,"R",33403,"R",33403,"R",259012,259012
198871,1 ,2,"R",26526,"R",248514,"R",92,"R",224,"R",48482,"Z",0,"R",26291,"R",26750,"R",323379,"R",350129,"R",312,"R",6240,"R",6552,1,"R",0,"R",8,1,"R",3.52,"R",2.00,"R",0.00,"R",1.36,"R",0.16,"R",0,"R",108798,1,"R",24802,"R",2110,"R",5498,"R",792,"R",8400,"R",0,"R",16987,"R",16987,"R",158987,134185
198899,1 ,2,"R",81279,"R",395347,"R",138,"R",3935,"R",206261,"R",276,"R",55593,"R",85490,"R",657339,"R",742829,"R",1056,"R",18717,"R",19773,1,"R",104,"R",1060,1,"R",12.00,"R",5.00,"R",3.00,"R",0.00,"R",4.00,"R",0,"R",340582,2,"Z",0,"R",4284,"R",97631,"R",0,"R",101915,"R",0,"R",43035,"R",43035,"R",485532,485532
198905,1 ,2,"R",13931,"R",250391,"R",140,"R",1714,"R",50839,"R",0,"R",50244,"R",15645,"R",351614,"R",367259,"R",889,"R",9137,"R",10026,1,"R",38,"R",50,1,"R",2.20,"R",1.05,"R",0.00,"R",1.00,"R",0.15,"R",0,"R",79312,1,"R",33467,"R",1745,"R",18739,"R",0,"R",20484,"R",0,"R",16294,"R",16294,"R",149557,116090
198914,1 ,2,"R",9469,"R",428129,"R",146,"R",830,"R",47343,"R",15,"R",26291,"R",10314,"R",501909,"R",512223,"R",380,"R",14096,"R",14476,1,"R",24,"R",27,1,"R",2.20,"R",1.00,"R",1.00,"R",0.20,"R",0.00,"R",0,"R",130509,1,"R",45848,"R",16941,"R",24423,"R",20560,"R",61924,"R",0,"R",21151,"R",21151,"R",259432,213584
198923,1 ,2,"R",11944,"R",250640,"R",93,"R",482,"R",46356,"R",19,"R",26291,"R",12445,"R",323380,"R",335825,"R",1292,"R",376,"R",1668,1,"R",0,"R",7,1,"R",2.10,"R",1.00,"R",1.10,"R",0.00,"R",0.00,"R",0,"R",85008,1,"R",25892,"R",5000,"R",12287,"R",73,"R",17360,"R",0,"R",0,"R",0,"R",128260,102368
198950,1 ,2,"R",154033,"R",430133,"R",146,"R",12433,"R",206649,"R",1446,"R",99033,"R",167912,"R",735961,"R",903873,"R",11022,"R",16108,"R",27130,1,"R",710,"R",608,1,"R",20.85,"R",7.45,"R",1.00,"R",8.30,"R",4.10,"R",0,"R",877581,2,"Z",0,"R",149954,"R",330195,"R",9409,"R",489558,"R",738,"R",2072,"R",2810,"R",1369949,1369949
198969,1 ,2,"R",79524,"R",388123,"R",148,"R",2670,"R",39596,"R",3832,"R",67422,"R",86026,"R",495289,"R",581315,"R",2394,"R",2322,"R",4716,1,"R",5155,"R",540,1,"R",20.00,"R",6.00,"R",4.00,"R",0.00,"R",10.00,"R",0,"R",393195,2,"Z",0,"R",2897,"R",50737,"R",371554,"R",425188,"R",0,"R",425188,"R",425188,"R",1243571,1243571
198978,2 ,2,"R",1370,"R",143262,"R",83,"R",0,"R",986,"R",0,"R",27431,"R",1370,"R",171762,"R",173132,"R",106,"R",69993,"R",70099,2,"A",,"A",,1,"R",1.00,"R",0.00,"R",1.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
198987,1 ,2,"R",17581,"R",537071,"R",94,"R",1213,"R",50223,"R",63,"R",48079,"R",18857,"R",635467,"R",654324,"R",1015,"R",43320,"R",44335,1,"R",32,"R",68,1,"R",7.25,"R",2.75,"R",0.00,"R",2.50,"R",2.00,"R",1,"R",175068,1,"R",34912,"R",52713,"R",17422,"R",2315,"R",72450,"R",12414,"R",28345,"R",40759,"R",323189,288277
199023,1 ,2,"R",20000,"R",248129,"R",97,"R",500,"R",47035,"R",36,"R",26291,"R",20536,"R",321552,"R",342088,"R",2012,"R",8005,"R",10017,1,"R",31,"R",21,1,"R",2.25,"R",1.00,"R",0.50,"R",0.25,"R",0.50,"R",0,"R",77705,1,"R",30675,"R",17274,"R",1489,"R",228,"R",18991,"R",1500,"R",8507,"R",10007,"R",137378,106703
199032,1 ,2,"R",52640,"R",804202,"R",103,"R",1367,"R",47305,"R",29,"R",26291,"R",54036,"R",877901,"R",931937,"R",4217,"R",17638,"R",21855,1,"R",347,"R",108,1,"R",15.00,"R",2.00,"R",0.00,"R",0.00,"R",13.00,"R",0,"R",108884,1,"R",32644,"R",1562,"R",43643,"R",39479,"R",84684,"R",0,"R",1017,"R",1017,"R",227229,194585
199069,1 ,2,"R",75439,"R",387219,"R",153,"R",1915,"R",149079,"R",88,"R",71974,"R",77442,"R",608425,"R",685867,"R",1509,"R",89951,"R",91460,1,"R",274,"R",121,1,"R",9.00,"R",4.00,"R",3.00,"R",0.00,"R",2.00,"R",0,"R",307899,1,"R",95816,"R",31681,"R",149405,"R",608,"R",181694,"R",0,"R",60944,"R",60944,"R",646353,550537
199087,1 ,2,"R",31865,"R",480710,"R",96,"R",985,"R",48650,"R",35,"R",26291,"R",32885,"R",555747,"R",588632,"R",2978,"R",15049,"R",18027,1,"R",48,"R",6,1,"R",3.50,"R",1.50,"R",2.00,"R",0.00,"R",0.00,"R",0,"R",131581,2,"Z",0,"R",29634,"R",10239,"R",37531,"R",77404,"R",0,"R",0,"R",0,"R",208985,208985
199102,1 ,2,"R",370253,"R",811892,"R",393,"R",61666,"R",147523,"R",15967,"R",108572,"R",447886,"R",1068380,"R",1516266,"R",7301,"R",24830,"R",32131,1,"R",356,"R",294,1,"R",57.50,"R",18.00,"R",5.00,"R",25.00,"R",9.50,"R",1,"R",1986006,1,"R",714329,"R",7021,"R",3399892,"R",18292,"R",3425205,"R",9004,"R",176334,"R",185338,"R",6310878,5596549
199111,1 ,2,"R",260928,"R",843110,"R",175,"R",7630,"R",47035,"R",169,"R",77544,"R",268727,"R",967864,"R",1236591,"R",18376,"R",286363,"R",304739,1,"R",612,"R",947,1,"R",28.00,"R",7.00,"R",12.00,"R",0.00,"R",9.00,"R",0,"R",1178790,2,"Z",0,"R",12528,"R",661840,"R",67340,"R",741708,"R",0,"R",46220,"R",46220,"R",1966718,1966718
199120,1 ,2,"R",3804477,"R",1736610,"R",1329,"R",11375243,"R",109832,"R",151790,"R",185195,"R",15331510,"R",2032966,"R",17364476,"R",150824,"R",2563258,"R",2714082,1,"R",21526,"R",18361,1,"R",344.95,"R",131.80,"R",143.75,"R",34.68,"R",34.72,"R",10,"R",17460540,1,"R",5988917,"R",5374625,"R",10006837,"R",99255,"R",15480717,"R",606509,"R",4031601,"R",4638110,"R",43568284,37579367
199139,1 ,2,"R",745545,"R",1556246,"R",460,"R",12768,"R",111560,"R",23858,"R",219742,"R",782171,"R",1888008,"R",2670179,"R",65760,"R",938883,"R",1004643,1,"R",7856,"R",8245,1,"R",127.08,"R",38.75,"R",13.00,"R",48.28,"R",27.05,"R",1,"R",5710253,1,"R",1825613,"R",291543,"R",4431072,"R",33506,"R",4756121,"R",29339,"R",1023127,"R",1052466,"R",13344453,11518840
199148,1 ,2,"R",1017713,"R",1556006,"R",1027,"R",109438,"R",258655,"R",18475,"R",106081,"R",1145626,"R",1921769,"R",3067395,"R",52488,"R",369342,"R",421830,1,"R",3712,"R",6884,1,"R",116.00,"R",29.00,"R",6.00,"R",56.00,"R",25.00,"R",4,"R",5711430,1,"R",1857199,"R",1419410,"R",3116731,"R",302644,"R",4838785,"R",25700,"R",1905306,"R",1931006,"R",14338420,12481221
199157,1 ,2,"R",371240,"R",990000,"R",417,"R",53780,"Z",0,"R",3374,"R",927555,"R",428394,"R",1917972,"R",2346366,"R",5298,"R",5211,"R",10509,1,"R",78,"R",511,1,"R",25.00,"R",10.00,"R",1.00,"R",11.00,"R",3.00,"R",5,"R",1090911,1,"R",257874,"R",2064,"R",148552,"R",14654,"R",165270,"R",200,"R",254744,"R",254944,"R",1768999,1511125
199184,1 ,2,"R",71005,"R",322058,"R",180,"R",40712,"R",179202,"R",705,"R",55569,"R",112422,"R",557009,"R",669431,"R",6979,"R",16323,"R",23302,1,"R",160,"R",213,1,"R",21.00,"R",5.00,"R",7.00,"R",4.00,"R",5.00,"R",1,"R",740938,1,"R",239364,"R",54072,"R",163903,"R",20600,"R",238575,"R",0,"R",286163,"R",286163,"R",1505040,1265676
199193,1 ,2,"R",1477924,"R",1347460,"R",685,"R",272686,"R",75990,"R",47216,"R",57536,"R",1797826,"R",1481671,"R",3279497,"R",64862,"R",6582467,"R",6647329,1,"R",14940,"R",33548,1,"R",252.00,"R",101.00,"R",28.00,"R",77.00,"R",46.00,"R",4,"R",15175537,2,"Z",0,"R",1460916,"R",9861741,"R",240139,"R",11562796,"R",42822,"R",6066600,"R",6109422,"R",32847755,32847755
199209,1 ,2,"R",72485,"R",244205,"R",94,"R",1567,"R",45343,"R",8,"R",44786,"R",74060,"R",334428,"R",408488,"R",1884,"R",5481,"R",7365,1,"R",59,"R",139,1,"R",11.75,"R",5.50,"R",0.00,"R",2.50,"R",3.75,"R",0,"R",351778,2,"Z",0,"R",12103,"R",98176,"R",1094,"R",111373,"R",200,"R",55590,"R",55790,"R",518941,518941
199218,1 ,2,"R",479573,"Z",0,"R",409,"R",56593,"R",57417,"R",1303,"R",126270,"R",537469,"R",184096,"R",721565,"R",18251,"R",1279248,"R",1297499,1,"R",3745,"R",4725,1,"R",103.00,"R",25.00,"R",3.00,"R",27.00,"R",48.00,"R",0,"R",3222756,2,"Z",0,"R",1273667,"R",2684742,"R",3618,"R",3962027,"R",10227,"R",978054,"R",988281,"R",8173064,8173064
199263,1 ,2,"R",6740,"R",248514,"R",91,"R",195,"R",46356,"R",24,"R",26291,"R",6959,"R",321252,"R",328211,"R",1594,"R",3152,"R",4746,1,"R",41,"R",20,1,"R",2.00,"R",1.00,"R",0.00,"R",1.00,"R",0.00,"R",0,"R",61420,1,"R",17837,"R",5945,"R",11690,"R",16443,"R",34078,"R",0,"R",0,"R",0,"R",113335,95498
199272,1 ,2,"R",27550,"R",461151,"R",96,"Z",0,"R",47035,"Z",0,"R",26291,"R",27550,"R",534573,"R",562123,"R",1658,"R",27550,"R",29208,1,"R",30,"R",74,1,"R",5.50,"R",2.00,"R",1.00,"R",0.00,"R",2.50,"R",0,"R",165976,2,"Z",0,"R",24109,"R",42434,"R",2487,"R",69030,"R",0,"R",0,"R",0,"R",235006,235006
199281,1 ,2,"R",169891,"R",514120,"R",304,"R",4932,"R",44898,"R",702,"R",126657,"R",175525,"R",685979,"R",861504,"R",20278,"R",33566,"R",53844,1,"R",1160,"R",1423,1,"R",29.00,"R",6.00,"R",1.00,"R",16.00,"R",6.00,"R",2,"R",1401672,1,"R",523859,"R",866658,"R",105366,"R",34644,"R",1006668,"R",74,"R",386756,"R",386830,"R",3319029,2795170
199306,1 ,2,"R",110603,"R",219781,"R",100,"R",3194,"R",66090,"R",462,"R",58158,"R",114259,"R",344129,"R",458388,"R",1324,"R",28647,"R",29971,1,"R",209,"R",550,1,"R",7.00,"R",5.00,"R",0.00,"R",1.50,"R",0.50,"R",1,"R",238080,2,"Z",0,"R",6276,"R",108581,"R",7939,"R",122796,"R",0,"R",22068,"R",22068,"R",382944,382944
199324,1 ,2,"R",8954,"R",248129,"R",141,"R",1229,"R",47035,"R",47,"R",26291,"R",10230,"R",321596,"R",331826,"R",8030,"R",2988,"R",11018,1,"R",28,"R",28,1,"R",7.00,"R",2.00,"R",1.00,"R",4.00,"R",0.00,"R",1,"R",158274,1,"R",49119,"R",17515,"R",19732,"R",3090,"R",40337,"R",0,"R",0,"R",0,"R",247730,198611
199333,1 ,2,"R",28236,"R",248937,"R",178,"R",800,"R",207255,"R",92,"R",26291,"R",29128,"R",482661,"R",511789,"R",1323,"R",45978,"R",47301,1,"R",95,"R",33,1,"R",8.75,"R",3.00,"R",5.00,"R",0.75,"R",0.00,"R",0,"R",432854,1,"R",159512,"R",47652,"R",104093,"R",93915,"R",245660,"R",0,"R",34112,"R",34112,"R",872138,712626
199412,1 ,2,"R",42239,"R",729901,"R",177,"R",1804,"R",96153,"R",104,"R",58981,"R",44147,"R",885212,"R",929359,"R",5473,"R",113414,"R",118887,1,"R",156,"R",1082,1,"R",9.60,"R",5.00,"R",2.00,"R",1.00,"R",1.60,"R",0,"R",330559,1,"R",80040,"R",5894,"R",125812,"R",8412,"R",140118,"R",0,"R",2480,"R",2480,"R",553197,473157
199421,1 ,2,"R",19150,"R",248129,"R",141,"R",156,"R",47035,"R",19,"R",26291,"R",19325,"R",321596,"R",340921,"R",4986,"R",17701,"R",22687,1,"R",218,"R",86,1,"R",5.63,"R",3.00,"R",0.00,"R",2.50,"R",0.13,"R",0,"R",270109,2,"Z",0,"R",26658,"R",15453,"R",2858,"R",44969,"R",0,"R",26560,"R",26560,"R",341638,341638
199449,1 ,2,"R",21769,"R",248129,"R",92,"R",1537,"R",47035,"R",60,"R",26291,"R",23366,"R",321547,"R",344913,"R",1123,"R",1873,"R",2996,1,"R",177,"R",32,1,"R",3.00,"R",1.00,"R",1.00,"R",0.00,"R",1.00,"R",0,"R",91589,1,"R",37407,"R",21383,"R",9613,"R",961,"R",31957,"R",0,"R",27432,"R",27432,"R",188385,150978
199458,1 ,2,"R",32232,"R",2521,"R",25,"R",774,"R",849032,"R",210,"Z",0,"R",33216,"R",851578,"R",884794,"R",1959,"R",5335,"R",7294,1,"R",0,"R",6,1,"R",9.00,"R",1.00,"R",1.00,"R",0.00,"R",7.00,"R",0,"R",55739,1,"R",8362,"R",6504,"R",45404,"R",0,"R",51908,"R",0,"R",10441,"R",10441,"R",126450,118088
199467,2 ,2,"R",18186,"R",248597,"R",137,"R",580,"R",48482,"R",0,"R",123543,"R",18766,"R",420759,"R",439525,"R",336,"R",6274,"R",6610,1,"R",11,"R",31,1,"R",5.25,"R",1.25,"R",3.00,"R",0.00,"R",1.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
199476,1 ,2,"R",22180,"R",458514,"R",150,"R",222,"R",48356,"R",36,"R",102806,"R",22438,"R",609826,"R",632264,"R",1131,"R",42864,"R",43995,1,"R",61,"R",30,1,"R",4.00,"R",1.00,"R",1.00,"R",1.00,"R",1.00,"R",0,"R",169403,1,"R",71937,"R",31993,"R",35313,"R",11494,"R",78800,"R",0,"R",9957,"R",9957,"R",330097,258160
199485,1 ,2,"R",32649,"R",248129,"R",92,"R",718,"R",47035,"R",21,"R",26291,"R",33388,"R",321547,"R",354935,"R",3554,"R",37107,"R",40661,1,"R",156,"R",160,1,"R",3.00,"R",2.00,"R",0.00,"R",1.00,"R",0.00,"R",0,"R",149883,2,"Z",0,"R",23617,"R",5852,"R",8621,"R",38090,"R",698,"R",10902,"R",11600,"R",199573,199573
199494,1 ,2,"R",21542,"R",324419,"R",121,"R",627,"R",11078538,"R",29,"R",26298,"R",22198,"R",11429376,"R",11451574,"R",3589,"R",96446,"R",100035,1,"R",113,"R",165,1,"R",14.00,"R",6.00,"R",0.00,"R",7.00,"R",1.00,"R",2,"R",531343,1,"R",102669,"R",42569,"R",60270,"R",17241,"R",120080,"R",0,"R",2754,"R",2754,"R",756846,654177
199582,1 ,2,"R",96871,"R",248129,"R",2003,"R",210,"R",19103,"R",303,"R",15115,"R",97384,"R",284350,"R",381734,"R",127,"R",1454,"R",1581,1,"R",8,"R",0,1,"R",9.00,"R",3.00,"R",1.00,"R",0.00,"R",5.00,"R",0,"R",183357,1,"R",47250,"R",10507,"R",43839,"R",11792,"R",66138,"R",0,"R",0,"R",0,"R",296745,249495
199607,1 ,2,"R",71463,"R",433774,"R",147,"R",14040,"R",47035,"R",33,"R",85971,"R",85536,"R",566927,"R",652463,"R",1909,"R",113301,"R",115210,1,"R",146,"R",348,1,"R",7.00,"R",3.00,"R",2.00,"R",0.00,"R",2.00,"R",0,"R",211199,1,"R",38047,"R",4690,"R",101399,"R",2589,"R",108678,"R",1613,"R",46479,"R",48092,"R",406016,367969
199625,1 ,2,"R",29512,"R",248129,"R",159,"R",2668,"R",47035,"R",36,"R",26291,"R",32216,"R",321614,"R",353830,"R",1927,"R",1180,"R",3107,1,"R",81,"R",48,1,"R",5.00,"R",1.00,"R",1.00,"R",3.00,"R",0.00,"R",0,"R",126843,1,"R",51929,"R",32354,"R",22785,"R",0,"R",55139,"R",4446,"R",12508,"R",16954,"R",250865,198936
199634,1 ,2,"R",70196,"R",248129,"R",96,"R",3720,"R",49161,"R",27,"R",26291,"R",73943,"R",323677,"R",397620,"R",18563,"R",79959,"R",98522,1,"R",631,"R",324,1,"R",18.00,"R",2.00,"R",2.00,"R",14.00,"R",0.00,"R",0,"R",391057,2,"Z",0,"R",27142,"R",18696,"R",8301,"R",54139,"R",0,"R",26335,"R",26335,"R",471531,471531
199643,1 ,2,"R",48669,"R",399680,"Z",0,"R",386,"R",47146,"R",936,"R",26173,"R",49991,"R",472999,"R",522990,"R",990,"R",10767,"R",11757,1,"R",0,"R",6,1,"R",8.50,"R",2.50,"R",2.00,"R",0.00,"R",4.00,"R",1,"R",240813,1,"R",43328,"R",8000,"R",62231,"R",0,"R",70231,"R",24000,"R",50000,"R",74000,"R",428372,385044
199698,1 ,2,"R",66461,"R",563186,"R",91,"R",2177,"R",47774,"R",1138,"R",36842,"R",69776,"R",647893,"R",717669,"R",962,"R",7606,"R",8568,1,"R",58,"R",105,1,"R",4.50,"R",1.00,"R",0.00,"R",2.50,"R",1.00,"R",0,"R",143103,1,"R",54255,"R",508,"R",10540,"R",0,"R",11048,"R",0,"R",28758,"R",28758,"R",237164,182909
199722,1 ,2,"R",60689,"R",248129,"R",100,"R",2463,"R",47035,"R",1,"R",26291,"R",63153,"R",321555,"R",384708,"R",1357,"R",2814,"R",4171,1,"R",77,"R",45,1,"R",2.82,"R",1.00,"R",1.00,"R",0.00,"R",0.82,"R",0,"R",113323,1,"R",41115,"R",0,"R",12795,"R",543,"R",13338,"R",0,"R",23063,"R",23063,"R",190839,149724
199731,1 ,2,"R",18692,"R",705407,"R",243,"R",520,"R",45422,"R",3,"R",118088,"R",19215,"R",869160,"R",888375,"R",1224,"R",14612,"R",15836,1,"R",12,"R",60,1,"R",4.50,"R",2.00,"R",1.00,"R",0.50,"R",1.00,"R",0,"R",136015,1,"R",50577,"R",34311,"R",25464,"R",1460,"R",61235,"R",0,"R",2142,"R",2142,"R",249969,199392
199740,1 ,2,"R",20648,"R",248129,"R",91,"R",2856,"R",47035,"R",26,"R",26291,"R",23530,"R",321546,"R",345076,"R",4183,"R",52352,"R",56535,1,"R",94,"R",133,1,"R",3.75,"R",2.75,"R",0.00,"R",1.00,"R",0.00,"R",1,"R",105902,1,"R",23738,"R",36311,"R",45976,"R",3081,"R",85368,"R",0,"R",2404,"R",2404,"R",217412,193674
199759,1 ,2,"R",154791,"R",481417,"R",41,"R",18589,"R",0,"R",3217,"R",50455,"R",176597,"R",531913,"R",708510,"R",28241,"R",287811,"R",316052,1,"R",2639,"R",1294,1,"R",30.66,"R",4.00,"R",4.00,"R",4.00,"R",18.66,"R",1,"R",713882,1,"R",237606,"R",100003,"R",162441,"R",9256,"R",271700,"R",7097,"R",32636,"R",39733,"R",1262921,1025315
199768,1 ,2,"R",29327,"R",248129,"R",142,"R",4378,"Z",0,"R",67,"R",43292,"R",33772,"R",291563,"R",325335,"R",3459,"R",714850,"R",718309,1,"R",41,"R",77,1,"R",5.82,"R",3.03,"R",0.00,"R",2.79,"R",0.00,"R",0,"R",234515,1,"R",69479,"R",40834,"R",15151,"R",15984,"R",71969,"R",0,"R",13817,"R",13817,"R",389780,320301
199786,1 ,2,"R",32410,"R",248514,"R",98,"R",4216,"R",47035,"R",24,"R",31523,"R",36650,"R",327170,"R",363820,"R",5469,"R",36133,"R",41602,1,"R",353,"R",143,1,"R",12.00,"R",5.00,"R",4.00,"R",0.00,"R",3.00,"R",0,"R",448189,1,"R",97520,"R",22249,"R",21751,"R",21150,"R",65150,"R",1000,"R",17849,"R",18849,"R",629708,532188
199795,1 ,2,"R",14251,"R",248931,"R",95,"R",3415,"R",48482,"R",36,"R",26291,"R",17702,"R",323799,"R",341501,"R",1091,"R",14129,"R",15220,1,"R",27,"R",2,1,"R",3.00,"R",2.00,"R",1.00,"R",0.00,"R",0.00,"R",0,"R",91913,1,"R",23601,"R",9858,"R",15594,"R",0,"R",25452,"R",0,"R",9811,"R",9811,"R",150777,127176
199838,1 ,2,"R",43111,"R",276853,"R",170,"R",1373,"R",47035,"R",0,"R",26291,"R",44484,"R",350349,"R",394833,"R",838,"R",83387,"R",84225,1,"R",51,"R",7,1,"R",3.00,"R",3.00,"R",0.00,"R",0.00,"R",0.00,"R",3,"R",159237,1,"R",62299,"R",13818,"R",0,"R",105461,"R",119279,"R",0,"R",48,"R",48,"R",340863,278564
199847,1 ,2,"R",980755,"R",1660800,"R",807,"R",274377,"R",60428,"R",105814,"R",160483,"R",1360946,"R",1882518,"R",3243464,"R",38099,"R",2798716,"R",2836815,1,"R",10761,"R",6309,1,"R",116.92,"R",47.80,"R",11.00,"R",39.94,"R",18.18,"R",2,"R",6092798,1,"R",1366386,"R",663673,"R",8531968,"R",198188,"R",9393829,"R",53116,"R",2115510,"R",2168626,"R",19021639,17655253
199856,1 ,2,"R",65533,"R",471880,"R",109,"R",4981,"R",517311,"R",14,"R",41859,"R",70528,"R",1031159,"R",1101687,"R",16652,"R",749164,"R",765816,1,"R",395,"R",494,1,"R",40.00,"R",16.00,"R",1.00,"R",13.00,"R",10.00,"R",6,"R",1254519,1,"R",466326,"R",108868,"R",88039,"R",7968,"R",204875,"R",0,"R",1929,"R",1929,"R",1927649,1461323
