UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
100654,1 ,2,"R",426255,"R",154425,"R",92,"R",2199,"R",37480,"R",1396,"R",132562,"R",429850,"R",324559,"R",754409,"R",263,"R",161402,"R",161665,1,"R",1297,"R",195,1,"R",25.00,"R",11.00,"R",6.00,"R",1.00,"R",7.00,"R",0,"R",1048322,1,"R",379338,"R",36102,"R",800833,"R",689178,"R",1526113,"R",100000,"R",72000,"R",172000,"R",3125773,2746435
100663,1 ,2,"R",1029588,"R",503978,"R",441,"R",33670,"R",17677,"R",36504,"R",111249,"R",1099762,"R",633345,"R",1733107,"R",33083,"R",247710,"R",280793,1,"R",17937,"R",7411,1,"R",67.45,"R",28.00,"R",9.00,"R",23.20,"R",7.25,"R",1,"R",3501879,1,"R",1040299,"R",925171,"R",6159487,"R",152005,"R",7236663,"R",14360,"R",621699,"R",636059,"R",12414900,11374601
100690,1 ,2,"R",50723,"R",172,"R",70,"Z",0,"Z",0,"R",1220,"Z",0,"R",51943,"R",242,"R",52185,"R",101,"R",24729,"R",24830,1,"R",1,"R",515,1,"R",1.25,"R",1.25,"R",0.00,"R",0.00,"R",0.00,"R",0,"R",68398,2,"Z",0,"R",9763,"R",64959,"R",2576,"R",77298,"R",206,"R",5129,"R",5335,"R",151031,151031
100706,1 ,2,"R",203812,"R",599677,"R",205,"R",14483,"R",3061,"R",1440,"R",82766,"R",219735,"R",685709,"R",905444,"R",3182,"R",326467,"R",329649,1,"R",3747,"R",2496,1,"R",36.00,"R",9.80,"R",4.00,"R",9.00,"R",13.20,"R",0,"R",1275170,2,"Z",0,"R",18390,"R",1404136,"R",33290,"R",1455816,"R",3462,"R",121675,"R",125137,"R",2856123,2856123
100724,1 ,2,"R",310892,"R",69838,"R",197,"R",44608,"Z",0,"R",1607,"R",6552,"R",357107,"R",76587,"R",433694,"R",3241,"R",24828,"R",28069,1,"R",306,"R",70,1,"R",63.00,"R",13.00,"R",3.00,"R",19.00,"R",28.00,"R",0,"R",1698855,1,"R",412299,"R",9350,"R",593414,"R",0,"R",602764,"R",0,"R",234206,"R",234206,"R",2948124,2535825
100751,1 ,2,"R",2025363,"R",1889386,"R",604,"R",191091,"R",168409,"R",61551,"R",225527,"R",2278005,"R",2283926,"R",4561931,"R",34722,"R",498214,"R",532936,1,"R",12405,"R",8228,1,"R",139.00,"R",48.00,"R",19.00,"R",47.00,"R",25.00,"R",6,"R",7076279,2,"Z",0,"R",760268,"R",10393150,"R",584091,"R",11737509,"R",0,"R",2251900,"R",2251900,"R",21065688,21065688
100760,1 ,2,"R",27231,"R",8656,"R",2,"R",422,"R",0,"R",0,"R",0,"R",27653,"R",8658,"R",36311,"R",997,"R",68,"R",1065,1,"R",0,"R",0,1,"R",5.00,"R",2.00,"R",1.00,"R",2.00,"R",0.00,"R",2,"R",195266,1,"R",69413,"R",2968,"R",28642,"R",1274,"R",32884,"R",0,"R",2565,"R",2565,"R",300128,230715
100812,1 ,2,"R",81471,"R",306528,"R",123,"R",639,"R",1474,"R",81,"R",66246,"R",82191,"R",374371,"R",456562,"R",3683,"R",10423,"R",14106,1,"R",391,"R",92,1,"R",15.25,"R",6.00,"R",4.00,"R",0.50,"R",4.75,"R",0,"R",520823,1,"R",177788,"R",50429,"R",221385,"R",730,"R",272544,"R",0,"R",16813,"R",16813,"R",987968,810180
100830,1 ,2,"R",631771,"R",716866,"R",156,"R",4240,"R",157,"R",927,"R",64078,"R",636938,"R",781257,"R",1418195,"R",5528,"R",5448,"R",10976,1,"R",691,"R",930,1,"R",31.00,"R",8.00,"R",10.00,"R",3.00,"R",10.00,"R",0,"R",921810,1,"R",284825,"R",51992,"R",424574,"R",35286,"R",511852,"R",100,"R",84148,"R",84248,"R",1802735,1517910
100858,1 ,2,"R",1655073,"R",1351443,"R",264,"R",596614,"R",47593,"R",66278,"R",157743,"R",2317965,"R",1557043,"R",3875008,"R",56058,"R",1567182,"R",1623240,1,"R",23487,"R",8564,1,"R",113.70,"R",33.00,"R",27.00,"R",26.70,"R",27.00,"R",2,"R",5168453,1,"R",1493833,"R",1090949,"R",8116030,"R",91690,"R",9298669,"R",15126,"R",1985145,"R",2000271,"R",17961226,16467393
100937,1 ,2,"R",223689,"R",243382,"R",122,"R",29852,"R",95302,"R",5012,"R",47374,"R",258553,"R",386180,"R",644733,"R",2224,"R",27507,"R",29731,1,"R",520,"R",1441,1,"R",11.00,"R",5.00,"R",0.00,"R",4.00,"R",2.00,"R",0,"R",519122,1,"R",67543,"R",40716,"R",249336,"R",124,"R",290176,"R",0,"R",101609,"R",101609,"R",978450,910907
101028,1 ,2,"R",32846,"R",28182,"R",110,"R",708,"R",0,"R",0,"R",21515,"R",33554,"R",49807,"R",83361,"R",522,"R",915,"R",1437,1,"R",49,"R",5,1,"R",3.00,"R",1.00,"R",2.00,"R",0.00,"R",0.00,"R",0,"R",130659,1,"R",47488,"R",278,"R",6998,"R",2642,"R",9918,"R",0,"R",0,"R",0,"R",188065,140577
101116,1 ,2,"R",14756,"R",544717,"R",100,"R",1490,"R",67550,"R",7,"R",121865,"R",16253,"R",734232,"R",750485,"R",181,"R",20159,"R",20340,1,"R",0,"R",1,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"R",0,"R",58142,1,"R",2765,"R",0,"R",49275,"R",5344,"R",54619,"R",0,"R",0,"R",0,"R",115526,112761
101143,2 ,2,"R",48208,"R",4,"R",5,"R",955,"R",0,"R",0,"R",0,"R",49163,"R",9,"R",49172,"R",152,"R",69352,"R",69504,1,"R",0,"R",0,1,"R",1.48,"R",0.00,"R",0.00,"R",1.48,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101161,1 ,2,"R",122980,"R",261150,"R",86,"R",7836,"R",0,"R",121,"R",0,"R",130937,"R",261236,"R",392173,"R",3311,"R",832,"R",4143,1,"R",2,"R",7,1,"R",19.00,"R",5.00,"R",4.00,"R",6.00,"R",4.00,"R",8,"R",750625,1,"R",262641,"R",49595,"R",58871,"R",34928,"R",143394,"R",0,"R",52466,"R",52466,"R",1209126,946485
101189,1 ,2,"R",119969,"R",468357,"R",129,"R",2801,"R",6956,"R",5038,"R",400694,"R",127808,"R",876136,"R",1003944,"R",1565,"R",5829,"R",7394,1,"R",637,"R",740,1,"R",13.00,"R",5.00,"R",1.00,"R",2.00,"R",5.00,"R",4,"R",309167,2,"Z",0,"R",14650,"R",131801,"R",12934,"R",159385,"R",6000,"R",22900,"R",28900,"R",497452,497452
101240,1 ,2,"R",73349,"R",63104,"R",87,"R",3982,"R",93,"R",22,"R",7353,"R",77353,"R",70637,"R",147990,"R",1851,"R",72962,"R",74813,1,"R",0,"R",0,1,"R",15.00,"R",3.00,"R",3.00,"R",7.00,"R",2.00,"R",3,"R",331967,1,"R",92506,"R",1250,"R",15588,"R",3995,"R",20833,"R",0,"R",61654,"R",61654,"R",506960,414454
101286,1 ,2,"R",27122,"R",801,"R",8,"R",892,"Z",0,"R",51,"R",7,"R",28065,"R",816,"R",28881,"R",2320,"R",8007,"R",10327,1,"R",0,"R",6,1,"R",10.76,"R",3.71,"R",0.00,"R",2.95,"R",4.10,"R",1,"R",235925,1,"R",71364,"R",19468,"R",23995,"R",4939,"R",48402,"R",0,"R",413,"R",413,"R",356104,284740
101295,1 ,2,"R",55588,"R",184042,"R",134,"R",12802,"R",70000,"R",86,"R",87444,"R",68476,"R",341620,"R",410096,"R",100,"R",149200,"R",149300,1,"R",0,"R",1,1,"R",8.00,"R",2.00,"R",2.00,"R",1.00,"R",3.00,"R",1,"R",245396,1,"R",90881,"R",18344,"R",53241,"R",1302,"R",72887,"R",523,"R",1632,"R",2155,"R",411319,320438
101301,1 ,2,"R",22068,"R",73,"R",5,"R",650,"R",0,"R",80,"R",5000,"R",22798,"R",5078,"R",27876,"R",1348,"R",37,"R",1385,2,"A",,"A",,1,"R",5.00,"R",3.00,"R",1.00,"R",0.00,"R",1.00,"R",0,"R",157247,1,"R",57905,"R",6830,"R",5617,"R",4532,"R",16979,"R",785,"R",0,"R",785,"R",232916,175011
101365,2 ,1,"A",,"R",344568,"R",111,"A",,"R",101479,"A",,"R",80333,"A",,"R",526491,"R",526491,"A",,"R",362333,"R",362333,1,"R",0,"R",1,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101435,1 ,2,"R",80755,"R",99501,"R",112,"R",4362,"R",22,"R",183,"R",50503,"R",85300,"R",150138,"R",235438,"R",2285,"R",99635,"R",101920,1,"R",129,"R",247,1,"R",7.00,"R",4.00,"R",1.00,"R",1.00,"R",1.00,"R",0,"R",274276,1,"R",39434,"R",25463,"R",128985,"R",6956,"R",161404,"R",3612,"R",85924,"R",89536,"R",564650,525216
101453,1 ,2,"R",26816,"R",0,"R",41177,"R",0,"R",0,"R",6629,"R",0,"R",33445,"R",41177,"R",74622,"R",591,"R",79,"R",670,1,"R",0,"R",0,1,"R",2.00,"R",1.00,"R",0.00,"R",1.00,"R",0.00,"R",0,"R",108894,1,"R",17501,"R",33445,"R",41177,"R",0,"R",74622,"R",0,"R",8426,"R",8426,"R",209443,191942
101462,1 ,2,"R",18989,"R",17972,"R",110,"R",402,"R",0,"R",127,"R",40,"R",19518,"R",18122,"R",37640,"R",703,"R",19934,"R",20637,2,"A",,"A",,1,"R",3.00,"R",2.00,"R",0.00,"R",0.00,"R",1.00,"R",0,"R",143610,1,"R",46995,"R",6159,"R",29841,"R",0,"R",36000,"R",0,"R",42306,"R",42306,"R",268911,221916
101471,2 ,2,"R",1771,"R",0,"R",0,"R",0,"R",0,"R",16,"R",0,"R",1787,"R",0,"R",1787,"R",0,"R",0,"R",0,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101480,1 ,2,"R",635019,"R",222745,"R",458,"R",10234,"R",210830,"R",65742,"R",208992,"R",710995,"R",643025,"R",1354020,"R",6195,"R",218033,"R",224228,1,"R",1792,"R",192,1,"R",44.00,"R",16.00,"R",14.00,"R",0.00,"R",14.00,"R",0,"R",1529110,2,"Z",0,"R",272668,"R",733419,"R",0,"R",1006087,"R",50,"R",77902,"R",77952,"R",2613149,2613149
101505,1 ,2,"R",47377,"R",257109,"R",59,"R",84,"R",38775,"R",108,"R",40901,"R",47569,"R",336844,"R",384413,"R",629,"R",119758,"R",120387,2,"A",,"A",,1,"R",7.00,"R",5.00,"R",2.00,"R",0.00,"R",0.00,"R",3,"R",465907,1,"R",158836,"R",798,"R",182606,"R",662,"R",184066,"R",0,"R",201618,"R",201618,"R",1010427,851591
101514,1 ,2,"R",48446,"R",49543,"R",8,"R",302,"R",0,"R",0,"R",0,"R",48748,"R",49551,"R",98299,"R",1419,"R",2728,"R",4147,1,"R",0,"R",20,1,"R",13.00,"R",2.00,"R",4.00,"R",7.00,"R",0.00,"R",1,"R",413187,1,"R",131359,"R",18638,"R",17676,"R",35833,"R",72147,"R",0,"R",47083,"R",47083,"R",663776,532417
101541,1 ,2,"R",61775,"R",218114,"R",87,"R",5879,"R",0,"R",40,"R",51813,"R",67694,"R",270014,"R",337708,"R",269,"R",3495,"R",3764,1,"R",350,"R",361,1,"R",4.00,"R",3.00,"R",1.00,"R",0.00,"R",0.00,"R",0,"R",148064,2,"Z",0,"R",103,"R",37308,"R",2060,"R",39471,"R",0,"R",27233,"R",27233,"R",214768,214768
101569,1 ,2,"R",37644,"R",48317,"Z",0,"R",779,"R",0,"R",38,"R",8,"R",38461,"R",48325,"R",86786,"R",2780,"R",233,"R",3013,2,"A",,"A",,1,"R",12.00,"R",5.00,"R",4.00,"R",2.00,"R",1.00,"R",1,"R",485237,1,"R",166937,"R",7737,"R",27166,"R",6985,"R",41888,"R",0,"R",43972,"R",43972,"R",738034,571097
101587,1 ,2,"R",209776,"R",2334,"R",225,"R",2500,"R",0,"R",45000,"R",108967,"R",257276,"R",111526,"R",368802,"R",1667,"R",500,"R",2167,1,"R",214,"R",207,1,"R",10.00,"R",4.00,"R",2.00,"R",0.00,"R",4.00,"R",1,"R",439940,2,"Z",0,"R",12000,"R",203500,"R",1500,"R",217000,"R",0,"R",14500,"R",14500,"R",671440,671440
101602,1 ,2,"R",37522,"R",46424,"R",68,"R",1836,"R",45768,"R",34,"R",0,"R",39392,"R",92260,"R",131652,"R",443,"R",2,"R",445,1,"R",14,"R",11,1,"R",10.00,"R",1.00,"R",1.00,"R",3.00,"R",5.00,"R",3,"R",170002,1,"R",55220,"R",3923,"R",15867,"R",10088,"R",29878,"R",0,"R",0,"R",0,"R",255100,199880
101648,1 ,2,"R",28604,"R",3930,"R",7,"R",451,"R",0,"R",1295,"R",0,"R",30350,"R",3937,"R",34287,"R",844,"R",1182,"R",2026,1,"R",0,"R",0,1,"R",5.00,"R",3.00,"R",2.00,"R",0.00,"R",0.00,"R",0,"R",115549,1,"R",46828,"R",1508,"R",9169,"R",0,"R",10677,"R",0,"R",4458,"R",4458,"R",177512,130684
101675,1 ,2,"R",58594,"R",150000,"R",73,"R",1459,"R",0,"R",11504,"R",0,"R",71557,"R",150073,"R",221630,"R",865,"R",865,"R",1730,1,"R",4,"R",3,1,"R",11.00,"R",2.00,"R",4.00,"R",1.00,"R",4.00,"R",0,"R",161000,1,"R",43555,"R",3000,"R",2885,"R",2500,"R",8385,"R",18100,"R",3448,"R",21548,"R",234488,190933
101693,1 ,2,"R",40551,"R",176088,"R",110,"R",490,"R",0,"R",0,"R",39025,"R",41041,"R",215223,"R",256264,"R",2050,"R",7650,"R",9700,1,"R",17,"R",83,1,"R",9.00,"R",1.00,"R",2.00,"R",0.00,"R",6.00,"R",0,"R",122257,2,"Z",0,"R",0,"R",142828,"R",0,"R",142828,"R",355,"R",29358,"R",29713,"R",294798,294798
101709,1 ,2,"R",186789,"R",332233,"R",129,"R",4607,"R",118519,"R",1344,"R",63871,"R",192740,"R",514752,"R",707492,"R",6242,"R",49557,"R",55799,1,"R",1471,"R",814,1,"R",18.00,"R",7.00,"R",0.00,"R",6.00,"R",5.00,"R",0,"R",662864,1,"R",212336,"R",50822,"R",245271,"R",12368,"R",308461,"R",2121,"R",114326,"R",116447,"R",1300108,1087772
101736,1 ,2,"R",63805,"R",38111,"R",1,"R",2335,"R",2108,"R",0,"R",0,"R",66140,"R",40220,"R",106360,"R",856,"R",520,"R",1376,1,"R",9,"R",10,1,"R",12.00,"R",3.00,"R",5.00,"R",1.00,"R",3.00,"R",1,"R",282492,1,"R",55222,"R",1730,"R",12750,"R",557,"R",15037,"R",0,"R",557,"R",557,"R",353308,298086
101879,1 ,2,"R",216279,"R",577580,"R",188,"R",9910,"R",98626,"R",2484,"R",82557,"R",228673,"R",758951,"R",987624,"R",9066,"R",183312,"R",192378,1,"R",937,"R",904,1,"R",26.12,"R",9.00,"R",0.00,"R",9.34,"R",7.78,"R",2,"R",1026337,1,"R",332497,"R",57348,"R",939285,"R",8875,"R",1005508,"R",14,"R",237603,"R",237617,"R",2601959,2269462
101897,1 ,2,"R",47878,"R",259417,"R",77,"R",964,"R",72006,"R",153,"R",22131,"R",48995,"R",353631,"R",402626,"R",4923,"R",2004,"R",6927,1,"R",10,"R",23,1,"R",5.00,"R",3.00,"R",1.00,"R",1.00,"R",0.00,"R",0,"R",332111,1,"R",100835,"R",32744,"R",51843,"R",0,"R",84587,"R",0,"R",57813,"R",57813,"R",575346,474511
101912,1 ,2,"R",74748,"R",492224,"R",103,"R",5859,"R",111947,"R",43,"R",50687,"R",80650,"R",654961,"R",735611,"R",1667,"R",61570,"R",63237,1,"R",290,"R",62,1,"R",12.00,"R",2.00,"R",2.00,"R",4.00,"R",4.00,"R",1,"R",298461,1,"R",161628,"R",9458,"R",105697,"R",31276,"R",146431,"R",1484,"R",27311,"R",28795,"R",635315,473687
101994,2 ,2,"R",6529,"R",4116,"R",2,"R",27,"R",0,"R",31,"R",0,"R",6587,"R",4118,"R",10705,"R",0,"R",15,"R",15,1,"R",0,"R",0,1,"R",1.00,"R",0.00,"R",1.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102030,1 ,2,"R",2058,"R",180000,"R",5,"R",4923,"R",11427,"R",99,"R",0,"R",7080,"R",191432,"R",198512,"R",200,"R",1300,"R",1500,2,"A",,"A",,1,"R",8.00,"R",1.00,"R",4.00,"R",0.00,"R",3.00,"R",4,"R",286330,1,"R",83127,"R",115,"R",52100,"R",7700,"R",59915,"R",0,"R",8646,"R",8646,"R",438018,354891
102049,1 ,2,"R",282913,"R",415616,"R",317,"R",14515,"R",138592,"R",6085,"R",118789,"R",303513,"R",673314,"R",976827,"R",28758,"R",44193,"R",72951,1,"R",2537,"R",4093,1,"R",42.90,"R",20.00,"R",0.00,"R",18.50,"R",4.40,"R",2,"R",2026840,1,"R",827489,"R",65301,"R",838612,"R",109948,"R",1013861,"R",2451,"R",333198,"R",335649,"R",4203839,3376350
102067,1 ,2,"R",42110,"R",16116,"R",5,"R",871,"R",0,"R",46,"R",0,"R",43027,"R",16121,"R",59148,"R",901,"R",1555,"R",2456,1,"R",0,"R",0,1,"R",10.00,"R",4.00,"R",4.00,"R",0.00,"R",2.00,"R",1,"R",467900,1,"R",165974,"R",24707,"R",22616,"R",0,"R",47323,"R",0,"R",77056,"R",77056,"R",758253,592279
102076,1 ,2,"R",6430,"R",124001,"R",66,"R",0,"R",43371,"R",11,"R",0,"R",6441,"R",167438,"R",173879,"R",2,"R",338,"R",340,1,"R",0,"R",0,1,"R",2.00,"R",2.00,"R",0.00,"R",0.00,"R",0.00,"R",0,"R",154043,1,"R",49796,"R",0,"R",28229,"R",0,"R",28229,"R",0,"R",7664,"R",7664,"R",239732,189936
102094,1 ,2,"R",368276,"R",596741,"R",220,"R",48012,"R",55276,"R",1908,"R",56219,"R",418196,"R",708456,"R",1126652,"R",9398,"R",36703,"R",46101,1,"R",6716,"R",4960,1,"R",63.00,"R",20.00,"R",4.00,"R",35.00,"R",4.00,"R",2,"R",2228209,1,"R",827334,"R",137847,"R",3319295,"R",258448,"R",3715590,"R",527,"R",119608,"R",120135,"R",6891268,6063934
102234,1 ,2,"R",135359,"R",259082,"R",107,"R",12589,"R",23279,"R",2460,"R",57196,"R",150408,"R",339664,"R",490072,"R",2256,"R",53934,"R",56190,1,"R",193,"R",212,1,"R",11.00,"R",4.00,"R",3.00,"R",1.00,"R",3.00,"R",1,"R",358263,2,"Z",0,"R",31,"R",103878,"R",0,"R",103909,"R",1497,"R",71160,"R",72657,"R",534829,534829
102270,1 ,2,"R",119000,"R",188910,"R",109,"R",6227,"R",0,"R",0,"R",0,"R",125227,"R",189019,"R",314246,"R",346,"R",15522,"R",15868,1,"R",0,"R",17,1,"R",11.00,"R",2.00,"R",2.00,"R",0.00,"R",7.00,"R",0,"R",137864,1,"R",27936,"R",7440,"R",347,"R",1042,"R",8829,"R",0,"R",37108,"R",37108,"R",211737,183801
102298,1 ,2,"R",71983,"R",517278,"R",209,"R",410,"R",24782,"R",504,"R",162,"R",72897,"R",542431,"R",615328,"R",1662,"R",216638,"R",218300,1,"R",0,"R",37,1,"R",6.00,"R",3.00,"R",1.00,"R",2.00,"R",0.00,"R",1,"R",177000,1,"R",11568,"R",3579,"R",53270,"R",31568,"R",88417,"R",1204,"R",7572,"R",8776,"R",285761,274193
102313,1 ,2,"R",8813,"R",798,"R",21,"R",1468,"R",0,"R",0,"R",43,"R",10281,"R",862,"R",11143,"R",209,"R",1447,"R",1656,2,"A",,"A",,1,"R",16.00,"R",2.00,"R",0.00,"R",5.00,"R",9.00,"R",1,"R",244989,1,"R",41598,"R",18459,"R",0,"R",89197,"R",107656,"R",0,"R",0,"R",0,"R",394243,352645
102368,1 ,2,"R",290793,"R",479396,"R",264,"R",23720,"R",295519,"R",30122,"R",284160,"R",344635,"R",1059339,"R",1403974,"R",4684,"R",290606,"R",295290,1,"R",1742,"R",2062,1,"R",35.63,"R",13.50,"R",2.50,"R",12.25,"R",7.38,"R",2,"R",1329198,1,"R",485201,"R",89390,"R",1230776,"R",104617,"R",1424783,"R",1470,"R",216697,"R",218167,"R",3457349,2972148
102377,1 ,2,"R",381576,"R",150,"R",325,"R",2352,"R",862,"R",1607,"R",26,"R",385535,"R",1363,"R",386898,"R",179,"R",3672,"R",3851,1,"R",101,"R",51,1,"R",86.00,"R",9.00,"R",20.00,"R",0.00,"R",57.00,"R",5,"R",791638,1,"R",142111,"R",79160,"R",812000,"R",71456,"R",962616,"R",77183,"R",68132,"R",145315,"R",2041680,1899569
102395,1 ,2,"R",10200,"R",19794,"R",25,"R",160,"Z",0,"R",505,"R",60935,"R",10865,"R",80754,"R",91619,"R",730,"R",45,"R",775,1,"R",27,"R",20,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"R",0,"R",55849,1,"R",13325,"R",3730,"R",45786,"R",4441,"R",53957,"R",0,"R",4700,"R",4700,"R",127831,114506
102429,1 ,2,"R",65543,"R",178,"R",123,"R",2140,"R",0,"R",50,"R",0,"R",67733,"R",301,"R",68034,"R",1191,"R",2386,"R",3577,1,"R",0,"R",0,1,"R",7.00,"R",3.00,"R",4.00,"R",0.00,"R",0.00,"R",4,"R",375359,1,"R",137492,"R",4217,"R",1071,"R",19744,"R",25032,"R",0,"R",288,"R",288,"R",538171,400679
102553,1 ,2,"R",947281,"R",610707,"R",162,"R",511952,"R",86311,"R",17544,"R",100090,"R",1476777,"R",797270,"R",2274047,"R",36775,"R",339378,"R",376153,1,"R",20999,"R",7744,1,"R",108.50,"R",24.55,"R",6.50,"R",23.20,"R",54.25,"R",4,"R",3018067,1,"R",1555194,"R",507738,"R",1471005,"R",22440,"R",2001183,"R",14830,"R",214669,"R",229499,"R",6803943,5248749
102580,2 ,2,"R",32531,"R",0,"R",1,"R",431,"R",0,"R",0,"Z",0,"R",32962,"R",1,"R",32963,"R",1950,"R",2392,"R",4342,2,"A",,"A",,1,"R",0.65,"R",0.50,"R",0.00,"R",0.00,"R",0.15,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102614,1 ,2,"R",536376,"R",409255,"R",184,"R",146604,"R",131458,"R",21174,"R",47971,"R",704154,"R",588868,"R",1293022,"R",8498,"R",170809,"R",179307,1,"R",10149,"R",2742,1,"R",49.00,"R",6.00,"R",10.00,"R",23.00,"R",10.00,"R",1,"R",2434645,1,"R",996217,"R",78413,"R",1753450,"R",0,"R",1831863,"R",7720,"R",382267,"R",389987,"R",5652712,4656495
102632,1 ,2,"R",155322,"R",263771,"Z",0,"R",7240,"R",12968,"R",3452,"R",123510,"R",166014,"R",400249,"R",566263,"R",8736,"R",37185,"R",45921,1,"R",3100,"R",1066,1,"R",9.95,"R",3.50,"R",1.00,"R",3.73,"R",1.72,"R",1,"R",547019,1,"R",297427,"R",30899,"R",81800,"R",5075,"R",117774,"R",2195,"R",68944,"R",71139,"R",1033359,735932
102845,1 ,1,"A",,"R",0,"R",4,"A",,"R",0,"A",,"R",0,"A",,"R",4,"R",4,"A",,"R",29372,"R",29372,2,"A",,"A",,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"R",0,"R",52423,1,"R",6349,"R",0,"R",84698,"R",0,"R",84698,"R",0,"R",0,"R",0,"R",143470,137121
103501,2 ,2,"R",984,"R",0,"R",1,"R",6,"R",0,"R",23,"R",0,"R",1013,"R",1,"R",1014,"R",101,"R",18210,"R",18311,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
103945,2 ,2,"R",1075,"R",0,"R",0,"R",89,"R",0,"R",4,"R",0,"R",1168,"R",0,"R",1168,"R",564,"R",0,"R",564,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104090,2 ,1,"A",,"R",50489,"R",383,"A",,"R",40000,"A",,"R",0,"A",,"R",90872,"R",90872,"A",,"R",173656,"R",173656,2,"A",,"A",,1,"R",3.00,"R",1.00,"R",1.00,"R",1.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104151,1 ,2,"R",2431660,"R",1641439,"R",724,"R",857034,"R",217676,"R",65835,"R",115083,"R",3354529,"R",1974922,"R",5329451,"R",52651,"R",11109060,"R",11161711,1,"R",17151,"R",26669,1,"R",392.00,"R",67.00,"R",0.00,"R",138.00,"R",187.00,"R",7,"R",13479937,1,"R",4576283,"R",1064875,"R",10865779,"R",188602,"R",12119256,"R",130000,"R",4504199,"R",4634199,"R",34809675,30233392
104160,1 ,2,"R",52886,"R",92504,"R",48,"R",4976,"R",46275,"R",416,"R",16786,"R",58278,"R",155613,"R",213891,"R",5445,"R",117945,"R",123390,1,"R",0,"R",36,1,"R",14.54,"R",8.21,"R",5.93,"R",0.00,"R",0.40,"R",0,"R",463966,1,"R",148864,"R",91058,"R",135832,"R",1456,"R",228346,"R",2404,"R",84341,"R",86745,"R",927921,779057
104179,1 ,2,"R",2472007,"R",2354169,"R",940,"R",275547,"R",199964,"R",26310,"R",375608,"R",2773864,"R",2930681,"R",5704545,"R",52144,"R",3654237,"R",3706381,1,"R",26850,"R",14395,1,"R",186.12,"R",44.00,"R",54.30,"R",60.50,"R",27.32,"R",4,"R",10001389,1,"R",2880481,"R",1564464,"R",13354727,"R",1119812,"R",16039003,"R",0,"R",3511843,"R",3511843,"R",32432716,29552235
104346,1 ,2,"R",87797,"R",195712,"R",33,"R",4808,"R",35172,"R",4,"R",21,"R",92609,"R",230938,"R",323547,"R",13641,"R",95026,"R",108667,1,"R",490,"R",20,1,"R",15.00,"R",7.00,"R",0.00,"R",6.00,"R",2.00,"R",5,"R",564510,1,"R",210612,"R",100000,"R",75200,"R",10000,"R",185200,"R",0,"R",0,"R",0,"R",960322,749710
104425,1 ,2,"R",45762,"R",212992,"R",139,"R",6450,"R",116383,"R",28,"R",0,"R",52240,"R",329514,"R",381754,"R",3437,"R",143089,"R",146526,1,"R",248,"R",211,1,"R",12.00,"R",3.00,"R",1.00,"R",6.00,"R",2.00,"R",1,"R",430238,1,"R",136144,"R",9730,"R",91745,"R",0,"R",101475,"R",0,"R",58524,"R",58524,"R",726381,590237
