UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
100654,2,"R",408972,"R",153066,"R",96,"R",2986,"R",31527,"R",1152,"R",132364,"R",413110,"R",317053,"R",730163,"R",1116,"R",155228,"R",156344,1,"R",1814,"R",161,"R",0,"R",1091789,1,"R",369306,"R",11945,"R",1060799,"R",364725,"R",1437469,"R",7125,"R",93465,"R",100590,"R",2999154,2629848
100663,2,"R",884879,"R",451499,"R",433,"R",137269,"R",1287,"R",198530,"R",62019,"R",1220678,"R",515238,"R",1735916,"R",17291,"R",127017,"R",144308,1,"R",6696,"R",7453,"R",1,"R",3469006,1,"R",1115233,"R",23799,"R",5471442,"R",143575,"R",5638816,"R",18175,"R",942187,"R",960362,"R",11183417,10068184
100690,2,"R",49256,"R",18,"R",68,"Z",0,"Z",0,"R",1218,"Z",0,"R",50474,"R",86,"R",50560,"R",101,"R",2917,"R",3018,1,"R",0,"R",36,"R",0,"R",78601,2,"Z",0,"R",635,"R",47121,"R",697,"R",48453,"R",92,"R",4368,"R",4460,"R",131514,131514
100706,2,"R",209273,"R",456505,"R",155,"R",14419,"R",2559,"R",1456,"R",60760,"R",225148,"R",519979,"R",745127,"R",5184,"R",15199,"R",20383,1,"R",2807,"R",3104,"R",0,"R",1179465,2,"Z",0,"R",41765,"R",1449230,"R",36378,"R",1527373,"R",4764,"R",171614,"R",176378,"R",2883216,2883216
100724,2,"R",309541,"R",69796,"R",192,"R",44583,"R",0,"R",1607,"R",4477,"R",355731,"R",74465,"R",430196,"R",5445,"R",2659,"R",8104,1,"R",1143,"R",216,"R",0,"R",1534666,1,"R",410065,"R",47885,"R",446429,"R",0,"R",494314,"R",0,"R",210553,"R",210553,"R",2649598,2239533
100751,2,"R",2648650,"R",1784698,"R",600,"R",193531,"R",157956,"R",138096,"R",203754,"R",2980277,"R",2147008,"R",5127285,"R",60430,"R",475434,"R",535864,1,"R",15990,"R",11423,"R",6,"R",7357067,2,"Z",0,"R",1491422,"R",9938567,"R",574502,"R",12004491,"R",205516,"R",3395563,"R",3601079,"R",22962637,22962637
100760,2,"R",27159,"R",8656,"R",3,"R",422,"R",0,"R",0,"R",0,"R",27581,"R",8659,"R",36240,"R",1425,"R",212,"R",1637,1,"R",0,"R",0,"R",2,"R",199314,1,"R",65902,"R",16694,"R",23350,"R",0,"R",40044,"R",0,"R",4314,"R",4314,"R",309574,243672
100812,2,"R",81172,"R",284746,"R",99,"R",560,"R",489,"R",84,"R",51059,"R",81816,"R",336393,"R",418209,"R",4172,"R",9491,"R",13663,1,"R",106,"R",101,"R",0,"R",499065,1,"R",179125,"R",24916,"R",196791,"R",730,"R",222437,"R",2931,"R",15671,"R",18602,"R",919229,740104
100830,2,"R",632589,"R",716521,"R",153,"R",4489,"R",141,"R",918,"R",63877,"R",637996,"R",780692,"R",1418688,"R",7479,"R",7428,"R",14907,1,"R",934,"R",1112,"R",0,"R",957144,1,"R",293424,"R",51338,"R",394517,"R",46315,"R",492170,"R",100,"R",103981,"R",104081,"R",1846819,1553395
100858,2,"R",1593390,"R",1043354,"R",245,"R",608151,"R",56424,"R",76345,"R",94890,"R",2277886,"R",1194913,"R",3472799,"R",47796,"R",338708,"R",386504,1,"R",32813,"R",7917,"R",2,"R",5039856,1,"R",1377025,"R",1091765,"R",7410063,"R",32582,"R",8534410,"R",20868,"R",1406607,"R",1427475,"R",16378766,15001741
100937,2,"R",259606,"R",228009,"R",195,"R",32055,"R",82390,"R",5428,"R",44387,"R",297089,"R",354981,"R",652070,"R",3786,"R",4126,"R",7912,1,"R",650,"R",1559,"R",1,"R",430831,2,"Z",0,"R",64673,"R",309382,"R",0,"R",374055,"R",4875,"R",80194,"R",85069,"R",889955,889955
101028,2,"R",36366,"R",82060,"R",92,"R",718,"R",0,"R",0,"R",0,"R",37084,"R",82152,"R",119236,"R",915,"R",77,"R",992,1,"R",38,"R",27,"R",0,"R",118784,1,"R",46126,"R",3749,"R",14727,"R",3321,"R",21797,"R",0,"R",0,"R",0,"R",186707,140581
101116,2,"R",11834,"R",394443,"R",100,"R",1490,"R",67550,"R",8,"R",121865,"R",13332,"R",583958,"R",597290,"R",377,"R",41006,"R",41383,1,"R",0,"R",1,"R",0,"R",63533,1,"R",9836,"R",1773,"R",27955,"R",2376,"R",32104,"R",0,"R",0,"R",0,"R",105473,95637
101143,2,"R",73740,"R",4,"R",5,"R",1088,"R",1482,"R",50,"R",0,"R",74878,"R",1491,"R",76369,"R",361,"R",69424,"R",69785,1,"R",0,"R",3,"R",2,"R",190846,1,"R",73032,"R",4461,"R",14322,"R",4128,"R",22911,"R",3365,"R",0,"R",3365,"R",290154,217122
101161,2,"R",133730,"R",173680,"R",67,"R",9646,"R",0,"R",171,"R",66,"R",143547,"R",173813,"R",317360,"R",4205,"R",100,"R",4305,1,"R",1,"R",7,"R",8,"R",808089,1,"R",285185,"R",70419,"R",125550,"R",195969,"R",391938,"R",7133,"R",7133,"R",14266,"R",1499478,1214293
101189,2,"R",108867,"R",305692,"R",128,"R",2912,"R",6956,"R",5038,"R",400694,"R",116817,"R",713470,"R",830287,"R",2711,"R",3999,"R",6710,1,"R",333,"R",220,"R",3,"R",356135,2,"Z",0,"R",15682,"R",155901,"R",23050,"R",194633,"R",7000,"R",20800,"R",27800,"R",578568,578568
101240,2,"R",66475,"R",62032,"R",63,"R",3300,"R",1,"R",24,"R",1,"R",69799,"R",62097,"R",131896,"R",3183,"R",592,"R",3775,1,"R",24,"R",21,"R",4,"R",369862,1,"R",111812,"R",209,"R",22948,"R",0,"R",23157,"R",0,"R",43330,"R",43330,"R",548161,436349
101286,2,"R",33998,"R",761,"R",9,"R",871,"R",0,"R",52,"R",7,"R",34921,"R",777,"R",35698,"R",4359,"R",1920,"R",6279,1,"R",0,"R",35,"R",1,"R",286172,1,"R",79350,"R",9937,"R",31546,"R",5863,"R",47346,"R",0,"R",2069,"R",2069,"R",414937,335587
101295,2,"R",62509,"R",163205,"R",98,"R",4400,"R",107,"R",101,"R",102076,"R",67010,"R",265486,"R",332496,"R",143,"R",14873,"R",15016,1,"R",0,"R",0,"R",1,"R",274708,1,"R",115659,"R",17988,"R",81042,"R",6166,"R",105196,"R",4,"R",2106,"R",2110,"R",497673,382014
101301,2,"R",22059,"R",47,"R",5,"R",704,"R",0,"R",128,"R",5000,"R",22891,"R",5052,"R",27943,"R",1201,"R",30,"R",1231,2,"A",,"A",,"R",0,"R",127845,1,"R",44628,"R",7200,"R",6150,"R",4200,"R",17550,"R",900,"R",0,"R",900,"R",190923,146295
101365,2,"R",74,"R",39206,"R",110,"R",2,"R",52300,"R",0,"R",62223,"R",76,"R",153839,"R",153915,"R",0,"R",93885,"R",93885,1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101435,2,"R",80263,"R",101897,"R",111,"R",4663,"R",29,"R",184,"R",32532,"R",85110,"R",134569,"R",219679,"R",2179,"R",98300,"R",100479,1,"R",185,"R",212,"R",0,"R",266716,1,"R",37856,"R",27474,"R",121962,"R",6258,"R",155694,"R",0,"R",76570,"R",76570,"R",536836,498980
101453,2,"R",33094,"Z",0,"R",32355,"Z",0,"Z",0,"R",12115,"Z",0,"R",45209,"R",32355,"R",77564,"R",1741,"R",674,"R",2415,2,"A",,"A",,"R",0,"R",45109,1,"R",6799,"R",33116,"R",12115,"R",0,"R",45231,"R",0,"R",10151,"R",10151,"R",107290,100491
101462,2,"R",22679,"R",0,"R",60,"R",767,"R",0,"R",141,"R",38,"R",23587,"R",98,"R",23685,"R",1072,"R",6434,"R",7506,2,"A",,"A",,"R",0,"R",131363,1,"R",44780,"R",17203,"R",29178,"R",0,"R",46381,"R",33550,"R",0,"R",33550,"R",256074,211294
101471,2,"R",1771,"R",4,"R",1,"R",0,"Z",0,"R",16,"Z",0,"R",1787,"R",5,"R",1792,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101480,2,"R",637174,"R",49864,"R",468,"R",10173,"R",199650,"R",72309,"R",165258,"R",719656,"R",415240,"R",1134896,"R",11531,"R",105142,"R",116673,1,"R",2013,"R",264,"R",0,"R",1464155,2,"Z",0,"R",410060,"R",694910,"R",0,"R",1104970,"R",40860,"R",437334,"R",478194,"R",3047319,3047319
101505,2,"R",63134,"R",241935,"R",57,"R",269,"R",26768,"R",156,"R",315217,"R",63559,"R",583977,"R",647536,"R",1168,"R",67559,"R",68727,2,"A",,"A",,"R",3,"R",402847,1,"R",149199,"R",8137,"R",156310,"R",356,"R",164803,"R",0,"R",57544,"R",57544,"R",774393,625194
101514,2,"R",47498,"R",48973,"R",8,"R",302,"R",0,"R",0,"R",0,"R",47800,"R",48981,"R",96781,"R",2432,"R",3400,"R",5832,1,"R",3,"R",48,"R",1,"R",369528,1,"R",127388,"R",16771,"R",12258,"R",30647,"R",59676,"R",398,"R",36968,"R",37366,"R",593958,466570
101541,2,"R",59563,"R",3123041,"R",88,"R",5878,"R",146300,"R",46,"R",49623,"R",65487,"R",3319052,"R",3384539,"R",1004,"R",1003,"R",2007,1,"R",229,"R",335,"R",0,"R",124714,2,"Z",0,"R",19413,"R",36187,"R",1537,"R",57137,"R",490,"R",30683,"R",31173,"R",213024,213024
101569,2,"R",44686,"R",48675,"R",72,"R",2241,"R",187,"R",39,"R",0,"R",46966,"R",48934,"R",95900,"R",7598,"R",1003,"R",8601,2,"A",,"A",,"R",1,"R",266469,1,"R",88982,"R",9098,"R",26355,"R",0,"R",35453,"R",0,"R",44282,"R",44282,"R",435186,346204
101587,2,"R",209776,"R",2121,"R",174,"R",2229,"R",0,"R",41804,"R",108967,"R",253809,"R",111262,"R",365071,"R",3035,"R",500,"R",3535,1,"R",331,"R",277,"R",1,"R",481577,2,"Z",0,"R",20000,"R",168000,"R",5005,"R",193005,"R",0,"R",14995,"R",14995,"R",689577,689577
101602,2,"R",37670,"R",44963,"R",57,"R",1964,"R",25152,"R",34,"R",0,"R",39668,"R",70172,"R",109840,"R",1148,"R",52578,"R",53726,1,"R",18,"R",31,"R",3,"R",198041,1,"R",71532,"R",6079,"R",22764,"R",5322,"R",34165,"R",0,"R",0,"R",0,"R",303738,232206
101648,2,"R",28105,"R",771,"R",4,"R",421,"R",0,"R",1216,"R",0,"R",29742,"R",775,"R",30517,"R",3041,"R",7470,"R",10511,1,"R",0,"R",0,"R",0,"R",101853,1,"R",44935,"R",4078,"R",6368,"R",0,"R",10446,"R",0,"R",6037,"R",6037,"R",163271,118336
101675,2,"R",57922,"R",150000,"R",72,"R",1459,"R",0,"R",11504,"R",0,"R",70885,"R",150072,"R",220957,"R",1971,"R",751,"R",2722,1,"R",4,"R",2,"R",0,"R",275060,1,"R",49367,"R",0,"R",18365,"R",0,"R",18365,"R",24300,"R",0,"R",24300,"R",367092,317725
101693,2,"R",51019,"R",176075,"R",120,"R",620,"R",0,"R",80,"R",169500,"R",51719,"R",345695,"R",397414,"R",2123,"R",7600,"R",9723,1,"R",21,"R",113,"R",0,"R",163934,2,"R",0,"R",1788,"R",132186,"R",0,"R",133974,"R",115,"R",30241,"R",30356,"R",328264,328264
101709,2,"R",184681,"R",202062,"R",125,"R",4593,"R",38070,"R",1199,"R",102064,"R",190473,"R",342321,"R",532794,"R",7944,"R",5159,"R",13103,1,"R",1235,"R",1403,"R",0,"R",644111,1,"R",182869,"R",76021,"R",245150,"R",11491,"R",332662,"R",7744,"R",88562,"R",96306,"R",1255948,1073079
101736,2,"R",62455,"R",38128,"R",1,"R",2311,"R",0,"R",22,"R",0,"R",64788,"R",38129,"R",102917,"R",2907,"R",539,"R",3446,1,"R",38,"R",34,"R",1,"R",268349,1,"R",89374,"R",1036,"R",18913,"R",0,"R",19949,"R",0,"R",4866,"R",4866,"R",382538,293164
101879,2,"R",221985,"R",512493,"R",187,"R",35707,"R",94460,"R",2961,"R",66911,"R",260653,"R",674051,"R",934704,"R",12217,"R",27978,"R",40195,1,"R",1523,"R",3521,"R",3,"R",1011750,1,"R",297201,"R",70076,"R",903638,"R",1734,"R",975448,"R",2211,"R",214603,"R",216814,"R",2501213,2204012
101897,2,"R",49846,"R",233640,"R",61,"R",1082,"R",77691,"R",178,"R",16175,"R",51106,"R",327567,"R",378673,"R",5860,"R",1743,"R",7603,1,"R",11,"R",32,"R",0,"R",308430,1,"R",95698,"R",37421,"R",44191,"R",0,"R",81612,"R",0,"R",32231,"R",32231,"R",517971,422273
101912,2,"R",71977,"R",240582,"R",81,"R",13214,"R",108594,"R",125,"R",1000,"R",85316,"R",350257,"R",435573,"R",7847,"R",5879,"R",13726,1,"R",376,"R",135,"R",1,"R",262400,1,"R",174899,"R",70733,"R",182000,"R",7524,"R",260257,"R",4111,"R",10546,"R",14657,"R",712213,537314
101994,2,"R",6404,"R",150480,"R",2,"R",32,"R",0,"R",38,"R",0,"R",6474,"R",150482,"R",156956,"R",17,"R",1,"R",18,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102030,2,"R",75246,"R",224,"R",5,"R",4912,"Z",0,"R",99,"Z",0,"R",80257,"R",229,"R",80486,"R",400,"R",1525,"R",1925,2,"A",,"A",,"R",4,"R",198072,1,"R",64939,"R",10000,"R",81015,"R",0,"R",91015,"R",0,"R",17413,"R",17413,"R",371439,306500
102049,2,"R",284632,"R",299292,"R",296,"R",14816,"R",130373,"R",6045,"R",117199,"R",305493,"R",547160,"R",852653,"R",45860,"R",43341,"R",89201,1,"R",2792,"R",4689,"R",2,"R",2202434,1,"R",820997,"R",48542,"R",1206706,"R",73639,"R",1328887,"R",12348,"R",299316,"R",311664,"R",4663982,3842985
102058,2,"P",25339,"P",61,"P",6,"P",132,"P",0,"P",0,"P",0,"P",25471,"P",67,"P",25538,"P",565,"P",593,"P",1158,1,"P",5,"P",39,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102067,2,"R",45179,"R",15916,"R",6,"R",1137,"R",0,"R",69,"R",0,"R",46385,"R",15922,"R",62307,"R",2310,"R",775,"R",3085,1,"R",0,"R",0,"R",1,"R",328527,1,"R",129662,"R",21644,"R",33959,"R",0,"R",55603,"R",0,"R",122997,"R",122997,"R",636789,507127
102076,2,"R",6430,"R",165096,"R",56,"R",0,"R",31676,"R",11,"R",0,"R",6441,"R",196828,"R",203269,"R",18,"R",2243,"R",2261,1,"R",3,"R",3,"R",0,"R",145114,1,"R",47625,"R",0,"R",25761,"R",0,"R",25761,"R",0,"R",13213,"R",13213,"R",231713,184088
102094,2,"R",369056,"R",265515,"R",199,"R",45819,"R",22502,"R",3434,"R",76876,"R",418309,"R",365092,"R",783401,"R",15780,"R",407557,"R",423337,1,"R",4755,"R",4618,"R",2,"R",2811360,1,"R",880139,"R",236125,"R",3334271,"R",205927,"R",3776323,"R",22378,"R",86738,"R",109116,"R",7576938,6696799
102234,2,"R",135899,"R",198487,"R",105,"R",10590,"R",16313,"R",5547,"R",36430,"R",152036,"R",251335,"R",403371,"R",3573,"R",5199,"R",8772,1,"R",292,"R",461,"R",1,"R",601269,2,"Z",0,"R",6139,"R",183126,"R",5051,"R",194316,"R",2289,"R",53289,"R",55578,"R",851163,851163
102270,2,"R",119000,"R",155124,"R",88,"R",6327,"Z",0,"R",0,"Z",0,"R",125327,"R",155212,"R",280539,"R",229,"R",2545,"R",2774,1,"R",0,"R",9,"R",0,"R",161000,1,"R",30466,"R",7100,"R",341,"R",1000,"R",8441,"R",0,"R",21622,"R",21622,"R",221529,191063
102298,2,"R",60475,"R",487433,"R",141,"R",30,"R",8027,"R",20,"R",124,"R",60525,"R",495725,"R",556250,"R",179,"R",187277,"R",187456,1,"R",0,"R",15,"R",1,"R",161370,1,"R",12102,"R",5024,"R",184,"R",4022,"R",9230,"R",0,"R",78736,"R",78736,"R",261438,249336
102313,2,"R",10315,"R",561,"R",23,"R",1468,"R",0,"R",90,"R",58,"R",11873,"R",642,"R",12515,"R",54,"R",1720,"R",1774,2,"A",,"A",,"R",1,"R",260009,1,"R",69069,"R",1738,"R",42824,"R",0,"R",44562,"R",0,"R",0,"R",0,"R",373640,304571
102368,2,"R",386553,"R",278534,"R",298,"R",13553,"R",173998,"R",90,"R",191021,"R",400196,"R",643851,"R",1044047,"R",21465,"R",139734,"R",161199,1,"R",1822,"R",1737,"R",2,"R",1350158,1,"R",411915,"R",91943,"R",1281636,"R",101920,"R",1475499,"R",1317,"R",533366,"R",534683,"R",3772255,3360340
102377,2,"R",374821,"R",2613,"R",254,"R",1463,"R",842,"R",1451,"R",0,"R",377735,"R",3709,"R",381444,"R",5728,"R",66,"R",5794,1,"R",190,"R",125,"R",5,"R",778678,1,"R",131000,"R",81273,"R",752479,"R",67182,"R",900934,"R",41275,"R",71059,"R",112334,"R",1922946,1791946
102395,2,"R",9742,"R",19794,"R",24,"R",160,"R",8,"R",465,"R",60935,"R",10367,"R",80761,"R",91128,"R",840,"R",30,"R",870,1,"R",81,"R",96,"R",0,"R",46553,1,"R",14837,"R",3587,"R",45014,"R",3158,"R",51759,"R",0,"R",5542,"R",5542,"R",118691,103854
102429,2,"R",86602,"R",314,"R",97,"R",1744,"R",0,"R",120,"R",0,"R",88466,"R",411,"R",88877,"R",3367,"R",78,"R",3445,1,"R",0,"R",0,"R",4,"R",438368,1,"R",158234,"R",7179,"R",3412,"R",24700,"R",35291,"R",0,"R",1843,"R",1843,"R",633736,475502
102553,2,"R",608193,"R",474278,"R",199,"R",511564,"R",10099,"R",17415,"R",92765,"R",1137172,"R",577341,"R",1714513,"R",75160,"R",99269,"R",174429,1,"R",23455,"R",10571,"R",4,"R",3208309,1,"R",1526531,"R",181794,"R",1902195,"R",64763,"R",2148752,"R",7378,"R",201610,"R",208988,"R",7092580,5566049
102580,2,"R",31545,"R",0,"R",1,"R",362,"Z",0,"R",0,"R",0,"R",31907,"R",1,"R",31908,"R",1722,"R",1285,"R",3007,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102614,2,"R",539164,"R",461083,"R",192,"R",137479,"R",28154,"R",19190,"R",44054,"R",695833,"R",533483,"R",1229316,"R",14650,"R",30073,"R",44723,1,"R",4634,"R",2185,"R",1,"R",2363653,1,"R",1010657,"R",224143,"R",1906681,"R",294,"R",2131118,"R",5000,"R",159861,"R",164861,"R",5670289,4659632
102632,2,"R",152804,"R",197031,"R",124,"R",8012,"R",13134,"R",3473,"R",78178,"R",164289,"R",288467,"R",452756,"R",16261,"R",6952,"R",23213,1,"R",4094,"R",3154,"R",1,"R",584209,1,"R",319925,"R",17026,"R",92177,"R",12596,"R",121799,"R",2033,"R",80249,"R",82282,"R",1108215,788290
102845,1,"A",,"R",0,"R",5,"A",,"R",0,"A",,"R",0,"A",,"R",5,"R",5,"A",,"R",6,"R",6,2,"A",,"A",,"R",0,"R",48589,1,"R",6336,"R",110217,"R",0,"R",0,"R",110217,"R",0,"R",0,"R",0,"R",165142,158806
103501,2,"R",1383,"R",0,"R",1,"R",7,"R",0,"R",26,"R",0,"R",1416,"R",1,"R",1417,"R",107,"R",15973,"R",16080,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
103945,2,"R",1202,"R",0,"R",0,"R",109,"R",0,"R",12,"R",0,"R",1323,"R",0,"R",1323,"R",979,"R",0,"R",979,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104090,2,"R",4473,"R",509317,"Z",0,"R",326,"R",78524,"R",12,"R",23969,"R",4811,"R",611810,"R",616621,"R",1837,"R",189523,"R",191360,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104151,2,"R",2636302,"R",1431161,"R",851,"R",1035082,"R",366696,"R",65719,"R",109434,"R",3737103,"R",1908142,"R",5645245,"R",127952,"R",2764156,"R",2892108,1,"R",18478,"R",30198,"R",8,"R",11528491,1,"R",3828476,"R",1440994,"R",10200909,"R",30264,"R",11672167,"R",45564,"R",3191801,"R",3237365,"R",30266499,26438023
104160,2,"R",58181,"R",210314,"R",42,"R",6099,"R",32090,"R",341,"R",13682,"R",64621,"R",256128,"R",320749,"R",6802,"R",41453,"R",48255,1,"R",0,"R",67,"R",0,"R",478224,1,"R",137565,"R",90847,"R",132018,"R",1607,"R",224472,"R",4490,"R",83116,"R",87606,"R",927867,790302
104179,2,"R",2710461,"R",2052083,"R",1135,"R",6274912,"R",121355,"R",4025,"R",251334,"R",8989398,"R",2425907,"R",11415305,"R",182836,"R",4560589,"R",4743425,1,"R",37813,"R",26667,"R",4,"R",11876917,1,"R",3523190,"R",2771714,"R",11771283,"R",1227673,"R",15770670,"R",0,"R",4315276,"R",4315276,"R",35486053,31962863
104188,2,"R",6015,"R",0,"R",62,"R",85,"R",28,"R",0,"R",0,"R",6100,"R",90,"R",6190,"R",222,"R",130,"R",352,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104346,2,"R",81753,"R",158241,"R",37,"R",4237,"R",24284,"R",2,"R",21,"R",85992,"R",182583,"R",268575,"R",15580,"R",69533,"R",85113,1,"R",574,"R",56,"R",5,"R",568943,1,"R",214422,"R",130000,"R",75200,"R",12000,"R",217200,"R",0,"R",0,"R",0,"R",1000565,786143
104425,2,"R",50499,"R",167165,"Z",0,"R",6389,"R",98333,"R",0,"R",0,"R",56888,"R",265498,"R",322386,"R",13211,"R",86224,"R",99435,1,"R",357,"R",539,"R",1,"R",430832,1,"R",142174,"R",30000,"R",7000,"R",8000,"R",45000,"R",0,"R",138772,"R",138772,"R",756778,614604
104577,2,"R",34352,"R",180996,"R",82,"R",1038,"R",52828,"R",45,"R",112339,"R",35435,"R",346245,"R",381680,"R",11825,"R",72855,"R",84680,2,"A",,"A",,"R",0,"R",269971,1,"R",65323,"R",26864,"R",76178,"R",0,"R",103042,"R",1300,"R",26188,"R",27488,"R",465824,400501
104586,2,"R",26008,"R",249693,"R",90,"R",2865,"R",104415,"R",137,"R",54540,"R",29010,"R",408738,"R",437748,"R",9672,"R",118826,"R",128498,1,"R",3282,"R",3406,"R",0,"R",727453,1,"R",206800,"R",9460,"R",209530,"R",0,"R",218990,"R",4749,"R",85151,"R",89900,"R",1243143,1036343
104665,2,"R",38500,"R",22,"R",2,"R",100,"R",2,"R",60,"R",2,"R",38660,"R",28,"R",38688,"R",430,"R",79,"R",509,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104708,2,"R",107992,"R",213670,"R",107,"R",18018,"R",58014,"R",201,"R",51878,"R",126211,"R",323669,"R",449880,"R",43457,"R",44352,"R",87809,1,"R",1008,"R",284,"R",1,"R",1182170,2,"Z",0,"R",182916,"R",131471,"R",2150,"R",316537,"R",13975,"R",0,"R",13975,"R",1512682,1512682
104717,2,"R",38391,"R",218488,"R",148,"R",1633,"R",21717,"R",0,"R",93186,"R",40024,"R",333539,"R",373563,"R",7888,"R",2924042,"R",2931930,1,"R",9,"R",5649,"R",0,"R",998129,2,"Z",0,"R",24547,"R",959290,"R",17731,"R",1001568,"R",0,"R",238238,"R",238238,"R",2237935,2237935
105145,2,"R",39779,"R",189777,"R",134,"R",3636,"R",67247,"R",745,"R",36,"R",44160,"R",257194,"R",301354,"R",3514,"R",108115,"R",111629,1,"R",259,"R",75,"R",1,"R",390011,1,"R",117515,"R",64440,"R",151234,"R",1394,"R",217068,"R",0,"R",14272,"R",14272,"R",738866,621351
105154,2,"R",88629,"R",190000,"R",136,"R",1867,"R",62000,"R",1427,"R",7,"R",91923,"R",252143,"R",344066,"R",16858,"R",16811,"R",33669,1,"R",589,"R",30,"R",1,"R",1592937,1,"R",438397,"R",89602,"R",250109,"R",3000,"R",342711,"R",0,"R",21440,"R",21440,"R",2395485,1957088
105206,2,"R",21918,"R",180243,"R",78,"R",1480,"R",0,"R",1554,"R",1,"R",24952,"R",180322,"R",205274,"R",8750,"R",46311,"R",55061,1,"R",310,"R",398,"R",4,"R",338296,2,"Z",0,"R",27714,"R",75640,"R",5442,"R",108796,"R",0,"R",2862,"R",2862,"R",449954,449954
105297,2,"R",125313,"R",9852,"R",47,"R",4826,"R",5800,"R",116,"R",0,"R",130255,"R",15699,"R",145954,"R",64109,"R",817,"R",64926,1,"R",0,"R",30,"R",2,"R",380495,1,"R",97406,"R",193780,"R",75060,"R",0,"R",268840,"R",0,"R",32820,"R",32820,"R",779561,682155
105330,2,"R",569514,"R",312223,"R",201,"R",48922,"R",239053,"R",6139,"R",106974,"R",624575,"R",658451,"R",1283026,"R",16116,"R",67271,"R",83387,1,"R",10357,"R",31590,"R",0,"R",3428485,2,"Z",0,"R",198902,"R",1712187,"R",102619,"R",2013708,"R",773,"R",437497,"R",438270,"R",5880463,5880463
105349,2,"R",36374,"R",5487,"R",19,"R",3505,"R",0,"R",484,"R",65,"R",40363,"R",5571,"R",45934,"R",14518,"R",94822,"R",109340,1,"R",253,"R",39,"R",1,"R",358362,1,"R",114538,"R",56832,"R",54375,"R",19792,"R",130999,"R",0,"R",1153,"R",1153,"R",605052,490514
105428,2,"R",55161,"R",186688,"R",52,"R",7579,"R",130125,"R",84,"R",3,"R",62824,"R",316868,"R",379692,"R",39990,"R",70000,"R",109990,1,"R",401,"R",26,"R",0,"R",960613,2,"R",0,"R",69985,"R",181512,"R",3398,"R",254895,"R",0,"R",11887,"R",11887,"R",1227395,1227395
105525,2,"R",214808,"R",31894,"R",96,"R",21966,"R",49832,"R",446,"R",130,"R",237220,"R",81952,"R",319172,"R",80300,"R",20938,"R",101238,1,"R",564,"R",37,"R",6,"R",1794686,1,"R",545150,"R",372669,"R",327527,"R",30879,"R",731075,"R",0,"R",151711,"R",151711,"R",3222622,2677472
105534,1,"A",,"R",158065,"R",7,"A",,"R",0,"A",,"R",0,"A",,"R",158072,"R",158072,"A",,"R",188952,"R",188952,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105589,2,"R",29324,"R",179118,"R",32,"R",1484,"R",0,"R",219,"R",97231,"R",31027,"R",276381,"R",307408,"R",5461,"R",38505,"R",43966,1,"R",1514,"R",356,"R",0,"R",148598,1,"R",31663,"R",12000,"R",114000,"R",0,"R",126000,"R",0,"R",16100,"R",16100,"R",322361,290698
105659,2,"R",88,"R",0,"R",1,"R",0,"R",0,"R",51,"R",0,"R",139,"R",1,"R",140,"R",3,"R",2500,"R",2503,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
