UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
100654,2,"R",408728,"R",148399,"R",97,"R",3677,"R",29776,"R",1151,"R",131999,"R",413556,"R",310271,"R",723827,"R",1406,"R",129051,"R",130457,1,"R",1698,"R",49,"R",1,"R",1058885,1,"R",366523,"R",7780,"R",1021210,"R",0,"R",1028990,"R",17000,"R",85285,"R",102285,"R",2556683,2190160
100663,2,"R",895703,"R",318277,"R",413,"R",155797,"R",1243,"R",198530,"R",47198,"R",1250030,"R",367131,"R",1617161,"R",7881,"R",159501,"R",167382,1,"R",7520,"R",7457,"R",1,"R",3611236,1,"R",1142747,"R",158287,"R",4777277,"R",153456,"R",5089020,"R",15760,"R",852481,"R",868241,"R",10711244,9568497
100690,2,"R",45337,"R",0,"R",37,"R",0,"R",0,"R",1475,"R",0,"R",46812,"R",37,"R",46849,"R",152,"R",38156,"R",38308,1,"R",0,"R",6,"R",0,"R",76450,2,"Z",0,"R",250,"R",42473,"R",533,"R",43256,"R",1083,"R",2310,"R",3393,"R",123099,123099
100706,2,"R",211397,"R",396143,"R",120,"R",13001,"R",331,"R",665,"R",42987,"R",225063,"R",439581,"R",664644,"R",5905,"R",16847,"R",22752,1,"R",2621,"R",3513,"R",0,"R",1126058,2,"Z",0,"R",22113,"R",1365585,"R",40561,"R",1428259,"R",823,"R",105106,"R",105929,"R",2660246,2660246
100724,2,"R",308765,"R",69784,"R",182,"R",44764,"R",0,"R",1607,"R",4340,"R",355136,"R",74306,"R",429442,"R",3119,"R",1914,"R",5033,1,"R",1269,"R",260,"R",0,"R",1603571,1,"R",352319,"R",4984,"R",435601,"R",0,"R",440585,"R",0,"R",151826,"R",151826,"R",2548301,2195982
100751,2,"R",4041149,"R",1519422,"R",589,"R",171618,"R",71794,"R",419,"R",199096,"R",4213186,"R",1790901,"R",6004087,"R",62747,"R",556910,"R",619657,1,"R",17867,"R",11066,"R",6,"R",7540241,2,"Z",0,"R",973003,"R",10428605,"R",561985,"R",11963593,"R",102878,"R",2224790,"R",2327668,"R",21831502,21831502
100760,2,"R",27157,"R",8656,"R",3,"R",422,"R",0,"R",0,"R",0,"R",27579,"R",8659,"R",36238,"R",1410,"R",182,"R",1592,1,"R",0,"R",0,"R",2,"R",197610,1,"R",50266,"R",11129,"R",25958,"R",0,"R",37087,"R",0,"R",6816,"R",6816,"R",291779,241513
100812,2,"R",82176,"R",242986,"R",90,"R",339,"R",26469,"R",82,"R",74317,"R",82597,"R",343862,"R",426459,"R",4330,"R",8080,"R",12410,1,"R",115,"R",85,"R",0,"R",518465,1,"R",188196,"R",29210,"R",189367,"R",750,"R",219327,"R",3231,"R",9123,"R",12354,"R",938342,750146
100830,2,"R",503308,"R",715467,"R",151,"R",4465,"R",137,"R",0,"R",0,"R",507773,"R",715755,"R",1223528,"R",7683,"R",7251,"R",14934,1,"R",973,"R",1371,"R",0,"R",958905,1,"R",289999,"R",38323,"R",422664,"R",65786,"R",526773,"R",100,"R",109867,"R",109967,"R",1885644,1595645
100858,2,"R",1584446,"R",1040925,"R",253,"R",607808,"R",22161,"R",76272,"R",83255,"R",2268526,"R",1146594,"R",3415120,"R",44583,"R",167270,"R",211853,1,"R",17481,"R",8775,"R",2,"R",4980556,1,"R",1426877,"R",723737,"R",7082833,"R",34142,"R",7840712,"R",36963,"R",1224764,"R",1261727,"R",15509872,14082995
100937,2,"R",219812,"R",209332,"R",190,"R",39081,"R",67659,"R",5428,"R",40285,"R",264321,"R",317466,"R",581787,"R",4868,"R",4133,"R",9001,1,"R",741,"R",1484,"R",1,"R",443485,1,"R",98668,"R",164679,"R",304164,"R",0,"R",468843,"R",1940,"R",107292,"R",109232,"R",1120228,1021560
101028,2,"R",43101,"R",77948,"R",56,"R",718,"R",0,"R",33,"Z",0,"R",43852,"R",78004,"R",121856,"R",1327,"R",51,"R",1378,1,"R",73,"R",44,"R",0,"R",148197,1,"R",51475,"R",4833,"R",19869,"R",2865,"R",27567,"R",0,"R",0,"R",0,"R",227239,175764
101073,2,"R",52037,"R",3700,"R",97,"R",2025,"R",500,"R",160,"R",55,"R",54222,"R",4352,"R",58574,"R",200,"R",129,"R",329,2,"A",,"A",,"R",0,"R",171450,1,"R",31026,"R",16147,"R",28142,"R",10154,"R",54443,"R",3720,"R",2000,"R",5720,"R",262639,231613
101116,2,"R",9878,"R",448465,"R",97,"R",1129,"R",65878,"R",5,"R",114978,"R",11012,"R",629418,"R",640430,"R",447,"R",477183,"R",477630,1,"R",5,"R",5,"R",0,"R",75951,1,"R",15858,"R",37532,"R",33509,"R",3964,"R",75005,"R",0,"R",388,"R",388,"R",167202,151344
101143,2,"R",54645,"R",4,"R",5,"R",3602,"R",1482,"R",50,"R",0,"R",58297,"R",1491,"R",59788,"R",760,"R",69424,"R",70184,1,"R",3,"R",7,"R",2,"R",197230,1,"R",71787,"R",5323,"R",13345,"R",5117,"R",23785,"R",4671,"R",0,"R",4671,"R",297473,225686
101161,2,"R",67891,"R",164000,"R",80,"R",2935,"Z",0,"R",1,"R",21,"R",70827,"R",164101,"R",234928,"R",2251,"R",85,"R",2336,1,"R",3,"R",8,"R",2,"R",272154,1,"R",84097,"R",62557,"R",13521,"R",15811,"R",91889,"R",100,"R",77236,"R",77336,"R",525476,441379
101189,2,"R",121708,"R",237524,"R",128,"R",2877,"R",3534,"R",3897,"R",397239,"R",128482,"R",638425,"R",766907,"R",2711,"R",1003,"R",3714,1,"R",534,"R",239,"R",3,"R",313065,2,"Z",0,"R",13696,"R",212735,"R",23050,"R",249481,"R",7000,"R",20800,"R",27800,"R",590346,590346
101240,2,"R",66548,"R",62846,"R",63,"R",3160,"R",1,"R",27,"R",1,"R",69735,"R",62911,"R",132646,"R",3642,"R",653,"R",4295,1,"R",34,"R",27,"R",4,"R",478708,1,"R",137211,"R",6861,"R",21465,"R",1573,"R",29899,"R",0,"R",48144,"R",48144,"R",693962,556751
101286,2,"R",35060,"R",659,"R",9,"R",866,"R",0,"R",50,"R",8,"R",35976,"R",676,"R",36652,"R",4609,"R",3768,"R",8377,1,"R",1,"R",8,"R",1,"R",283687,1,"R",103673,"R",41054,"R",36045,"R",17735,"R",94834,"R",1814,"R",2205,"R",4019,"R",486213,382540
101295,2,"R",51843,"R",136977,"R",61,"R",4444,"R",0,"R",114,"R",34316,"R",56401,"R",171354,"R",227755,"R",102,"R",13957,"R",14059,1,"R",0,"R",0,"R",0,"R",142813,1,"R",22750,"R",3091,"R",34316,"R",1965,"R",39372,"R",600,"R",600,"R",1200,"R",206135,183385
101301,2,"R",22075,"R",47,"R",5,"R",704,"R",0,"R",128,"R",5000,"R",22907,"R",5052,"R",27959,"R",1190,"R",27,"R",1217,2,"A",,"A",,"R",0,"R",127845,1,"R",44628,"R",7890,"R",7780,"R",2320,"R",17990,"R",950,"R",0,"R",950,"R",191413,146785
101365,2,"R",74,"R",37751,"R",108,"R",2,"R",46413,"R",0,"R",61410,"R",76,"R",145682,"R",145758,"R",0,"R",44119,"R",44119,1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101435,2,"R",84555,"R",103891,"R",114,"R",4726,"R",29,"R",187,"R",41336,"R",89468,"R",145370,"R",234838,"R",1590,"R",98400,"R",99990,1,"R",213,"R",235,"R",0,"R",266877,1,"R",33307,"R",54398,"R",102826,"R",4450,"R",161674,"R",0,"R",67574,"R",67574,"R",529432,496125
101453,2,"R",20407,"R",3473,"R",21048,"R",0,"R",0,"R",11383,"R",0,"R",31790,"R",24521,"R",56311,"R",1487,"R",642,"R",2129,1,"R",0,"R",0,"R",0,"R",47294,1,"R",9985,"R",20481,"R",44518,"R",0,"R",64999,"R",0,"R",7303,"R",7303,"R",129581,119596
101462,2,"R",24485,"R",0,"R",57,"R",666,"R",0,"R",158,"R",54,"R",25309,"R",111,"R",25420,"R",973,"R",68423,"R",69396,2,"A",,"A",,"R",0,"R",129726,1,"R",24941,"R",7071,"R",48570,"R",0,"R",55641,"R",0,"R",0,"R",0,"R",210308,185367
101471,2,"R",1771,"R",4,"R",1,"R",0,"Z",0,"R",16,"Z",0,"R",1787,"R",5,"R",1792,"R",0,"R",11,"R",11,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101480,2,"R",633249,"R",47476,"R",447,"R",10125,"R",201547,"R",72973,"R",235252,"R",716347,"R",484722,"R",1201069,"R",16315,"R",100235,"R",116550,1,"R",1868,"R",179,"R",0,"R",1414185,2,"Z",0,"R",385169,"R",667956,"R",0,"R",1053125,"R",30000,"R",474769,"R",504769,"R",2972079,2972079
101499,2,"R",37026,"R",0,"R",1,"R",5095,"R",0,"R",69,"R",5,"R",42190,"R",6,"R",42196,"R",1652,"R",1000,"R",2652,2,"A",,"A",,"R",1,"R",208004,1,"R",72309,"R",6349,"R",9317,"R",8705,"R",24371,"R",0,"R",9963,"R",9963,"R",314647,242338
101505,2,"R",63660,"R",193910,"R",52,"R",206,"R",29294,"R",234,"R",296861,"R",64100,"R",520117,"R",584217,"R",2290,"R",43114,"R",45404,2,"A",,"A",,"R",3,"R",424484,1,"R",133942,"R",3977,"R",199753,"R",0,"R",203730,"R",0,"R",53404,"R",53404,"R",815560,681618
101514,2,"R",47281,"R",48944,"R",8,"R",240,"R",0,"R",0,"R",0,"R",47521,"R",48952,"R",96473,"R",2276,"R",4342,"R",6618,1,"R",0,"R",103,"R",1,"R",372577,1,"R",124894,"R",22434,"R",20919,"R",33441,"R",76794,"R",0,"R",39791,"R",39791,"R",614056,489162
101541,2,"R",59565,"R",416679,"R",86,"R",5878,"R",135485,"R",49,"R",48854,"R",65492,"R",601104,"R",666596,"R",1358,"R",3893,"R",5251,1,"R",241,"R",467,"R",0,"R",149820,2,"Z",0,"R",16724,"R",31506,"R",0,"R",48230,"R",222,"R",43662,"R",43884,"R",241934,241934
101569,2,"R",47711,"R",48674,"R",72,"R",2241,"R",0,"R",37,"R",0,"R",49989,"R",48746,"R",98735,"R",7018,"R",1454,"R",8472,2,"A",,"A",,"R",1,"R",374149,1,"R",118663,"R",28228,"R",1008,"R",0,"R",29236,"R",0,"R",33000,"R",33000,"R",555048,436385
101587,2,"R",167308,"R",2121,"R",174,"R",2299,"Z",0,"R",41804,"R",108967,"R",211411,"R",111262,"R",322673,"R",2442,"R",500,"R",2942,1,"R",308,"R",239,"R",1,"R",481577,2,"Z",0,"R",34302,"R",139086,"R",5005,"R",178393,"R",1950,"R",11136,"R",13086,"R",673056,673056
101602,2,"R",37096,"R",41192,"R",44,"R",2332,"R",28581,"R",34,"R",0,"R",39462,"R",69817,"R",109279,"R",1160,"R",59781,"R",60941,1,"R",17,"R",40,"R",3,"R",191979,1,"R",70002,"R",12850,"R",24722,"R",9101,"R",46673,"R",0,"R",0,"R",0,"R",308654,238652
101648,2,"R",27989,"R",0,"R",4,"R",1062,"R",0,"R",1149,"R",0,"R",30200,"R",4,"R",30204,"R",2212,"R",6062,"R",8274,1,"R",0,"R",0,"R",0,"R",97208,1,"R",53544,"R",2615,"R",8549,"R",0,"R",11164,"R",0,"R",7681,"R",7681,"R",169597,116053
101675,2,"R",57601,"R",150000,"R",71,"R",1459,"R",0,"R",11463,"R",0,"R",70523,"R",150071,"R",220594,"R",1714,"R",751,"R",2465,1,"R",4,"R",2,"R",0,"R",275060,1,"R",49367,"R",0,"R",18365,"R",0,"R",18365,"R",24300,"R",0,"R",24300,"R",367092,317725
101693,2,"R",55399,"R",176072,"R",120,"R",624,"R",0,"R",90,"R",152654,"R",56113,"R",328846,"R",384959,"R",2326,"R",7500,"R",9826,1,"R",37,"R",95,"R",0,"R",201688,2,"Z",0,"R",24377,"R",139730,"R",0,"R",164107,"R",100,"R",32444,"R",32544,"R",398339,398339
101709,2,"R",200989,"R",175735,"R",123,"R",4386,"R",91508,"R",1190,"R",80101,"R",206565,"R",347467,"R",554032,"R",8627,"R",6968,"R",15595,1,"R",1259,"R",2355,"R",0,"R",615443,1,"R",166176,"R",82416,"R",235865,"R",10517,"R",328798,"R",5225,"R",80062,"R",85287,"R",1195704,1029528
101736,2,"R",62164,"R",38130,"R",2,"R",4224,"R",0,"R",0,"R",0,"R",66388,"R",38132,"R",104520,"R",1610,"R",185,"R",1795,1,"R",29,"R",31,"R",1,"R",258504,1,"R",75186,"R",4726,"R",19278,"R",1771,"R",25775,"R",0,"R",3949,"R",3949,"R",363414,288228
101879,2,"R",225076,"R",469260,"R",182,"R",39411,"R",77147,"R",4070,"R",55929,"R",268557,"R",602518,"R",871075,"R",15237,"R",28526,"R",43763,1,"R",1723,"R",1273,"R",3,"R",1224956,1,"R",342480,"R",87649,"R",909419,"R",1535,"R",998603,"R",8656,"R",219113,"R",227769,"R",2793808,2451328
101897,2,"R",52767,"R",224591,"R",56,"R",1081,"R",254,"R",202,"R",2200,"R",54050,"R",227101,"R",281151,"R",5106,"R",1161,"R",6267,1,"R",27,"R",17,"R",0,"R",298137,1,"R",93097,"R",32340,"R",41236,"R",0,"R",73576,"R",1949,"R",35703,"R",37652,"R",502462,409365
101912,2,"R",78741,"R",223157,"R",87,"R",13214,"R",153003,"R",370,"R",1000,"R",92325,"R",377247,"R",469572,"R",10640,"R",967921,"R",978561,1,"R",263,"R",104,"R",1,"R",366419,1,"R",172217,"R",32740,"R",213590,"R",10528,"R",256858,"R",3577,"R",9390,"R",12967,"R",808461,636244
101949,2,"R",30490,"R",70,"R",3,"R",894,"Z",0,"R",40,"Z",0,"R",31424,"R",73,"R",31497,"R",581,"R",2,"R",583,2,"A",,"A",,"R",2,"R",231505,1,"R",90932,"R",0,"R",0,"R",27513,"R",27513,"R",0,"R",1500,"R",1500,"R",351450,260518
101994,2,"R",6392,"R",150480,"R",2,"R",32,"R",0,"R",38,"R",0,"R",6462,"R",150482,"R",156944,"R",17,"R",1,"R",18,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102030,2,"R",72876,"R",224,"R",5,"R",4912,"R",0,"R",99,"Z",0,"R",77887,"R",229,"R",78116,"R",464,"R",1654,"R",2118,2,"A",,"A",,"R",4,"R",220980,1,"R",64939,"R",48500,"R",50995,"R",0,"R",99495,"R",0,"R",11868,"R",11868,"R",397282,332343
102049,2,"R",297525,"R",212207,"R",307,"R",14199,"R",120154,"R",6055,"R",113159,"R",317779,"R",445827,"R",763606,"R",45989,"R",51760,"R",97749,1,"R",3344,"R",4659,"R",4,"R",2269070,1,"R",825914,"R",121198,"R",1067899,"R",193642,"R",1382739,"R",14737,"R",266961,"R",281698,"R",4759421,3933507
102058,2,"R",25250,"R",60,"R",6,"R",132,"R",0,"R",0,"R",0,"R",25382,"R",66,"R",25448,"R",589,"R",589,"R",1178,1,"R",5,"R",40,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102067,2,"R",54793,"R",12178,"R",6,"R",1137,"R",0,"R",151,"R",0,"R",56081,"R",12184,"R",68265,"R",3176,"R",484,"R",3660,1,"R",0,"R",0,"R",1,"R",370713,1,"R",141681,"R",21583,"R",35397,"R",0,"R",56980,"R",0,"R",71690,"R",71690,"R",641064,499383
102076,2,"R",6430,"R",104508,"R",54,"R",0,"R",27464,"R",11,"R",0,"R",6441,"R",132026,"R",138467,"R",47,"R",578,"R",625,1,"R",4,"R",3,"R",0,"R",132202,1,"R",44749,"R",0,"R",20870,"R",0,"R",20870,"R",0,"R",13014,"R",13014,"R",210835,166086
102094,2,"R",365689,"R",275863,"R",201,"R",7445,"R",240,"R",239,"R",418253,"R",373373,"R",694557,"R",1067930,"R",14678,"R",238583,"R",253261,1,"R",5691,"R",5098,"R",2,"R",2552813,1,"R",871206,"R",222482,"R",3146657,"R",163442,"R",3532581,"R",18613,"R",197395,"R",216008,"R",7172608,6301402
102234,2,"R",136133,"R",232137,"R",104,"R",12858,"R",15741,"R",2462,"R",24463,"R",151453,"R",272445,"R",423898,"R",4217,"R",3147,"R",7364,1,"R",202,"R",520,"R",1,"R",587185,2,"Z",0,"R",7508,"R",148085,"R",1590,"R",157183,"R",2902,"R",54894,"R",57796,"R",802164,802164
102270,2,"R",119000,"R",147810,"Z",0,"R",6327,"Z",0,"Z",0,"Z",0,"R",125327,"R",147810,"R",273137,"R",340,"R",3452,"R",3792,1,"R",0,"R",2,"R",0,"R",161300,1,"R",27907,"R",6770,"R",306,"R",500,"R",7576,"R",0,"R",20386,"R",20386,"R",217169,189262
102298,2,"R",100000,"R",170000,"R",29,"R",58,"R",0,"R",0,"R",17032,"R",100058,"R",187061,"R",287119,"R",76,"R",313,"R",389,1,"R",0,"R",4,"R",1,"R",97248,1,"R",6691,"R",0,"R",8383,"R",7686,"R",16069,"R",2635,"R",21356,"R",23991,"R",143999,137308
102313,2,"R",10314,"R",424,"R",18,"R",1468,"R",0,"R",91,"R",58,"R",11873,"R",500,"R",12373,"R",139,"R",1008,"R",1147,2,"A",,"A",,"R",1,"R",260009,1,"R",69069,"R",1273,"R",78878,"R",0,"R",80151,"R",0,"R",0,"R",0,"R",409229,340160
102368,2,"R",603904,"R",277690,"R",261,"R",35747,"R",160731,"R",213,"R",134396,"R",639864,"R",573078,"R",1212942,"R",19187,"R",22335,"R",41522,1,"R",1912,"R",1193,"R",2,"R",1254149,1,"R",389366,"R",143789,"R",1221611,"R",0,"R",1365400,"R",3151,"R",338709,"R",341860,"R",3350775,2961409
102377,2,"R",372531,"R",2692,"R",230,"R",1481,"R",842,"R",1482,"R",0,"R",375494,"R",3764,"R",379258,"R",231,"R",82,"R",313,1,"R",276,"R",125,"R",5,"R",746835,1,"R",126963,"R",63000,"R",701221,"R",55680,"R",819901,"R",53381,"R",65000,"R",118381,"R",1812080,1685117
102395,2,"R",10050,"R",19805,"R",20,"R",120,"R",0,"R",465,"R",34662,"R",10635,"R",54487,"R",65122,"R",752,"R",2,"R",754,1,"R",312,"R",108,"R",0,"R",48575,1,"R",15248,"R",5877,"R",40861,"R",2723,"R",49461,"R",0,"R",6294,"R",6294,"R",119578,104330
102429,2,"R",93285,"R",329,"R",71,"R",1975,"R",0,"R",107,"R",0,"R",95367,"R",400,"R",95767,"R",6174,"R",205,"R",6379,1,"R",88,"R",70,"R",4,"R",468470,1,"R",161558,"R",38556,"R",12807,"R",24346,"R",75709,"R",0,"R",22044,"R",22044,"R",727781,566223
102553,2,"R",597625,"R",385827,"R",200,"R",509998,"R",7549,"R",17293,"R",82716,"R",1124916,"R",476292,"R",1601208,"R",68050,"R",156438,"R",224488,1,"R",26100,"R",11187,"R",4,"R",3145720,1,"R",1587411,"R",149085,"R",1907198,"R",22570,"R",2078853,"R",3984,"R",229823,"R",233807,"R",7045791,5458380
102580,2,"R",31151,"R",0,"R",1,"R",359,"R",0,"R",0,"R",0,"R",31510,"R",1,"R",31511,"R",2100,"R",994,"R",3094,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102614,2,"R",529405,"R",390319,"R",179,"R",45015,"R",176009,"R",37132,"R",43349,"R",611552,"R",609856,"R",1221408,"R",19012,"R",14592,"R",33604,1,"R",3058,"R",2733,"R",1,"R",2574949,1,"R",1201042,"R",258975,"R",2085611,"R",4130,"R",2348716,"R",4000,"R",236800,"R",240800,"R",6365507,5164465
102632,2,"R",150792,"R",188475,"R",116,"R",8029,"R",6163,"R",3482,"R",82911,"R",162303,"R",277665,"R",439968,"R",20899,"R",24328,"R",45227,1,"R",3125,"R",2119,"R",1,"R",625433,1,"R",388867,"R",14800,"R",106622,"R",18563,"R",139985,"R",3825,"R",82549,"R",86374,"R",1240659,851792
102845,1,"A",,"R",0,"R",5,"A",,"R",0,"A",,"R",0,"A",,"R",5,"R",5,"A",,"R",6,"R",6,2,"A",,"A",,"R",0,"R",46637,1,"R",4361,"R",0,"R",91310,"R",0,"R",91310,"R",0,"R",0,"R",0,"R",142308,137947
103501,2,"R",1369,"R",0,"R",1,"R",7,"R",0,"R",21,"R",0,"R",1397,"R",1,"R",1398,"R",100,"R",17212,"R",17312,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
103945,2,"R",1310,"R",0,"R",0,"R",124,"R",0,"R",15,"R",0,"R",1449,"R",0,"R",1449,"R",805,"R",0,"R",805,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104090,2,"R",5358,"R",175531,"R",10,"R",433,"R",75337,"R",21,"R",7922,"R",5812,"R",258800,"R",264612,"R",2216,"R",1629,"R",3845,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104151,2,"R",2374540,"R",1195479,"R",740,"R",872110,"R",141147,"R",73659,"R",75688,"R",3320309,"R",1413054,"R",4733363,"R",187337,"R",2922542,"R",3109879,1,"R",25739,"R",40077,"R",8,"R",11263471,1,"R",3993438,"R",1587144,"R",9952181,"R",47345,"R",11586670,"R",138638,"R",3792750,"R",3931388,"R",30774967,26781529
104160,2,"R",58607,"R",207815,"R",43,"R",6500,"R",29536,"R",406,"R",13815,"R",65513,"R",251209,"R",316722,"R",7813,"R",37583,"R",45396,1,"R",0,"R",131,"R",0,"R",459487,1,"R",133170,"R",94156,"R",125962,"R",1507,"R",221625,"R",4254,"R",80572,"R",84826,"R",899108,765938
104179,2,"R",3232767,"R",1940138,"R",952,"R",6274465,"R",121171,"R",8227,"R",227132,"R",9515459,"R",2289393,"R",11804852,"R",203085,"R",3759534,"R",3962619,1,"R",30367,"R",27828,"R",4,"R",11736360,1,"R",3818575,"R",3154233,"R",11408373,"R",1063639,"R",15626245,"R",0,"R",4074223,"R",4074223,"R",35255403,31436828
104188,2,"R",6015,"R",0,"R",62,"R",85,"R",28,"R",0,"R",0,"R",6100,"R",90,"R",6190,"R",222,"R",130,"R",352,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104346,2,"R",85224,"R",142394,"R",37,"R",4033,"R",20200,"R",49,"R",21,"R",89306,"R",162652,"R",251958,"R",15574,"R",58331,"R",73905,1,"R",596,"R",56,"R",5,"R",552914,1,"R",214618,"R",130000,"R",75200,"R",10000,"R",215200,"R",0,"R",0,"R",0,"R",982732,768114
104364,2,"N",4481,"N",201346,"N",43,"N",365,"N",3321,"N",17,"N",422,"N",4863,"N",205132,"N",209995,"N",351,"N",16626,"N",16977,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104425,2,"R",54098,"R",51191,"R",16,"R",6121,"R",28422,"Z",0,"Z",0,"R",60219,"R",79629,"R",139848,"R",12889,"R",82140,"R",95029,1,"R",363,"R",350,"R",1,"R",426268,1,"R",119044,"R",33615,"R",8025,"R",992,"R",42632,"R",0,"R",129135,"R",129135,"R",717079,598035
104577,2,"R",37902,"R",968,"R",41,"R",1723,"R",0,"R",637,"R",0,"R",40262,"R",1009,"R",41271,"R",8412,"R",161836,"R",170248,2,"A",,"A",,"R",0,"R",343884,1,"R",103791,"R",36368,"R",72570,"R",0,"R",108938,"R",1362,"R",37114,"R",38476,"R",595089,491298
104586,2,"R",25441,"R",257656,"R",89,"R",3103,"R",88475,"R",145,"R",54743,"R",28689,"R",400963,"R",429652,"R",9990,"R",122682,"R",132672,1,"R",3349,"R",2889,"R",0,"R",681743,1,"R",209697,"R",11981,"R",203767,"R",0,"R",215748,"R",0,"R",81673,"R",81673,"R",1188861,979164
104665,2,"R",37000,"R",0,"R",0,"R",100,"R",0,"R",60,"R",0,"R",37160,"R",0,"R",37160,"R",340,"R",0,"R",340,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104708,2,"R",107084,"R",200670,"R",110,"R",8620,"R",0,"R",181,"R",49878,"R",115885,"R",250658,"R",366543,"R",45388,"R",46300,"R",91688,1,"R",715,"R",420,"R",1,"R",1124347,2,"Z",0,"R",169588,"R",123030,"R",0,"R",292618,"R",0,"R",13975,"R",13975,"R",1430940,1430940
104717,2,"R",37876,"R",214722,"R",98,"R",1654,"R",20110,"Z",0,"R",81685,"R",39530,"R",316615,"R",356145,"R",7786,"R",2105880,"R",2113666,1,"R",6,"R",4265,"R",0,"R",853865,2,"Z",0,"R",19935,"R",797410,"R",17189,"R",834534,"R",0,"R",202257,"R",202257,"R",1890656,1890656
105145,2,"R",41081,"R",181648,"R",120,"R",3461,"R",66688,"R",737,"R",36,"R",45279,"R",248492,"R",293771,"R",2566,"R",143030,"R",145596,1,"R",268,"R",50,"R",1,"R",431271,1,"R",121112,"R",59879,"R",161164,"R",1228,"R",222271,"R",0,"R",1142,"R",1142,"R",775796,654684
105154,2,"R",92716,"R",190000,"R",136,"R",2608,"R",62000,"R",7833,"R",7,"R",103157,"R",252143,"R",355300,"R",29575,"R",16811,"R",46386,1,"R",529,"R",38,"R",1,"R",1580884,1,"R",442568,"R",75000,"R",239184,"R",2000,"R",316184,"R",0,"R",48653,"R",48653,"R",2388289,1945721
105206,2,"R",21706,"R",172325,"R",69,"R",1538,"R",0,"R",1519,"R",54,"R",24763,"R",172448,"R",197211,"R",7063,"R",47108,"R",54171,1,"R",290,"R",346,"R",4,"R",303385,2,"Z",0,"R",29263,"R",79239,"R",5442,"R",113944,"R",0,"R",3582,"R",3582,"R",420911,420911
105297,2,"R",123389,"R",9852,"R",47,"R",4552,"R",5800,"R",116,"R",0,"R",128057,"R",15699,"R",143756,"R",62961,"R",812,"R",63773,1,"R",0,"R",33,"R",2,"R",380495,1,"R",97406,"R",193780,"R",75060,"R",0,"R",268840,"R",0,"R",32820,"R",32820,"R",779561,682155
105330,2,"R",568557,"R",237606,"R",146,"R",48412,"R",228165,"R",6154,"R",93756,"R",623123,"R",559673,"R",1182796,"R",19467,"R",115002,"R",134469,1,"R",13428,"R",38894,"R",0,"R",3433989,2,"Z",0,"R",146680,"R",2174090,"R",4060,"R",2324830,"R",1596,"R",556607,"R",558203,"R",6317022,6317022
105349,2,"R",46390,"R",4638,"R",25,"R",3565,"R",0,"R",509,"R",92,"R",50464,"R",4755,"R",55219,"R",14844,"R",29311,"R",44155,1,"R",272,"R",34,"R",1,"R",346588,1,"R",112021,"R",50447,"R",54192,"R",19234,"R",123873,"R",0,"R",900,"R",900,"R",583382,471361
105428,2,"R",57661,"R",171643,"R",55,"R",7694,"R",122046,"R",94,"R",3,"R",65449,"R",293747,"R",359196,"R",42256,"R",142171,"R",184427,1,"R",476,"R",56,"R",0,"R",989114,2,"Z",0,"R",77073,"R",176284,"R",3129,"R",256486,"R",0,"R",13011,"R",13011,"R",1258611,1258611
