UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
164173,2,"R",67987,"R",342648,"R",88,"R",3465,"R",23296,"R",476,"R",72885,"R",71928,"R",438917,"R",510845,"R",4386,"R",43078,"R",47464,1,"R",589,"R",1554,"R",2,"R",560004,2,"Z",0,"R",27592,"R",408630,"R",0,"R",436222,"R",0,"R",99854,"R",99854,"R",1096080,1096080
164216,2,"R",207421,"R",247445,"R",104,"R",8775,"R",0,"R",1275,"R",52503,"R",217471,"R",300052,"R",517523,"R",6460,"R",110027,"R",116487,1,"R",254,"R",2002,"R",0,"R",673603,1,"R",182115,"R",44176,"R",445501,"R",0,"R",489677,"R",0,"R",129494,"R",129494,"R",1474889,1292774
164270,2,"R",182835,"R",177580,"R",81,"R",14214,"R",59846,"R",1420,"R",65808,"R",198469,"R",303315,"R",501784,"R",11237,"R",38086,"R",49323,1,"R",1313,"R",3512,"R",0,"R",639962,2,"Z",0,"R",86819,"R",535742,"R",7862,"R",630423,"R",7145,"R",115331,"R",122476,"R",1392861,1392861
164313,1,"A",,"R",0,"R",75,"A",,"R",0,"A",,"R",0,"A",,"R",75,"R",75,"A",,"R",0,"R",0,2,"A",,"A",,"R",4,"R",217007,2,"Z",0,"R",0,"R",140738,"R",0,"R",140738,"R",0,"R",24096,"R",24096,"R",381841,381841
164368,2,"R",10000,"Z",0,"Z",0,"R",15000,"R",36600,"Z",0,"Z",0,"R",25000,"R",36600,"R",61600,"R",1100,"R",5000,"R",6100,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
164438,1,"A",,"R",180285,"R",131,"A",,"R",43067,"A",,"R",113420,"A",,"R",336903,"R",336903,"A",,"R",301,"R",301,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
164447,2,"R",55730,"R",129262,"R",55,"R",0,"R",24,"R",183,"R",1196,"R",55913,"R",130537,"R",186450,"R",5518,"R",1788,"R",7306,1,"R",320,"R",548,"R",0,"R",349360,2,"Z",0,"R",4143,"R",306923,"R",0,"R",311066,"R",0,"R",22271,"R",22271,"R",682697,682697
164465,2,"R",873900,"R",901157,"R",297,"R",38652,"R",88149,"R",28719,"R",186595,"R",941271,"R",1176198,"R",2117469,"R",48313,"R",145988,"R",194301,1,"R",31261,"R",17765,"R",2,"R",2969075,2,"Z",0,"R",834192,"R",1801112,"R",164276,"R",2799580,"R",32699,"R",1416888,"R",1449587,"R",7218242,7218242
164474,2,"R",94642,"R",6949,"R",15,"R",422,"R",0,"R",421,"R",70,"R",95485,"R",7034,"R",102519,"R",2146,"R",581,"R",2727,1,"R",351,"R",310,"R",0,"R",150591,1,"R",14949,"R",1276,"R",3466,"R",5809,"R",10551,"R",5645,"R",19422,"R",25067,"R",201158,186209
164492,2,"R",59926,"R",162512,"R",98,"R",3075,"R",3133,"R",100,"R",35255,"R",63101,"R",200998,"R",264099,"R",2012,"R",50,"R",2062,1,"R",850,"R",607,"R",0,"R",161133,2,"Z",0,"R",35838,"R",20100,"R",3000,"R",58938,"R",0,"R",10463,"R",10463,"R",230534,230534
164562,2,"R",119175,"R",156405,"R",75,"R",2730,"R",16000,"R",1956,"R",43110,"R",123861,"R",215590,"R",339451,"R",3456,"R",8382,"R",11838,1,"R",1786,"R",2164,"R",1,"R",679105,1,"R",180592,"R",28772,"R",389518,"R",3629,"R",421919,"R",12582,"R",168363,"R",180945,"R",1462561,1281969
164580,2,"R",58876,"R",323651,"R",231,"R",1147,"R",26829,"R",9385,"R",92532,"R",69408,"R",443243,"R",512651,"R",2990,"R",14219,"R",17209,1,"R",428,"R",707,"R",0,"R",921877,1,"R",242623,"R",121019,"R",1078236,"R",85644,"R",1284899,"R",222,"R",12929,"R",13151,"R",2462550,2219927
164614,2,"R",78500,"R",190000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78500,"R",190000,"R",268500,"R",2124,"R",986,"R",3110,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
164632,2,"R",52138,"R",382987,"R",102,"R",4160,"R",57079,"R",75,"R",58688,"R",56373,"R",498856,"R",555229,"R",11440,"R",680926,"R",692366,1,"R",287,"R",2086,"R",0,"R",332165,1,"R",73868,"R",35603,"R",387718,"R",45736,"R",469057,"R",0,"R",70788,"R",70788,"R",945878,872010
164641,2,"R",14195,"R",145000,"R",10,"R",706,"R",27067,"R",45,"R",50250,"R",14946,"R",222327,"R",237273,"R",2098,"R",14608,"R",16706,1,"R",0,"R",69,"R",1,"R",92998,1,"R",2077,"R",27000,"R",68970,"R",1,"R",95971,"R",0,"R",29215,"R",29215,"R",220261,218184
164720,2,"R",14727,"R",46946,"R",62,"R",1072,"R",26604,"R",16,"R",56,"R",15815,"R",73668,"R",89483,"R",2129,"R",70629,"R",72758,1,"R",0,"R",70,"R",1,"R",191994,1,"R",42406,"R",30028,"R",154804,"R",0,"R",184832,"R",0,"R",3390,"R",3390,"R",422622,380216
164739,2,"R",151004,"R",205303,"Z",0,"R",8301,"R",40484,"R",2781,"R",81180,"R",162086,"R",326967,"R",489053,"R",26767,"R",3748,"R",30515,1,"R",2664,"R",2221,"R",0,"R",1336061,2,"Z",0,"R",118572,"R",1012657,"R",0,"R",1131229,"R",9100,"R",95877,"R",104977,"R",2572267,2572267
164748,2,"R",34254,"R",140000,"R",156,"R",74061,"R",426288,"R",121,"R",109,"R",108436,"R",566553,"R",674989,"R",37916,"R",210684,"R",248600,1,"R",512,"R",821,"R",3,"R",2200000,2,"Z",0,"R",80536,"R",172168,"R",45680,"R",298384,"R",6100,"R",90261,"R",96361,"R",2594745,2594745
164775,2,"R",52261,"R",154608,"R",88,"R",1740,"R",27771,"R",827,"R",21,"R",54828,"R",182488,"R",237316,"R",6384,"R",3719,"R",10103,1,"R",3122,"R",373,"R",0,"R",281404,2,"Z",0,"R",22926,"R",46725,"R",0,"R",69651,"R",0,"R",45208,"R",45208,"R",396263,396263
164872,2,"R",41673,"R",1435,"R",137,"R",413,"R",6286,"R",624,"R",6318,"R",42710,"R",14176,"R",56886,"R",6149,"R",1050,"R",7199,1,"R",0,"R",191,"R",0,"R",427521,1,"R",124163,"R",20393,"R",2648,"R",80358,"R",103399,"R",13895,"R",41170,"R",55065,"R",710148,585985
164915,2,"R",6850,"R",100,"R",28,"R",50,"R",0,"R",15,"R",80,"R",6915,"R",208,"R",7123,"R",70,"R",50,"R",120,1,"R",21,"R",200,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
164924,2,"R",1439484,"R",844984,"R",968,"R",298574,"R",35519,"R",41543,"R",78115,"R",1779601,"R",959586,"R",2739187,"R",151376,"R",1434522,"R",1585898,1,"R",25700,"R",28680,"R",7,"R",10541146,1,"R",3425776,"R",3248033,"R",10062704,"R",206476,"R",13517213,"R",175675,"R",1275626,"R",1451301,"R",28935436,25509660
164988,2,"R",1175431,"R",2095186,"R",721,"R",184508,"R",53202,"R",248885,"R",111406,"R",1608824,"R",2260515,"R",3869339,"R",58256,"R",2204696,"R",2262952,1,"R",12978,"R",14491,"R",20,"R",11442526,2,"Z",0,"R",1881645,"R",9977001,"R",288108,"R",12146754,"R",147664,"R",1882350,"R",2030014,"R",25619294,25619294
165015,2,"R",982784,"R",1148106,"R",310,"R",149816,"R",45273,"R",10606,"R",38001,"R",1143206,"R",1231690,"R",2374896,"R",37416,"R",560550,"R",597966,1,"R",11132,"R",10448,"R",0,"R",3069052,1,"R",843017,"R",342747,"R",3227075,"R",386851,"R",3956673,"R",56684,"R",795566,"R",852250,"R",8720992,7877975
165024,2,"R",217367,"R",61041,"R",193,"R",8441,"R",28517,"R",12567,"R",137328,"R",238375,"R",227079,"R",465454,"R",14850,"R",393778,"R",408628,1,"R",6577,"R",5190,"R",0,"R",56383,1,"R",1503,"R",97314,"R",847865,"R",83808,"R",1028987,"R",14788,"R",54435,"R",69223,"R",1156096,1154593
165033,2,"R",58860,"R",50180,"R",84,"R",12850,"R",23200,"R",0,"R",0,"R",71710,"R",73464,"R",145174,"R",22907,"R",126245,"R",149152,1,"R",11277,"R",4480,"R",3,"R",643957,2,"Z",0,"R",124500,"R",85500,"R",4900,"R",214900,"R",5000,"R",16500,"R",21500,"R",880357,880357
165112,2,"R",45625,"R",80596,"R",105,"R",638,"R",24947,"R",92,"R",37,"R",46355,"R",105685,"R",152040,"R",13442,"R",33894,"R",47336,1,"R",1456,"R",1850,"R",0,"R",604553,2,"Z",0,"R",47381,"R",194901,"R",0,"R",242282,"R",0,"R",0,"R",0,"R",846835,846835
165167,1,"A",,"R",7,"R",80,"A",,"R",2,"A",,"R",4,"A",,"R",93,"R",93,"A",,"R",80703,"R",80703,2,"A",,"A",,"R",0,"R",37128,1,"R",10400,"R",0,"R",247103,"R",0,"R",247103,"R",0,"R",0,"R",0,"R",294631,284231
165194,2,"R",48406,"R",288655,"Z",0,"R",3534,"R",25811,"R",377,"R",72480,"R",52317,"R",386946,"R",439263,"R",7368,"R",17423,"R",24791,1,"R",3040,"R",1121,"R",0,"R",528272,2,"Z",0,"R",17797,"R",106670,"R",0,"R",124467,"R",1762,"R",13348,"R",15110,"R",667849,667849
165264,2,"R",4000,"R",0,"R",39,"R",10,"R",0,"R",110,"R",0,"R",4120,"R",39,"R",4159,"R",12,"R",10,"R",22,1,"R",0,"R",160,"R",0,"R",120000,2,"Z",0,"R",0,"R",20000,"R",70000,"R",90000,"R",0,"R",0,"R",0,"R",210000,210000
165334,2,"R",349915,"R",283253,"R",90,"R",237504,"R",135519,"R",5018,"R",3546,"R",592437,"R",422408,"R",1014845,"R",18889,"R",20392,"R",39281,1,"R",3581,"R",4765,"R",2,"R",991497,1,"R",254360,"R",147000,"R",1286084,"R",5400,"R",1438484,"R",18848,"R",134761,"R",153609,"R",2837950,2583590
165495,2,"R",4796,"R",0,"R",0,"R",17,"R",25,"R",7,"R",0,"R",4820,"R",25,"R",4845,"R",20,"R",1,"R",21,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
165529,2,"R",71564,"R",141518,"R",101,"R",3441,"R",35037,"R",66,"R",109694,"R",75071,"R",286350,"R",361421,"R",3261,"R",7017,"R",10278,1,"R",465,"R",661,"R",0,"R",1110950,2,"Z",0,"R",15096,"R",365824,"R",0,"R",380920,"R",0,"R",158651,"R",158651,"R",1650521,1650521
165574,2,"R",37582,"R",21889,"R",42,"R",565,"R",13089,"R",24,"R",0,"R",38171,"R",35020,"R",73191,"R",19080,"R",231,"R",19311,1,"R",660,"R",1041,"R",0,"R",208089,2,"Z",0,"R",21548,"R",49574,"R",3135,"R",74257,"R",0,"R",21288,"R",21288,"R",303634,303634
165644,2,"R",106587,"R",321347,"R",96,"R",1989,"R",0,"R",637,"R",327315,"R",109213,"R",648758,"R",757971,"R",5893,"R",8430,"R",14323,1,"R",4963,"R",2649,"R",0,"R",281641,1,"R",61064,"R",140,"R",142395,"R",710,"R",143245,"R",99,"R",39458,"R",39557,"R",525507,464443
165662,2,"R",146084,"R",172231,"R",121,"R",17296,"R",11538,"R",776,"R",100334,"R",164156,"R",284224,"R",448380,"R",27749,"R",241599,"R",269348,1,"R",1710,"R",1671,"R",0,"R",1164398,2,"Z",0,"R",62507,"R",362313,"R",136119,"R",560939,"R",100,"R",135644,"R",135744,"R",1861081,1861081
165671,2,"R",62457,"R",273387,"R",62,"R",1060,"R",18000,"R",273,"R",4078,"R",63790,"R",295527,"R",359317,"R",12972,"R",82049,"R",95021,1,"R",1019,"R",570,"R",0,"R",569940,1,"R",99960,"R",44593,"R",468940,"R",1508,"R",515041,"R",3038,"R",7214,"R",10252,"R",1195193,1095233
165699,2,"R",104213,"R",172731,"R",175,"R",1866,"R",3380,"R",47,"R",154538,"R",106126,"R",330824,"R",436950,"R",7997,"R",4836,"R",12833,1,"R",5139,"R",2267,"R",0,"R",564074,2,"Z",0,"R",91077,"R",220564,"R",0,"R",311641,"R",0,"R",39986,"R",39986,"R",915701,915701
165802,2,"R",23626,"R",105119,"R",104,"R",4074,"R",49522,"R",0,"R",0,"R",27700,"R",154745,"R",182445,"R",10825,"R",2366,"R",13191,1,"R",191,"R",34,"R",3,"R",149923,1,"R",39625,"R",22825,"R",134848,"R",15770,"R",173443,"R",0,"R",0,"R",0,"R",362991,323366
165820,2,"R",183170,"R",2439,"R",162,"R",262,"R",1095,"R",1392,"R",334,"R",184824,"R",4030,"R",188854,"R",9726,"R",286,"R",10012,1,"R",2788,"R",2433,"R",0,"R",891214,2,"Z",0,"R",98061,"R",451757,"R",115904,"R",665722,"R",671,"R",82497,"R",83168,"R",1640104,1640104
165866,2,"R",156690,"R",28774,"R",65,"R",520,"R",2,"R",120,"R",0,"R",157330,"R",28841,"R",186171,"R",17953,"R",1775,"R",19728,1,"R",9191,"R",7698,"R",0,"R",1264080,2,"Z",0,"R",32881,"R",399546,"R",0,"R",432427,"R",2000,"R",212856,"R",214856,"R",1911363,1911363
165884,2,"R",662,"R",190056,"R",50,"R",186,"R",0,"R",18,"R",18473,"R",866,"R",208579,"R",209445,"R",77,"R",1176,"R",1253,1,"R",0,"R",11,"R",0,"R",146593,1,"R",18200,"R",12402,"R",14553,"R",8884,"R",35839,"R",0,"R",1180,"R",1180,"R",201812,183612
165936,2,"R",130608,"R",178400,"R",91,"R",6060,"R",0,"R",202,"R",69576,"R",136870,"R",248067,"R",384937,"R",28992,"R",103856,"R",132848,1,"R",5337,"R",3054,"R",0,"R",396632,1,"R",152251,"R",34704,"R",199692,"R",0,"R",234396,"R",0,"R",57487,"R",57487,"R",840766,688515
165945,2,"R",416268,"R",26779,"R",30,"R",4528,"R",0,"R",489,"R",0,"R",421285,"R",26809,"R",448094,"R",58530,"R",500,"R",59030,1,"R",991,"R",1114,"R",4,"R",566266,1,"R",90645,"R",80900,"R",21182,"R",154667,"R",256749,"R",0,"R",490353,"R",490353,"R",1404013,1313368
165981,2,"R",43376,"R",63202,"R",57,"R",1356,"R",25657,"R",62,"R",23,"R",44794,"R",88939,"R",133733,"R",7205,"R",679,"R",7884,1,"R",2658,"R",1484,"R",0,"R",346231,2,"Z",0,"R",6069,"R",50218,"R",0,"R",56287,"R",0,"R",29454,"R",29454,"R",431972,431972
166018,2,"R",125971,"R",194919,"R",133,"R",11095,"R",107930,"R",753,"R",37716,"R",137819,"R",340698,"R",478517,"R",15793,"R",69846,"R",85639,1,"R",1526,"R",2065,"R",1,"R",1076698,1,"R",312390,"R",47648,"R",329178,"R",21065,"R",397891,"R",1216,"R",149036,"R",150252,"R",1937231,1624841
166027,2,"R",15011068,"R",1493222,"R",1213,"R",760696,"R",241159,"R",544508,"R",197590,"R",16316272,"R",1933184,"R",18249456,"R",540735,"R",2610992,"R",3151727,1,"R",46805,"R",60744,"R",33,"R",55635573,1,"R",19769948,"R",17057761,"R",20639601,"R",3134768,"R",40832130,"R",2161503,"R",74250116,"R",76411619,"R",192649270,172879322
166045,2,"R",58826,"R",135000,"R",12,"R",3343,"R",0,"R",327,"R",17836,"R",62496,"R",152848,"R",215344,"R",2057,"R",495,"R",2552,1,"R",3,"R",65,"R",1,"R",73333,1,"R",15234,"R",2444,"R",24844,"R",0,"R",27288,"R",0,"R",6216,"R",6216,"R",122071,106837
166054,2,"R",62650,"R",5066,"R",82,"R",3302,"R",446,"R",1788,"R",63288,"R",67740,"R",68882,"R",136622,"R",3709,"R",153,"R",3862,1,"R",686,"R",679,"R",0,"R",239990,1,"R",101941,"R",15402,"R",34888,"R",53156,"R",103446,"R",3393,"R",425578,"R",428971,"R",874348,772407
166124,2,"R",400742,"R",300306,"R",148,"R",27691,"R",26144,"R",7137,"R",84494,"R",435570,"R",411092,"R",846662,"R",15878,"R",208740,"R",224618,1,"R",5068,"R",4271,"R",3,"R",1765126,1,"R",602792,"R",304090,"R",1402854,"R",65772,"R",1772716,"R",18452,"R",229422,"R",247874,"R",4388508,3785716
166133,2,"R",39073,"R",109208,"R",114,"R",2713,"R",53327,"R",26,"R",36000,"R",41812,"R",198649,"R",240461,"R",7148,"R",51022,"R",58170,1,"R",4727,"R",2181,"R",0,"R",751753,2,"Z",0,"R",15801,"R",102229,"R",25782,"R",143812,"R",528,"R",23901,"R",24429,"R",919994,919994
166391,2,"R",37000,"R",74167,"R",86,"R",4702,"R",34256,"R",81,"R",116485,"R",41783,"R",224994,"R",266777,"R",11676,"R",531,"R",12207,1,"R",7598,"R",2471,"R",0,"R",451980,2,"Z",0,"R",67979,"R",200387,"R",0,"R",268366,"R",1648,"R",39976,"R",41624,"R",761970,761970
166407,2,"R",457,"R",11,"R",15,"R",0,"R",0,"R",8,"R",48,"R",465,"R",74,"R",539,"R",570,"R",284,"R",854,1,"R",139,"R",330,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
166452,2,"R",79029,"R",166456,"R",99,"R",2129,"R",62685,"R",455,"R",42696,"R",81613,"R",271936,"R",353549,"R",11935,"R",21790,"R",33725,1,"R",1798,"R",1343,"R",1,"R",1038844,1,"R",187953,"R",44920,"R",350877,"R",16576,"R",412373,"R",1580,"R",77346,"R",78926,"R",1718096,1530143
166489,2,"R",21624,"R",0,"R",5,"R",9973,"R",2109,"R",43,"R",0,"R",31640,"R",2114,"R",33754,"R",5365,"R",3062,"R",8427,1,"R",66,"R",31,"R",0,"R",85000,1,"R",10500,"R",5443,"R",4537,"R",180,"R",10160,"R",3554,"R",7592,"R",11146,"R",116806,106306
166513,2,"R",231336,"R",137000,"R",180,"R",10655,"R",86500,"R",5641,"Z",0,"R",247632,"R",223680,"R",471312,"R",4156,"R",222234,"R",226390,1,"R",3440,"R",9993,"R",2,"R",1814331,2,"Z",0,"R",17000,"R",2499287,"R",0,"R",2516287,"R",0,"R",52000,"R",52000,"R",4382618,4382618
166629,2,"R",2002979,"R",1673463,"R",378,"R",48840,"R",390000,"R",2566,"R",120877,"R",2054385,"R",2184718,"R",4239103,"R",114782,"R",1237519,"R",1352301,1,"R",24094,"R",27453,"R",2,"R",9514951,1,"R",189389,"R",1033126,"R",6973521,"R",307347,"R",8313994,"R",27500,"R",2376110,"R",2403610,"R",20421944,20232555
166638,2,"R",394213,"R",563718,"R",111,"R",6498,"R",144262,"R",9655,"R",57699,"R",410366,"R",765790,"R",1176156,"R",16775,"R",5477701,"R",5494476,1,"R",5225,"R",13162,"R",0,"R",2079612,2,"Z",0,"R",151519,"R",2144275,"R",16552,"R",2312346,"R",64520,"R",440988,"R",505508,"R",4897466,4897466
166647,2,"R",44382,"R",6815,"R",113,"R",93,"R",51914,"R",46,"R",0,"R",44521,"R",58842,"R",103363,"R",13094,"R",4603,"R",17697,1,"R",3548,"R",1813,"R",2,"R",514506,2,"Z",0,"R",11300,"R",58670,"R",2200,"R",72170,"R",0,"R",0,"R",0,"R",586676,586676
166656,2,"R",14962,"R",189129,"R",188,"R",1928,"R",2627,"R",73,"R",49400,"R",16963,"R",241344,"R",258307,"R",9543,"R",648381,"R",657924,1,"R",1571,"R",5921,"R",2,"R",1362723,1,"R",394220,"R",144500,"R",871000,"R",23500,"R",1039000,"R",2000,"R",121600,"R",123600,"R",2919543,2525323
166674,2,"R",81961,"R",167106,"R",33,"R",3554,"R",32827,"R",874,"R",11834,"R",86389,"R",211800,"R",298189,"R",18599,"R",46209,"R",64808,1,"R",834,"R",1043,"R",0,"R",763475,2,"Z",0,"R",36013,"R",98887,"R",447,"R",135347,"R",12551,"R",58360,"R",70911,"R",969733,969733
166683,2,"R",1328541,"R",700997,"R",335,"R",377477,"R",7805404,"R",52494,"R",56510,"R",1758512,"R",8563246,"R",10321758,"R",86973,"R",1389101,"R",1476074,1,"R",21428,"R",21471,"R",4,"R",12304557,1,"R",2922812,"R",1593019,"R",9417823,"R",379960,"R",11390802,"R",0,"R",2408138,"R",2408138,"R",29026309,26103497
166692,2,"R",32116,"R",190400,"R",121,"R",788,"R",19703,"R",124,"R",53230,"R",33028,"R",263454,"R",296482,"R",5123,"R",156750,"R",161873,1,"R",1558,"R",192,"R",0,"R",293114,2,"Z",0,"R",29063,"R",20507,"R",43419,"R",92989,"R",289,"R",96296,"R",96585,"R",482688,482688
166708,2,"R",165090,"R",50883,"R",298,"R",0,"R",0,"R",9225,"R",5187,"R",174315,"R",56368,"R",230683,"R",6102,"R",30303,"R",36405,1,"R",3322,"R",783,"R",0,"R",1672394,1,"R",527156,"R",24973,"R",3753910,"R",6713,"R",3785596,"R",1216,"R",829060,"R",830276,"R",6815422,6288266
166717,2,"R",1627,"R",163599,"R",61,"R",381,"R",2275,"R",0,"R",68139,"R",2008,"R",234074,"R",236082,"R",2499,"R",6395,"R",8894,1,"R",67,"R",1739,"R",0,"R",148388,1,"R",22566,"R",120764,"R",303049,"R",0,"R",423813,"R",0,"R",2251,"R",2251,"R",597018,574452
166823,2,"R",36410,"R",242083,"R",80,"R",573,"R",34977,"R",43,"R",21344,"R",37026,"R",298484,"R",335510,"R",5503,"R",14207,"R",19710,1,"R",2146,"R",1109,"R",1,"R",573403,1,"R",39933,"R",38857,"R",55687,"R",5828,"R",100372,"R",0,"R",33799,"R",33799,"R",747507,707574
166850,2,"R",89728,"R",172687,"R",228,"R",4569,"R",26314,"R",64,"R",157122,"R",94361,"R",356351,"R",450712,"R",17362,"R",52300,"R",69662,1,"R",5111,"R",2821,"R",0,"R",810165,1,"R",226076,"R",125250,"R",477279,"R",1174,"R",603703,"R",17032,"R",117998,"R",135030,"R",1774974,1548898
166869,2,"R",1143,"R",22273,"R",77,"R",407,"R",2017,"R",0,"R",21113,"R",1550,"R",45480,"R",47030,"R",269,"R",58364,"R",58633,1,"R",0,"R",839,"R",0,"R",136886,1,"R",48114,"R",1526,"R",34122,"R",13922,"R",49570,"R",0,"R",66450,"R",66450,"R",301020,252906
166887,2,"R",43705,"R",248302,"R",96,"R",3333,"R",154097,"R",168,"R",47729,"R",47206,"R",450224,"R",497430,"R",11387,"R",21571,"R",32958,1,"R",2884,"R",1538,"R",1,"R",933145,2,"Z",0,"R",26488,"R",84525,"R",3004,"R",114017,"R",0,"R",51850,"R",51850,"R",1099012,1099012
166911,2,"R",10944,"R",15836,"R",48,"R",688,"R",12176,"R",75,"Z",0,"R",11707,"R",28060,"R",39767,"R",3420,"R",12,"R",3432,1,"R",822,"R",285,"R",0,"R",81029,2,"Z",0,"R",8483,"R",19686,"R",0,"R",28169,"R",0,"R",14116,"R",14116,"R",123314,123314
166939,2,"R",650545,"R",919955,"R",239,"R",10822,"R",95013,"R",33645,"R",74962,"R",695012,"R",1090169,"R",1785181,"R",47098,"R",1,"R",47099,1,"R",7078,"R",6867,"R",1,"R",1645582,2,"Z",0,"R",472112,"R",1371208,"R",7463,"R",1850783,"R",11591,"R",391217,"R",402808,"R",3899173,3899173
166948,2,"R",23477,"R",1330547,"R",110,"R",1457,"R",265568,"R",78,"R",62296,"R",25012,"R",1658521,"R",1683533,"R",5030,"R",37721,"R",42751,1,"R",4325,"R",2934,"R",0,"R",438463,1,"R",84619,"R",10804,"R",204055,"R",34846,"R",249705,"R",4278,"R",35948,"R",40226,"R",813013,728394
166957,2,"R",33709,"R",143001,"R",67,"R",425,"R",17228,"R",33,"R",75837,"R",34167,"R",236133,"R",270300,"R",5081,"R",708,"R",5789,1,"R",1667,"R",1843,"R",0,"R",356835,1,"R",1369,"R",3305,"R",64572,"R",5455,"R",73332,"R",0,"R",22754,"R",22754,"R",454290,452921
167057,2,"R",104487,"R",222688,"R",37,"R",78640,"R",9107,"R",174,"R",117,"R",183301,"R",231949,"R",415250,"R",29043,"R",12223,"R",41266,1,"R",247,"R",243,"R",0,"R",539012,1,"R",142419,"R",85596,"R",78308,"R",9200,"R",173104,"R",15500,"R",13980,"R",29480,"R",884015,741596
167093,2,"R",8709,"R",166972,"R",16,"R",710,"R",0,"R",322,"R",34836,"R",9741,"R",201824,"R",211565,"R",4342,"R",24055,"R",28397,1,"R",528,"R",626,"R",0,"R",273295,1,"R",64525,"R",9945,"R",102637,"R",22192,"R",134774,"R",3459,"R",36860,"R",40319,"R",512913,448388
167215,2,"R",42224,"R",54914,"R",114,"R",3212,"R",63,"R",2912,"R",20590,"R",48348,"R",75681,"R",124029,"R",8491,"R",187364,"R",195855,1,"R",244,"R",224,"R",0,"R",786775,1,"R",259398,"R",35745,"R",274631,"R",106060,"R",416436,"R",2266,"R",127164,"R",129430,"R",1592039,1332641
167251,2,"R",13073,"R",145000,"R",90,"R",575,"R",42500,"R",56,"R",35200,"R",13704,"R",222790,"R",236494,"R",1946,"R",20849,"R",22795,1,"R",0,"R",25,"R",0,"R",139276,1,"R",32859,"R",0,"R",93683,"R",142,"R",93825,"R",0,"R",215,"R",215,"R",266175,233316
167260,2,"R",28154,"R",144048,"R",35,"R",262,"Z",0,"R",0,"Z",0,"R",28416,"R",144083,"R",172499,"R",5991,"R",258,"R",6249,1,"R",111,"R",360,"R",0,"R",262566,1,"R",65786,"R",9792,"R",58000,"R",200,"R",67992,"R",0,"R",25846,"R",25846,"R",422190,356404
167288,2,"R",125020,"R",229414,"R",82,"R",3564,"R",43152,"R",949,"R",42746,"R",129533,"R",315394,"R",444927,"R",5422,"R",52750,"R",58172,1,"R",6115,"R",976,"R",0,"R",533989,1,"R",154211,"R",27431,"R",102214,"R",1488,"R",131133,"R",3070,"R",54189,"R",57259,"R",876592,722381
167312,2,"R",61888,"R",54103,"R",73,"R",2138,"R",28581,"R",39,"R",168834,"R",64065,"R",251591,"R",315656,"R",6238,"R",160561,"R",166799,1,"R",2507,"R",2672,"R",1,"R",84532,2,"Z",0,"R",21981,"R",65134,"R",8286,"R",95401,"R",0,"R",60928,"R",60928,"R",240861,240861
167358,2,"R",527285,"R",804452,"R",391,"R",148714,"R",95723,"R",11205,"R",118172,"R",687204,"R",1018738,"R",1705942,"R",63901,"R",1471482,"R",1535383,1,"R",12519,"R",21626,"R",1,"R",5692805,1,"R",1703272,"R",523082,"R",6964501,"R",126124,"R",7613707,"R",0,"R",991156,"R",991156,"R",16000940,14297668
167376,2,"R",41408,"R",111845,"R",66,"R",2972,"R",29666,"R",3023,"R",0,"R",47403,"R",141577,"R",188980,"R",10090,"R",538,"R",10628,1,"R",4606,"R",1981,"R",1,"R",734744,2,"Z",0,"R",35151,"R",134805,"R",0,"R",169956,"R",400,"R",24833,"R",25233,"R",929933,929933
167394,2,"R",67991,"R",226642,"R",150,"R",537,"R",28554,"R",241,"R",136361,"R",68769,"R",391707,"R",460476,"R",6598,"R",16190,"R",22788,1,"R",159,"R",1420,"R",0,"R",285050,1,"R",57364,"R",22449,"R",241726,"R",7577,"R",271752,"R",0,"R",87764,"R",87764,"R",701930,644566
