id,run_id,publication_id,asjc_id,last_updated_date
729884,41,323092,547,1/24/2024 5:40:50 PM
729885,41,323092,548,1/24/2024 5:40:50 PM
729886,41,323092,589,1/24/2024 5:40:50 PM
729887,41,322630,555,1/24/2024 5:40:50 PM
729892,41,321676,528,1/24/2024 5:40:50 PM
729893,41,322873,368,1/24/2024 5:40:50 PM
729894,41,322873,539,1/24/2024 5:40:50 PM
729895,41,322873,649,1/24/2024 5:40:50 PM
729902,41,322331,579,1/24/2024 5:40:50 PM
729905,41,321784,522,1/24/2024 5:40:50 PM
729906,41,321784,534,1/24/2024 5:40:50 PM
729907,41,321784,535,1/24/2024 5:40:50 PM
729908,41,321841,440,1/24/2024 5:40:50 PM
729909,41,321841,616,1/24/2024 5:40:50 PM
729910,41,321803,336,1/24/2024 5:40:50 PM
729911,41,321803,461,1/24/2024 5:40:50 PM
729912,41,321803,548,1/24/2024 5:40:50 PM
729913,41,323422,378,1/24/2024 5:40:50 PM
729914,41,323422,438,1/24/2024 5:40:50 PM
729915,41,323089,481,1/24/2024 5:40:50 PM
729916,41,323089,532,1/24/2024 5:40:50 PM
729917,41,323089,554,1/24/2024 5:40:50 PM
729918,41,321952,517,1/24/2024 5:40:50 PM
729928,41,322314,528,1/24/2024 5:40:50 PM
729929,41,322314,539,1/24/2024 5:40:50 PM
729930,41,322314,585,1/24/2024 5:40:50 PM
729935,41,321935,548,1/24/2024 5:40:50 PM
729945,41,323600,613,1/24/2024 5:40:50 PM
729946,41,323600,636,1/24/2024 5:40:50 PM
729947,41,321897,548,1/24/2024 5:40:50 PM
729950,41,322964,457,1/24/2024 5:40:50 PM
729958,41,321980,468,1/24/2024 5:40:50 PM
729959,41,321980,473,1/24/2024 5:40:50 PM
729960,41,321980,474,1/24/2024 5:40:50 PM
729971,41,322781,510,1/24/2024 5:40:50 PM
729972,41,322781,547,1/24/2024 5:40:50 PM
729973,41,322781,597,1/24/2024 5:40:50 PM
729974,41,322781,612,1/24/2024 5:40:50 PM
729977,41,322039,539,1/24/2024 5:40:50 PM
729978,41,322039,547,1/24/2024 5:40:50 PM
729979,41,322039,614,1/24/2024 5:40:50 PM
729981,41,322908,514,1/24/2024 5:40:50 PM
729982,41,322908,549,1/24/2024 5:40:50 PM
729983,41,322908,555,1/24/2024 5:40:50 PM
729989,41,322570,342,1/24/2024 5:40:50 PM
729990,41,322570,584,1/24/2024 5:40:50 PM
729995,41,321806,526,1/24/2024 5:40:50 PM
729996,41,321806,577,1/24/2024 5:40:50 PM
729997,41,323220,514,1/24/2024 5:40:50 PM
729998,41,322111,466,1/24/2024 5:40:50 PM
729999,41,322111,639,1/24/2024 5:40:50 PM
730000,41,321829,438,1/24/2024 5:40:50 PM
730001,41,321829,629,1/24/2024 5:40:50 PM
730002,41,322516,528,1/24/2024 5:40:50 PM
730003,41,322516,548,1/24/2024 5:40:50 PM
730004,41,323107,548,1/24/2024 5:40:50 PM
730019,41,323275,509,1/24/2024 5:40:50 PM
730020,41,323275,652,1/24/2024 5:40:50 PM
730021,41,322073,517,1/24/2024 5:40:50 PM
730022,41,322073,534,1/24/2024 5:40:50 PM
730023,41,322073,535,1/24/2024 5:40:50 PM
730024,41,322073,548,1/24/2024 5:40:50 PM
730025,41,321812,526,1/24/2024 5:40:50 PM
730026,41,321812,577,1/24/2024 5:40:50 PM
730027,41,322012,544,1/24/2024 5:40:50 PM
730030,41,321661,440,1/24/2024 5:40:50 PM
730031,41,321854,548,1/24/2024 5:40:50 PM
730032,41,321854,623,1/24/2024 5:40:50 PM
730033,41,321854,626,1/24/2024 5:40:50 PM
730034,41,321854,632,1/24/2024 5:40:50 PM
730042,41,321688,368,1/24/2024 5:40:50 PM
730043,41,321688,539,1/24/2024 5:40:50 PM
730044,41,322519,528,1/24/2024 5:40:50 PM
730045,41,322519,548,1/24/2024 5:40:50 PM
730054,41,323091,526,1/24/2024 5:40:50 PM
730055,41,323091,623,1/24/2024 5:40:50 PM
730064,41,321822,548,1/24/2024 5:40:50 PM
730065,41,321822,623,1/24/2024 5:40:50 PM
730078,41,323320,466,1/24/2024 5:40:50 PM
730079,41,323320,473,1/24/2024 5:40:50 PM
730080,41,323320,622,1/24/2024 5:40:50 PM
730081,41,323320,638,1/24/2024 5:40:50 PM
730082,41,323466,548,1/24/2024 5:40:50 PM
730083,41,323466,569,1/24/2024 5:40:50 PM
730087,41,323271,338,1/24/2024 5:40:50 PM
730088,41,323271,440,1/24/2024 5:40:50 PM
730089,41,322060,428,1/24/2024 5:40:50 PM
730090,41,322060,622,1/24/2024 5:40:50 PM
730097,41,321823,548,1/24/2024 5:40:50 PM
730098,41,321823,623,1/24/2024 5:40:50 PM
730100,41,323486,538,1/24/2024 5:40:50 PM
730103,41,322304,362,1/24/2024 5:40:50 PM
730104,41,322304,621,1/24/2024 5:40:50 PM
730105,41,322541,465,1/24/2024 5:40:50 PM
730106,41,322541,617,1/24/2024 5:40:50 PM
730110,41,322854,547,1/24/2024 5:40:50 PM
730111,41,322854,561,1/24/2024 5:40:50 PM
730112,41,322278,547,1/24/2024 5:40:50 PM
730113,41,321718,547,1/24/2024 5:40:50 PM
730114,41,321718,548,1/24/2024 5:40:50 PM
730115,41,321718,623,1/24/2024 5:40:50 PM
730116,41,323157,534,1/24/2024 5:40:50 PM
730117,41,323157,535,1/24/2024 5:40:50 PM
730118,41,323157,544,1/24/2024 5:40:50 PM
730119,41,323046,368,1/24/2024 5:40:50 PM
730120,41,323046,539,1/24/2024 5:40:50 PM
730121,41,321722,625,1/24/2024 5:40:50 PM
730128,41,322221,514,1/24/2024 5:40:50 PM
730129,41,322221,515,1/24/2024 5:40:50 PM
730130,41,322221,549,1/24/2024 5:40:50 PM
730137,41,321662,440,1/24/2024 5:40:50 PM
730138,41,322301,548,1/24/2024 5:40:50 PM
730144,41,322026,473,1/24/2024 5:40:50 PM
730145,41,322026,634,1/24/2024 5:40:50 PM
730146,41,322042,440,1/24/2024 5:40:50 PM
730147,41,322042,441,1/24/2024 5:40:50 PM
730148,41,322042,638,1/24/2024 5:40:50 PM
730152,41,322125,509,1/24/2024 5:40:50 PM
730153,41,321824,548,1/24/2024 5:40:50 PM
730154,41,321824,623,1/24/2024 5:40:50 PM
730155,41,321618,510,1/24/2024 5:40:50 PM
730156,41,321618,547,1/24/2024 5:40:50 PM
730159,41,323310,548,1/24/2024 5:40:50 PM
730160,41,323485,548,1/24/2024 5:40:50 PM
730161,41,322851,526,1/24/2024 5:40:50 PM
730162,41,322851,539,1/24/2024 5:40:50 PM
730163,41,322290,611,1/24/2024 5:40:50 PM
730164,41,322290,612,1/24/2024 5:40:50 PM
730167,41,323274,617,1/24/2024 5:40:50 PM
730173,41,322436,574,1/24/2024 5:40:50 PM
730174,41,322436,581,1/24/2024 5:40:50 PM
730175,41,322436,587,1/24/2024 5:40:50 PM
730181,41,322376,548,1/24/2024 5:40:50 PM
730185,41,321904,548,1/24/2024 5:40:50 PM
730188,41,323261,368,1/24/2024 5:40:50 PM
730189,41,323261,539,1/24/2024 5:40:50 PM
730190,41,323261,557,1/24/2024 5:40:50 PM
730197,41,323520,625,1/24/2024 5:40:50 PM
730202,41,321739,522,1/24/2024 5:40:50 PM
730203,41,321739,534,1/24/2024 5:40:50 PM
730204,41,321739,535,1/24/2024 5:40:50 PM
730207,41,321689,368,1/24/2024 5:40:50 PM
730208,41,321689,539,1/24/2024 5:40:50 PM
730215,41,322546,547,1/24/2024 5:40:50 PM
730216,41,322546,612,1/24/2024 5:40:50 PM
730217,41,322483,522,1/24/2024 5:40:50 PM
730218,41,322483,544,1/24/2024 5:40:50 PM
730221,41,321794,589,1/24/2024 5:40:50 PM
730225,41,323610,533,1/24/2024 5:40:50 PM
730232,41,322299,548,1/24/2024 5:40:50 PM
730233,41,322573,588,1/24/2024 5:40:50 PM
730234,41,322573,596,1/24/2024 5:40:50 PM
730235,41,322573,663,1/24/2024 5:40:50 PM
730239,41,321623,534,1/24/2024 5:40:50 PM
730240,41,321623,548,1/24/2024 5:40:50 PM
730241,41,321623,616,1/24/2024 5:40:50 PM
730261,41,321684,625,1/24/2024 5:40:50 PM
730265,41,323219,523,1/24/2024 5:40:50 PM
730266,41,323219,548,1/24/2024 5:40:50 PM
730267,41,321780,528,1/24/2024 5:40:50 PM
730273,41,322755,362,1/24/2024 5:40:50 PM
730274,41,322755,498,1/24/2024 5:40:50 PM
730275,41,322755,505,1/24/2024 5:40:50 PM
730276,41,322755,507,1/24/2024 5:40:50 PM
730283,41,321772,528,1/24/2024 5:40:50 PM
730284,41,321772,572,1/24/2024 5:40:50 PM
730285,41,321772,579,1/24/2024 5:40:50 PM
730286,41,321772,623,1/24/2024 5:40:50 PM
730295,41,322011,544,1/24/2024 5:40:50 PM
730299,41,322094,645,1/24/2024 5:40:50 PM
730304,41,322722,540,1/24/2024 5:40:50 PM
730305,41,322517,528,1/24/2024 5:40:50 PM
730306,41,322517,548,1/24/2024 5:40:50 PM
730307,41,322183,621,1/24/2024 5:40:50 PM
730308,41,322183,629,1/24/2024 5:40:50 PM
730309,41,321715,545,1/24/2024 5:40:50 PM
730310,41,321715,596,1/24/2024 5:40:50 PM
730314,41,323316,335,1/24/2024 5:40:50 PM
730317,41,323242,509,1/24/2024 5:40:50 PM
730318,41,323182,472,1/24/2024 5:40:50 PM
730319,41,323182,475,1/24/2024 5:40:50 PM
730320,41,323182,548,1/24/2024 5:40:50 PM
730323,41,321920,548,1/24/2024 5:40:50 PM
730324,41,323336,472,1/24/2024 5:40:50 PM
730325,41,323336,548,1/24/2024 5:40:50 PM
730328,41,321713,568,1/24/2024 5:40:50 PM
730329,41,322188,510,1/24/2024 5:40:50 PM
730330,41,322188,609,1/24/2024 5:40:50 PM
730331,41,321701,368,1/24/2024 5:40:50 PM
730332,41,321701,539,1/24/2024 5:40:50 PM
730338,41,321819,612,1/24/2024 5:40:50 PM
730339,41,321819,613,1/24/2024 5:40:50 PM
730342,41,321648,548,1/24/2024 5:40:50 PM
730345,41,322116,625,1/24/2024 5:40:50 PM
730346,41,322116,629,1/24/2024 5:40:50 PM
730347,41,322116,635,1/24/2024 5:40:50 PM
730348,41,321732,510,1/24/2024 5:40:50 PM
730349,41,321732,623,1/24/2024 5:40:50 PM
730350,41,323737,568,1/24/2024 5:40:50 PM
730352,41,321940,461,1/24/2024 5:40:50 PM
730353,41,321884,548,1/24/2024 5:40:50 PM
730354,41,321884,573,1/24/2024 5:40:50 PM
730357,41,322007,537,1/24/2024 5:40:50 PM
730358,41,322007,542,1/24/2024 5:40:50 PM
730359,41,322007,567,1/24/2024 5:40:50 PM
730364,41,321849,548,1/24/2024 5:40:50 PM
730369,41,322063,428,1/24/2024 5:40:50 PM
730370,41,322063,622,1/24/2024 5:40:50 PM
730381,41,323245,507,1/24/2024 5:40:50 PM
730382,41,323245,657,1/24/2024 5:40:50 PM
730386,41,321995,528,1/24/2024 5:40:50 PM
730387,41,321995,548,1/24/2024 5:40:50 PM
730393,41,323078,548,1/24/2024 5:40:50 PM
730397,41,321982,468,1/24/2024 5:40:50 PM
730398,41,321982,473,1/24/2024 5:40:50 PM
730399,41,321982,474,1/24/2024 5:40:50 PM
730400,41,323258,548,1/24/2024 5:40:50 PM
730401,41,322913,538,1/24/2024 5:40:50 PM
730402,41,322913,548,1/24/2024 5:40:50 PM
730403,41,322913,581,1/24/2024 5:40:50 PM
730404,41,322913,623,1/24/2024 5:40:50 PM
730405,41,321869,548,1/24/2024 5:40:50 PM
730408,41,321817,551,1/24/2024 5:40:50 PM
730409,41,323587,622,1/24/2024 5:40:50 PM
730411,41,321700,368,1/24/2024 5:40:50 PM
730412,41,321700,539,1/24/2024 5:40:50 PM
730426,41,322929,618,1/24/2024 5:40:50 PM
730427,41,321646,522,1/24/2024 5:40:50 PM
730428,41,321646,548,1/24/2024 5:40:50 PM
730433,41,321833,623,1/24/2024 5:40:50 PM
730434,41,321833,625,1/24/2024 5:40:50 PM
730440,41,323105,542,1/24/2024 5:40:50 PM
730441,41,323105,668,1/24/2024 5:40:50 PM
730443,41,321863,383,1/24/2024 5:40:50 PM
730444,41,321863,385,1/24/2024 5:40:50 PM
730445,41,321863,386,1/24/2024 5:40:50 PM
730447,41,322001,342,1/24/2024 5:40:50 PM
730448,41,322001,584,1/24/2024 5:40:50 PM
730449,41,322869,368,1/24/2024 5:40:50 PM
730450,41,322869,529,1/24/2024 5:40:50 PM
730451,41,322869,539,1/24/2024 5:40:50 PM
730454,41,322016,544,1/24/2024 5:40:50 PM
730455,41,323108,386,1/24/2024 5:40:50 PM
730456,41,323108,528,1/24/2024 5:40:50 PM
730457,41,323108,579,1/24/2024 5:40:50 PM
730462,41,321928,548,1/24/2024 5:40:50 PM
730466,41,323618,522,1/24/2024 5:40:50 PM
730467,41,323618,538,1/24/2024 5:40:50 PM
730468,41,323618,544,1/24/2024 5:40:50 PM
730469,41,323618,548,1/24/2024 5:40:50 PM
730471,41,321775,528,1/24/2024 5:40:50 PM
730472,41,321775,548,1/24/2024 5:40:50 PM
730480,41,322128,538,1/24/2024 5:40:50 PM
730481,41,322128,548,1/24/2024 5:40:50 PM
730482,41,322128,581,1/24/2024 5:40:50 PM
730483,41,322128,623,1/24/2024 5:40:50 PM
730484,41,322954,541,1/24/2024 5:40:50 PM
730486,41,321962,526,1/24/2024 5:40:50 PM
730487,41,322440,548,1/24/2024 5:40:50 PM
730496,41,322243,533,1/24/2024 5:40:50 PM
730499,41,323687,548,1/24/2024 5:40:50 PM
730500,41,323687,584,1/24/2024 5:40:50 PM
730501,41,323687,623,1/24/2024 5:40:50 PM
730502,41,322013,544,1/24/2024 5:40:50 PM
730505,41,323646,634,1/24/2024 5:40:50 PM
730509,41,322229,645,1/24/2024 5:40:50 PM
730513,41,322053,548,1/24/2024 5:40:50 PM
730514,41,322053,551,1/24/2024 5:40:50 PM
730515,41,322053,611,1/24/2024 5:40:50 PM
730516,41,321930,548,1/24/2024 5:40:50 PM
730517,41,321694,368,1/24/2024 5:40:50 PM
730518,41,321694,539,1/24/2024 5:40:50 PM
730519,41,321832,381,1/24/2024 5:40:50 PM
730520,41,321832,386,1/24/2024 5:40:50 PM
730521,41,321832,440,1/24/2024 5:40:50 PM
730540,41,321966,509,1/24/2024 5:40:50 PM
730541,41,323597,468,1/24/2024 5:40:50 PM
730542,41,323597,471,1/24/2024 5:40:50 PM
730543,41,323597,475,1/24/2024 5:40:50 PM
730546,41,322285,349,1/24/2024 5:40:50 PM
730547,41,322285,547,1/24/2024 5:40:50 PM
730548,41,322285,610,1/24/2024 5:40:50 PM
730549,41,322285,613,1/24/2024 5:40:50 PM
730550,41,322666,368,1/24/2024 5:40:50 PM
730551,41,322666,539,1/24/2024 5:40:50 PM
730552,41,322666,550,1/24/2024 5:40:50 PM
730553,41,322666,606,1/24/2024 5:40:50 PM
730555,41,321856,548,1/24/2024 5:40:50 PM
730556,41,321856,584,1/24/2024 5:40:50 PM
730557,41,321856,623,1/24/2024 5:40:50 PM
730559,41,321707,509,1/24/2024 5:40:50 PM
730560,41,321881,618,1/24/2024 5:40:50 PM
730561,41,321881,629,1/24/2024 5:40:50 PM
730565,41,321783,473,1/24/2024 5:40:50 PM
730566,41,321783,620,1/24/2024 5:40:50 PM
730567,41,321783,639,1/24/2024 5:40:50 PM
730575,41,322123,509,1/24/2024 5:40:50 PM
730576,41,321932,548,1/24/2024 5:40:50 PM
730582,41,323300,532,1/24/2024 5:40:50 PM
730583,41,323300,534,1/24/2024 5:40:50 PM
730590,41,321929,548,1/24/2024 5:40:50 PM
730591,41,322000,468,1/24/2024 5:40:50 PM
730592,41,322000,474,1/24/2024 5:40:50 PM
730593,41,323234,517,1/24/2024 5:40:50 PM
730594,41,323743,618,1/24/2024 5:40:50 PM
730595,41,323743,629,1/24/2024 5:40:50 PM
730596,41,321760,341,1/24/2024 5:40:50 PM
730597,41,321760,622,1/24/2024 5:40:50 PM
730598,41,321721,625,1/24/2024 5:40:50 PM
730601,41,323171,517,1/24/2024 5:40:50 PM
730602,41,323171,538,1/24/2024 5:40:50 PM
730603,41,323171,547,1/24/2024 5:40:50 PM
730604,41,323171,548,1/24/2024 5:40:50 PM
730605,41,323171,557,1/24/2024 5:40:50 PM
730609,41,321862,611,1/24/2024 5:40:50 PM
730610,41,321862,612,1/24/2024 5:40:50 PM
730611,41,321744,468,1/24/2024 5:40:50 PM
730612,41,321744,471,1/24/2024 5:40:50 PM
730613,41,321744,475,1/24/2024 5:40:50 PM
730616,41,322970,387,1/24/2024 5:40:50 PM
730617,41,322970,622,1/24/2024 5:40:50 PM
730618,41,322195,544,1/24/2024 5:40:50 PM
730619,41,322945,623,1/24/2024 5:40:50 PM
730620,41,322945,629,1/24/2024 5:40:50 PM
730621,41,322945,636,1/24/2024 5:40:50 PM
730627,41,322310,368,1/24/2024 5:40:50 PM
730628,41,322310,539,1/24/2024 5:40:50 PM
730630,41,323484,548,1/24/2024 5:40:50 PM
730633,41,321900,548,1/24/2024 5:40:50 PM
730638,41,322897,411,1/24/2024 5:40:50 PM
730639,41,322897,456,1/24/2024 5:40:50 PM
730642,41,321960,526,1/24/2024 5:40:50 PM
730647,41,321624,621,1/24/2024 5:40:50 PM
730648,41,323244,629,1/24/2024 5:40:50 PM
730649,41,323748,613,1/24/2024 5:40:50 PM
730650,41,323748,621,1/24/2024 5:40:50 PM
730651,41,323748,623,1/24/2024 5:40:50 PM
730661,41,323146,509,1/24/2024 5:40:50 PM
730663,41,321634,440,1/24/2024 5:40:50 PM
730664,41,321634,629,1/24/2024 5:40:50 PM
730665,41,321850,548,1/24/2024 5:40:50 PM
730666,41,321777,528,1/24/2024 5:40:50 PM
730669,41,323277,617,1/24/2024 5:40:50 PM
730675,41,323134,548,1/24/2024 5:40:50 PM
730676,41,323339,472,1/24/2024 5:40:50 PM
730677,41,323339,548,1/24/2024 5:40:50 PM
730678,41,321655,520,1/24/2024 5:40:50 PM
730679,41,322518,528,1/24/2024 5:40:50 PM
730680,41,322518,548,1/24/2024 5:40:50 PM
730690,41,322712,526,1/24/2024 5:40:50 PM
730691,41,322712,528,1/24/2024 5:40:50 PM
730692,41,322712,568,1/24/2024 5:40:50 PM
730700,41,321991,548,1/24/2024 5:40:50 PM
730701,41,322237,533,1/24/2024 5:40:50 PM
730702,41,323653,509,1/24/2024 5:40:50 PM
730703,41,323742,348,1/24/2024 5:40:50 PM
730704,41,322818,613,1/24/2024 5:40:50 PM
