id,run_id,publication_id,asjc_id,last_updated_date
3199568,41,1216183,473,1/24/2024 5:40:50 PM
3199569,41,1218033,440,1/24/2024 5:40:50 PM
3199570,41,1203729,473,1/24/2024 5:40:50 PM
3199571,41,1209047,473,1/24/2024 5:40:50 PM
3199572,41,1204652,440,1/24/2024 5:40:50 PM
3199573,41,1203898,473,1/24/2024 5:40:50 PM
3199574,41,1218114,538,1/24/2024 5:40:50 PM
3199575,41,1213169,473,1/24/2024 5:40:50 PM
3199576,41,1198079,440,1/24/2024 5:40:50 PM
3199577,41,1211954,440,1/24/2024 5:40:50 PM
3199578,41,1211954,495,1/24/2024 5:40:50 PM
3199579,41,1203726,473,1/24/2024 5:40:50 PM
3199580,41,1216283,640,1/24/2024 5:40:50 PM
3199581,41,1207083,640,1/24/2024 5:40:50 PM
3199582,41,1201574,473,1/24/2024 5:40:50 PM
3199583,41,1212137,440,1/24/2024 5:40:50 PM
3199584,41,1212137,473,1/24/2024 5:40:50 PM
3199585,41,1211954,507,1/24/2024 5:40:50 PM
3199586,41,1204208,473,1/24/2024 5:40:50 PM
3199587,41,1202251,473,1/24/2024 5:40:50 PM
3199588,41,1217983,538,1/24/2024 5:40:50 PM
3199589,41,1198110,389,1/24/2024 5:40:50 PM
3199590,41,1203672,473,1/24/2024 5:40:50 PM
3199591,41,1205371,440,1/24/2024 5:40:50 PM
3199592,41,1200085,473,1/24/2024 5:40:50 PM
3199593,41,1200557,440,1/24/2024 5:40:50 PM
3199594,41,1209934,440,1/24/2024 5:40:50 PM
3199595,41,1213084,473,1/24/2024 5:40:50 PM
3199597,41,1213420,473,1/24/2024 5:40:50 PM
3199598,41,1212596,440,1/24/2024 5:40:50 PM
3199599,41,1197293,473,1/24/2024 5:40:50 PM
3199600,41,1196565,473,1/24/2024 5:40:50 PM
3199601,41,1197304,473,1/24/2024 5:40:50 PM
3199602,41,1216213,473,1/24/2024 5:40:50 PM
3199603,41,1212614,473,1/24/2024 5:40:50 PM
3199604,41,1198748,640,1/24/2024 5:40:50 PM
3199605,41,1198913,440,1/24/2024 5:40:50 PM
3199606,41,1207411,473,1/24/2024 5:40:50 PM
3199607,41,1205429,440,1/24/2024 5:40:50 PM
3199608,41,1216299,473,1/24/2024 5:40:50 PM
3199610,41,1206417,440,1/24/2024 5:40:50 PM
3199611,41,1199828,440,1/24/2024 5:40:50 PM
3199612,41,1213921,440,1/24/2024 5:40:50 PM
3199613,41,1202127,473,1/24/2024 5:40:50 PM
3199614,41,1213229,473,1/24/2024 5:40:50 PM
3199615,41,1205377,440,1/24/2024 5:40:50 PM
3199616,41,1208398,473,1/24/2024 5:40:50 PM
3199617,41,1201109,473,1/24/2024 5:40:50 PM
3199618,41,1216968,440,1/24/2024 5:40:50 PM
3199619,41,1196654,538,1/24/2024 5:40:50 PM
3199620,41,1213333,473,1/24/2024 5:40:50 PM
3199621,41,1217132,538,1/24/2024 5:40:50 PM
3199622,41,1197018,440,1/24/2024 5:40:50 PM
3199623,41,1213362,473,1/24/2024 5:40:50 PM
3199624,41,1209457,440,1/24/2024 5:40:50 PM
3199625,41,1215562,440,1/24/2024 5:40:50 PM
3199626,41,1202584,440,1/24/2024 5:40:50 PM
3199627,41,1209787,507,1/24/2024 5:40:50 PM
3199628,41,1209174,440,1/24/2024 5:40:50 PM
3199629,41,1197470,440,1/24/2024 5:40:50 PM
3199630,41,1204940,440,1/24/2024 5:40:50 PM
3199631,41,1215563,440,1/24/2024 5:40:50 PM
3199632,41,1198960,440,1/24/2024 5:40:50 PM
3199633,41,1217067,640,1/24/2024 5:40:50 PM
3199634,41,1212123,440,1/24/2024 5:40:50 PM
3199635,41,1198745,640,1/24/2024 5:40:50 PM
3199636,41,1197883,440,1/24/2024 5:40:50 PM
3199637,41,1203713,473,1/24/2024 5:40:50 PM
3199638,41,1202093,538,1/24/2024 5:40:50 PM
3199639,41,1212120,440,1/24/2024 5:40:50 PM
3199640,41,1212120,473,1/24/2024 5:40:50 PM
3199641,41,1216287,640,1/24/2024 5:40:50 PM
3199642,41,1211805,640,1/24/2024 5:40:50 PM
3199643,41,1196080,440,1/24/2024 5:40:50 PM
3199644,41,1217151,440,1/24/2024 5:40:50 PM
3199645,41,1201566,473,1/24/2024 5:40:50 PM
3199646,41,1207990,473,1/24/2024 5:40:50 PM
3199647,41,1207979,507,1/24/2024 5:40:50 PM
3199648,41,1198951,440,1/24/2024 5:40:50 PM
3199649,41,1221198,440,1/24/2024 5:40:50 PM
3199650,41,1221198,473,1/24/2024 5:40:50 PM
3199651,41,1212012,640,1/24/2024 5:40:50 PM
3199652,41,1197856,538,1/24/2024 5:40:50 PM
3199653,41,1218383,473,1/24/2024 5:40:50 PM
3199655,41,1205227,640,1/24/2024 5:40:50 PM
3199656,41,1215958,538,1/24/2024 5:40:50 PM
3199657,41,1218144,440,1/24/2024 5:40:50 PM
3199658,41,1212798,440,1/24/2024 5:40:50 PM
3199659,41,1199707,440,1/24/2024 5:40:50 PM
3199660,41,1205372,440,1/24/2024 5:40:50 PM
3199661,41,1202125,473,1/24/2024 5:40:50 PM
3199662,41,1213242,473,1/24/2024 5:40:50 PM
3199663,41,1204197,473,1/24/2024 5:40:50 PM
3199664,41,1195521,640,1/24/2024 5:40:50 PM
3199665,41,1205436,440,1/24/2024 5:40:50 PM
3199666,41,1217231,440,1/24/2024 5:40:50 PM
3199667,41,1197004,440,1/24/2024 5:40:50 PM
3199668,41,1202583,440,1/24/2024 5:40:50 PM
3199669,41,1205515,473,1/24/2024 5:40:50 PM
3199670,41,1213305,473,1/24/2024 5:40:50 PM
3199671,41,1197869,440,1/24/2024 5:40:50 PM
3199672,41,1220186,538,1/24/2024 5:40:50 PM
3199673,41,1195038,640,1/24/2024 5:40:50 PM
3199674,41,1212100,440,1/24/2024 5:40:50 PM
3199675,41,1220677,440,1/24/2024 5:40:50 PM
3199676,41,1220677,473,1/24/2024 5:40:50 PM
3199677,41,1212144,440,1/24/2024 5:40:50 PM
3199678,41,1212144,473,1/24/2024 5:40:50 PM
3199679,41,1203887,473,1/24/2024 5:40:50 PM
3199680,41,1209427,440,1/24/2024 5:40:50 PM
3199681,41,1213243,473,1/24/2024 5:40:50 PM
3199682,41,1199042,640,1/24/2024 5:40:50 PM
3199684,41,1211205,440,1/24/2024 5:40:50 PM
3199685,41,1212100,473,1/24/2024 5:40:50 PM
3199686,41,1206431,473,1/24/2024 5:40:50 PM
3199687,41,1203648,473,1/24/2024 5:40:50 PM
3199689,41,1202194,440,1/24/2024 5:40:50 PM
3199690,41,1213060,473,1/24/2024 5:40:50 PM
3199691,41,1203747,473,1/24/2024 5:40:50 PM
3199692,41,1213584,473,1/24/2024 5:40:50 PM
3199693,41,1200591,440,1/24/2024 5:40:50 PM
3199694,41,1203436,440,1/24/2024 5:40:50 PM
3199695,41,1196987,440,1/24/2024 5:40:50 PM
3199696,41,1198932,440,1/24/2024 5:40:50 PM
3199698,41,1215785,473,1/24/2024 5:40:50 PM
3199699,41,1217782,440,1/24/2024 5:40:50 PM
3199700,41,1216303,473,1/24/2024 5:40:50 PM
3199701,41,1202579,440,1/24/2024 5:40:50 PM
3199702,41,1204184,473,1/24/2024 5:40:50 PM
3199704,41,1208940,440,1/24/2024 5:40:50 PM
3199706,41,1199571,440,1/24/2024 5:40:50 PM
3199707,41,1197466,440,1/24/2024 5:40:50 PM
3199708,41,1195946,640,1/24/2024 5:40:50 PM
3199709,41,1203911,473,1/24/2024 5:40:50 PM
3199710,41,1205091,440,1/24/2024 5:40:50 PM
3199711,41,1220387,640,1/24/2024 5:40:50 PM
3199712,41,1197518,473,1/24/2024 5:40:50 PM
3199714,41,1215564,440,1/24/2024 5:40:50 PM
3199716,41,1195724,640,1/24/2024 5:40:50 PM
3199717,41,1210990,440,1/24/2024 5:40:50 PM
3199718,41,1200559,440,1/24/2024 5:40:50 PM
3199719,41,1216216,473,1/24/2024 5:40:50 PM
3199720,41,1213114,473,1/24/2024 5:40:50 PM
3199723,41,1198411,440,1/24/2024 5:40:50 PM
3199724,41,1196953,389,1/24/2024 5:40:50 PM
3199725,41,1213152,473,1/24/2024 5:40:50 PM
3199727,41,1207975,507,1/24/2024 5:40:50 PM
3199728,41,1196622,473,1/24/2024 5:40:50 PM
3199729,41,1207055,640,1/24/2024 5:40:50 PM
3199730,41,1196973,440,1/24/2024 5:40:50 PM
3199732,41,1204083,640,1/24/2024 5:40:50 PM
3199733,41,1198720,640,1/24/2024 5:40:50 PM
3199734,41,1204507,440,1/24/2024 5:40:50 PM
3199735,41,1203885,473,1/24/2024 5:40:50 PM
3199736,41,1215142,481,1/24/2024 5:40:50 PM
3199737,41,1203693,473,1/24/2024 5:40:50 PM
3199738,41,1198975,440,1/24/2024 5:40:50 PM
3199740,41,1212074,440,1/24/2024 5:40:50 PM
3199741,41,1212123,473,1/24/2024 5:40:50 PM
3199743,41,1215985,507,1/24/2024 5:40:50 PM
3199744,41,1196970,440,1/24/2024 5:40:50 PM
3199745,41,1213080,473,1/24/2024 5:40:50 PM
3199746,41,1199837,440,1/24/2024 5:40:50 PM
3199747,41,1201117,440,1/24/2024 5:40:50 PM
3199748,41,1213428,473,1/24/2024 5:40:50 PM
3199749,41,1212074,473,1/24/2024 5:40:50 PM
3199752,41,1210634,473,1/24/2024 5:40:50 PM
3199754,41,1213248,473,1/24/2024 5:40:50 PM
3199755,41,1211957,440,1/24/2024 5:40:50 PM
3199756,41,1211957,495,1/24/2024 5:40:50 PM
3199757,41,1211957,507,1/24/2024 5:40:50 PM
3199758,41,1204199,473,1/24/2024 5:40:50 PM
3199759,41,1217617,440,1/24/2024 5:40:50 PM
3199761,41,1203929,473,1/24/2024 5:40:50 PM
3199762,41,1198010,440,1/24/2024 5:40:50 PM
3199763,41,1201176,346,1/24/2024 5:40:50 PM
3199764,41,1217653,629,1/24/2024 5:40:50 PM
3199765,41,1195471,629,1/24/2024 5:40:50 PM
3199766,41,1197237,346,1/24/2024 5:40:50 PM
3199767,41,1208781,346,1/24/2024 5:40:50 PM
3199768,41,1196756,629,1/24/2024 5:40:50 PM
3199769,41,1213626,629,1/24/2024 5:40:50 PM
3199770,41,1220917,629,1/24/2024 5:40:50 PM
3199771,41,1200411,346,1/24/2024 5:40:50 PM
3199772,41,1203247,629,1/24/2024 5:40:50 PM
3199773,41,1201006,629,1/24/2024 5:40:50 PM
3199774,41,1217560,629,1/24/2024 5:40:50 PM
3199775,41,1218091,629,1/24/2024 5:40:50 PM
3199776,41,1207003,346,1/24/2024 5:40:50 PM
3199778,41,1201506,346,1/24/2024 5:40:50 PM
3199779,41,1209375,629,1/24/2024 5:40:50 PM
3199780,41,1204171,629,1/24/2024 5:40:50 PM
3199781,41,1200993,629,1/24/2024 5:40:50 PM
3199782,41,1213865,346,1/24/2024 5:40:50 PM
3199783,41,1217291,629,1/24/2024 5:40:50 PM
3199784,41,1207125,346,1/24/2024 5:40:50 PM
3199785,41,1210239,346,1/24/2024 5:40:50 PM
3199786,41,1216662,629,1/24/2024 5:40:50 PM
3199787,41,1197195,346,1/24/2024 5:40:50 PM
3199789,41,1200479,346,1/24/2024 5:40:50 PM
3199790,41,1220494,629,1/24/2024 5:40:50 PM
3199791,41,1201621,629,1/24/2024 5:40:50 PM
3199792,41,1201167,346,1/24/2024 5:40:50 PM
3199793,41,1213863,346,1/24/2024 5:40:50 PM
3199794,41,1220913,629,1/24/2024 5:40:50 PM
3199795,41,1214933,629,1/24/2024 5:40:50 PM
3199796,41,1219996,346,1/24/2024 5:40:50 PM
3199797,41,1201008,629,1/24/2024 5:40:50 PM
3199798,41,1217074,629,1/24/2024 5:40:50 PM
3199799,41,1201069,629,1/24/2024 5:40:50 PM
3199800,41,1206958,346,1/24/2024 5:40:50 PM
3199801,41,1215160,629,1/24/2024 5:40:50 PM
3199802,41,1199275,629,1/24/2024 5:40:50 PM
3199803,41,1212043,629,1/24/2024 5:40:50 PM
3199804,41,1201019,629,1/24/2024 5:40:50 PM
3199805,41,1217284,629,1/24/2024 5:40:50 PM
3199806,41,1217655,629,1/24/2024 5:40:50 PM
3199807,41,1196377,346,1/24/2024 5:40:50 PM
3199808,41,1215915,629,1/24/2024 5:40:50 PM
3199809,41,1203262,629,1/24/2024 5:40:50 PM
3199810,41,1207092,346,1/24/2024 5:40:50 PM
3199811,41,1218742,629,1/24/2024 5:40:50 PM
3199812,41,1217286,629,1/24/2024 5:40:50 PM
3199813,41,1200398,346,1/24/2024 5:40:50 PM
3199814,41,1214590,346,1/24/2024 5:40:50 PM
3199815,41,1220922,629,1/24/2024 5:40:50 PM
3199816,41,1220010,346,1/24/2024 5:40:50 PM
3199817,41,1207109,346,1/24/2024 5:40:50 PM
3199818,41,1215266,629,1/24/2024 5:40:50 PM
3199820,41,1196376,346,1/24/2024 5:40:50 PM
3199821,41,1200998,629,1/24/2024 5:40:50 PM
3199822,41,1216766,629,1/24/2024 5:40:50 PM
3199823,41,1195913,346,1/24/2024 5:40:50 PM
3199824,41,1206996,346,1/24/2024 5:40:50 PM
3199825,41,1211162,346,1/24/2024 5:40:50 PM
3199826,41,1211345,346,1/24/2024 5:40:50 PM
3199827,41,1201051,629,1/24/2024 5:40:50 PM
3199828,41,1210964,346,1/24/2024 5:40:50 PM
3199829,41,1210729,629,1/24/2024 5:40:50 PM
3199830,41,1220950,346,1/24/2024 5:40:50 PM
3199831,41,1216054,346,1/24/2024 5:40:50 PM
3199832,41,1205633,629,1/24/2024 5:40:50 PM
3199833,41,1212767,629,1/24/2024 5:40:50 PM
3199835,41,1196888,346,1/24/2024 5:40:50 PM
3199836,41,1206248,629,1/24/2024 5:40:50 PM
3199837,41,1206968,346,1/24/2024 5:40:50 PM
3199838,41,1196178,517,1/24/2024 5:40:50 PM
3199839,41,1197209,346,1/24/2024 5:40:50 PM
3199840,41,1217952,629,1/24/2024 5:40:50 PM
3199841,41,1198489,346,1/24/2024 5:40:50 PM
3199842,41,1212480,629,1/24/2024 5:40:50 PM
3199843,41,1218233,629,1/24/2024 5:40:50 PM
3199844,41,1210814,629,1/24/2024 5:40:50 PM
3199846,41,1210741,629,1/24/2024 5:40:50 PM
3199847,41,1218741,629,1/24/2024 5:40:50 PM
3199848,41,1218748,629,1/24/2024 5:40:50 PM
3199849,41,1201012,629,1/24/2024 5:40:50 PM
3199850,41,1209154,346,1/24/2024 5:40:50 PM
3199851,41,1200494,346,1/24/2024 5:40:50 PM
3199852,41,1217459,629,1/24/2024 5:40:50 PM
3199853,41,1202608,346,1/24/2024 5:40:50 PM
3199854,41,1209456,346,1/24/2024 5:40:50 PM
3199855,41,1200404,346,1/24/2024 5:40:50 PM
3199856,41,1205618,629,1/24/2024 5:40:50 PM
3199857,41,1214588,346,1/24/2024 5:40:50 PM
3199858,41,1199704,346,1/24/2024 5:40:50 PM
3199859,41,1206963,346,1/24/2024 5:40:50 PM
3199860,41,1201031,629,1/24/2024 5:40:50 PM
3199861,41,1208324,346,1/24/2024 5:40:50 PM
3199862,41,1202274,629,1/24/2024 5:40:50 PM
3199863,41,1211730,629,1/24/2024 5:40:50 PM
3199864,41,1218743,629,1/24/2024 5:40:50 PM
3199865,41,1203155,629,1/24/2024 5:40:50 PM
3199866,41,1212131,629,1/24/2024 5:40:50 PM
3199867,41,1218111,629,1/24/2024 5:40:50 PM
3199868,41,1206987,346,1/24/2024 5:40:50 PM
3199869,41,1220665,629,1/24/2024 5:40:50 PM
3199870,41,1209152,346,1/24/2024 5:40:50 PM
3199871,41,1205623,629,1/24/2024 5:40:50 PM
3199872,41,1199870,346,1/24/2024 5:40:50 PM
3199873,41,1219629,575,1/24/2024 5:40:50 PM
3199874,41,1201084,629,1/24/2024 5:40:50 PM
3199875,41,1206652,629,1/24/2024 5:40:50 PM
3199876,41,1195692,346,1/24/2024 5:40:50 PM
3199877,41,1207755,346,1/24/2024 5:40:50 PM
3199878,41,1199272,629,1/24/2024 5:40:50 PM
3199879,41,1218211,629,1/24/2024 5:40:50 PM
3199880,41,1212031,629,1/24/2024 5:40:50 PM
3199881,41,1199953,346,1/24/2024 5:40:50 PM
3199882,41,1206138,629,1/24/2024 5:40:50 PM
3199883,41,1207357,629,1/24/2024 5:40:50 PM
3199885,41,1212083,629,1/24/2024 5:40:50 PM
3199886,41,1214596,346,1/24/2024 5:40:50 PM
3199887,41,1197155,346,1/24/2024 5:40:50 PM
3199888,41,1216316,346,1/24/2024 5:40:50 PM
3199889,41,1208852,346,1/24/2024 5:40:50 PM
3199890,41,1210691,346,1/24/2024 5:40:50 PM
3199891,41,1204288,629,1/24/2024 5:40:50 PM
3199892,41,1219469,346,1/24/2024 5:40:50 PM
3199894,41,1200420,346,1/24/2024 5:40:50 PM
3199895,41,1216066,346,1/24/2024 5:40:50 PM
3199897,41,1214607,629,1/24/2024 5:40:50 PM
3199898,41,1210955,629,1/24/2024 5:40:50 PM
3199899,41,1212137,629,1/24/2024 5:40:50 PM
3199900,41,1203425,629,1/24/2024 5:40:50 PM
3199901,41,1206955,346,1/24/2024 5:40:50 PM
3199902,41,1199727,575,1/24/2024 5:40:50 PM
3199903,41,1198720,629,1/24/2024 5:40:50 PM
3199904,41,1207542,629,1/24/2024 5:40:50 PM
3199905,41,1213631,629,1/24/2024 5:40:50 PM
3199906,41,1218209,629,1/24/2024 5:40:50 PM
3199907,41,1211313,346,1/24/2024 5:40:50 PM
3199908,41,1197211,346,1/24/2024 5:40:50 PM
3199909,41,1216299,346,1/24/2024 5:40:50 PM
3199910,41,1207750,346,1/24/2024 5:40:50 PM
3199911,41,1213690,346,1/24/2024 5:40:50 PM
3199912,41,1203267,629,1/24/2024 5:40:50 PM
3199913,41,1203166,629,1/24/2024 5:40:50 PM
3199914,41,1206349,346,1/24/2024 5:40:50 PM
3199915,41,1217124,629,1/24/2024 5:40:50 PM
3199916,41,1198527,346,1/24/2024 5:40:50 PM
3199917,41,1212123,629,1/24/2024 5:40:50 PM
3199918,41,1210349,346,1/24/2024 5:40:50 PM
3199919,41,1199869,629,1/24/2024 5:40:50 PM
3199920,41,1199660,346,1/24/2024 5:40:50 PM
3199921,41,1212120,629,1/24/2024 5:40:50 PM
3199922,41,1195472,629,1/24/2024 5:40:50 PM
3199925,41,1212768,629,1/24/2024 5:40:50 PM
3199926,41,1201182,346,1/24/2024 5:40:50 PM
3199927,41,1210788,346,1/24/2024 5:40:50 PM
3199929,41,1208777,346,1/24/2024 5:40:50 PM
3199930,41,1217216,346,1/24/2024 5:40:50 PM
3199931,41,1195294,629,1/24/2024 5:40:50 PM
3199932,41,1200449,346,1/24/2024 5:40:50 PM
3199933,41,1207149,346,1/24/2024 5:40:50 PM
3199934,41,1207385,346,1/24/2024 5:40:50 PM
3199935,41,1203140,629,1/24/2024 5:40:50 PM
3199936,41,1196879,346,1/24/2024 5:40:50 PM
3199937,41,1200475,346,1/24/2024 5:40:50 PM
3199938,41,1206993,346,1/24/2024 5:40:50 PM
3199939,41,1209146,346,1/24/2024 5:40:50 PM
3199940,41,1216972,346,1/24/2024 5:40:50 PM
3199941,41,1214602,629,1/24/2024 5:40:50 PM
3199942,41,1218699,346,1/24/2024 5:40:50 PM
3199943,41,1215877,346,1/24/2024 5:40:50 PM
3199944,41,1217645,346,1/24/2024 5:40:50 PM
3199945,41,1219478,346,1/24/2024 5:40:50 PM
3199946,41,1206978,346,1/24/2024 5:40:50 PM
3199947,41,1212100,629,1/24/2024 5:40:50 PM
3199948,41,1200492,346,1/24/2024 5:40:50 PM
3199949,41,1212144,629,1/24/2024 5:40:50 PM
3199950,41,1218144,629,1/24/2024 5:40:50 PM
3199951,41,1219542,629,1/24/2024 5:40:50 PM
3199952,41,1215122,346,1/24/2024 5:40:50 PM
3199953,41,1205615,629,1/24/2024 5:40:50 PM
3199955,41,1206431,629,1/24/2024 5:40:50 PM
3199956,41,1195693,346,1/24/2024 5:40:50 PM
3199957,41,1209925,629,1/24/2024 5:40:50 PM
3199958,41,1220384,346,1/24/2024 5:40:50 PM
3199959,41,1201065,629,1/24/2024 5:40:50 PM
3199960,41,1207039,346,1/24/2024 5:40:50 PM
3199961,41,1220664,629,1/24/2024 5:40:50 PM
3199962,41,1207384,346,1/24/2024 5:40:50 PM
3199963,41,1197191,346,1/24/2024 5:40:50 PM
3199964,41,1217528,629,1/24/2024 5:40:50 PM
3199965,41,1216303,346,1/24/2024 5:40:50 PM
3199966,41,1207146,346,1/24/2024 5:40:50 PM
3199967,41,1207762,346,1/24/2024 5:40:50 PM
3199968,41,1206429,629,1/24/2024 5:40:50 PM
3199969,41,1207769,346,1/24/2024 5:40:50 PM
3199970,41,1219688,629,1/24/2024 5:40:50 PM
3199971,41,1207150,346,1/24/2024 5:40:50 PM
3199972,41,1200478,346,1/24/2024 5:40:50 PM
3199973,41,1210115,629,1/24/2024 5:40:50 PM
3199975,41,1207754,346,1/24/2024 5:40:50 PM
3199976,41,1206648,629,1/24/2024 5:40:50 PM
3199977,41,1217607,629,1/24/2024 5:40:50 PM
3199978,41,1197239,346,1/24/2024 5:40:50 PM
3199979,41,1197205,346,1/24/2024 5:40:50 PM
3199980,41,1218594,629,1/24/2024 5:40:50 PM
3199981,41,1201003,629,1/24/2024 5:40:50 PM
3199982,41,1212074,629,1/24/2024 5:40:50 PM
3199983,41,1221019,346,1/24/2024 5:40:50 PM
3199984,41,1207288,346,1/24/2024 5:40:50 PM
3199986,41,1200389,346,1/24/2024 5:40:50 PM
3199988,41,1217290,629,1/24/2024 5:40:50 PM
3199989,41,1207747,346,1/24/2024 5:40:50 PM
3199990,41,1196489,346,1/24/2024 5:40:50 PM
3199992,41,1207734,346,1/24/2024 5:40:50 PM
3199993,41,1213733,346,1/24/2024 5:40:50 PM
3199995,41,1218208,629,1/24/2024 5:40:50 PM
3199996,41,1196885,346,1/24/2024 5:40:50 PM
3199997,41,1215155,629,1/24/2024 5:40:50 PM
3199998,41,1200983,629,1/24/2024 5:40:50 PM
3199999,41,1201004,629,1/24/2024 5:40:50 PM
3200000,41,1201083,629,1/24/2024 5:40:50 PM
3200001,41,1196368,629,1/24/2024 5:40:50 PM
3200002,41,1206994,346,1/24/2024 5:40:50 PM
3200003,41,1213684,346,1/24/2024 5:40:50 PM
3200004,41,1205639,629,1/24/2024 5:40:50 PM
3200007,41,1213958,629,1/24/2024 5:40:50 PM
3200008,41,1215911,629,1/24/2024 5:40:50 PM
3200009,41,1207353,629,1/24/2024 5:40:50 PM
3200010,41,1219367,629,1/24/2024 5:40:50 PM
3200011,41,1196499,346,1/24/2024 5:40:50 PM
3200012,41,1218674,629,1/24/2024 5:40:50 PM
3200013,41,1215374,629,1/24/2024 5:40:50 PM
3200014,41,1201001,629,1/24/2024 5:40:50 PM
3200015,41,1215123,346,1/24/2024 5:40:50 PM
3200016,41,1199880,629,1/24/2024 5:40:50 PM
3200017,41,1218228,629,1/24/2024 5:40:50 PM
3200018,41,1211438,347,1/24/2024 5:40:50 PM
3200019,41,1219103,347,1/24/2024 5:40:50 PM
3200020,41,1200117,623,1/24/2024 5:40:50 PM
3200022,41,1211299,347,1/24/2024 5:40:50 PM
3200023,41,1215121,347,1/24/2024 5:40:50 PM
3200024,41,1202002,347,1/24/2024 5:40:50 PM
3200025,41,1195274,347,1/24/2024 5:40:50 PM
3200026,41,1211816,623,1/24/2024 5:40:50 PM
3200027,41,1213828,442,1/24/2024 5:40:50 PM
3200028,41,1218093,559,1/24/2024 5:40:50 PM
3200030,41,1200107,623,1/24/2024 5:40:50 PM
3200031,41,1206351,347,1/24/2024 5:40:50 PM
3200032,41,1199631,347,1/24/2024 5:40:50 PM
3200033,41,1201988,347,1/24/2024 5:40:50 PM
3200034,41,1209418,543,1/24/2024 5:40:50 PM
3200035,41,1196744,347,1/24/2024 5:40:50 PM
3200036,41,1217635,623,1/24/2024 5:40:50 PM
3200037,41,1197726,347,1/24/2024 5:40:50 PM
3200038,41,1201993,347,1/24/2024 5:40:50 PM
3200039,41,1205637,623,1/24/2024 5:40:50 PM
3200040,41,1199612,623,1/24/2024 5:40:50 PM
3200041,41,1206360,347,1/24/2024 5:40:50 PM
3200042,41,1210577,623,1/24/2024 5:40:50 PM
3200043,41,1195233,347,1/24/2024 5:40:50 PM
3200044,41,1195258,347,1/24/2024 5:40:50 PM
3200046,41,1197571,347,1/24/2024 5:40:50 PM
3200047,41,1197549,347,1/24/2024 5:40:50 PM
3200048,41,1220580,623,1/24/2024 5:40:50 PM
3200049,41,1207528,623,1/24/2024 5:40:50 PM
3200050,41,1214590,347,1/24/2024 5:40:50 PM
3200051,41,1199043,543,1/24/2024 5:40:50 PM
3200052,41,1217976,347,1/24/2024 5:40:50 PM
3200053,41,1207227,434,1/24/2024 5:40:50 PM
3200054,41,1198651,623,1/24/2024 5:40:50 PM
3200055,41,1212167,579,1/24/2024 5:40:50 PM
3200056,41,1202632,347,1/24/2024 5:40:50 PM
3200057,41,1219942,623,1/24/2024 5:40:50 PM
3200058,41,1195810,623,1/24/2024 5:40:50 PM
3200059,41,1211714,623,1/24/2024 5:40:50 PM
3200060,41,1213836,442,1/24/2024 5:40:50 PM
3200061,41,1207191,623,1/24/2024 5:40:50 PM
3200062,41,1197679,347,1/24/2024 5:40:50 PM
3200063,41,1220068,623,1/24/2024 5:40:50 PM
3200064,41,1200100,623,1/24/2024 5:40:50 PM
3200065,41,1218879,623,1/24/2024 5:40:50 PM
3200066,41,1218743,623,1/24/2024 5:40:50 PM
3200067,41,1210964,623,1/24/2024 5:40:50 PM
3200068,41,1201544,623,1/24/2024 5:40:50 PM
3200069,41,1216382,623,1/24/2024 5:40:50 PM
3200070,41,1207193,623,1/24/2024 5:40:50 PM
3200071,41,1209898,347,1/24/2024 5:40:50 PM
3200072,41,1199608,623,1/24/2024 5:40:50 PM
3200073,41,1207206,623,1/24/2024 5:40:50 PM
3200075,41,1202017,347,1/24/2024 5:40:50 PM
3200076,41,1215363,434,1/24/2024 5:40:50 PM
3200077,41,1195692,369,1/24/2024 5:40:50 PM
3200078,41,1216415,579,1/24/2024 5:40:50 PM
3200079,41,1202486,641,1/24/2024 5:40:50 PM
3200080,41,1220092,623,1/24/2024 5:40:50 PM
3200081,41,1215535,623,1/24/2024 5:40:50 PM
3200083,41,1207750,623,1/24/2024 5:40:50 PM
3200084,41,1213847,442,1/24/2024 5:40:50 PM
3200085,41,1197537,347,1/24/2024 5:40:50 PM
3200086,41,1220759,623,1/24/2024 5:40:50 PM
3200088,41,1209893,347,1/24/2024 5:40:50 PM
3200089,41,1197580,347,1/24/2024 5:40:50 PM
3200090,41,1201133,442,1/24/2024 5:40:50 PM
3200091,41,1195913,347,1/24/2024 5:40:50 PM
3200092,41,1203132,434,1/24/2024 5:40:50 PM
3200093,41,1197550,347,1/24/2024 5:40:50 PM
3200094,41,1220103,623,1/24/2024 5:40:50 PM
3200095,41,1211455,543,1/24/2024 5:40:50 PM
3200096,41,1211455,623,1/24/2024 5:40:50 PM
3200097,41,1214282,442,1/24/2024 5:40:50 PM
3200098,41,1199689,623,1/24/2024 5:40:50 PM
3200099,41,1217952,623,1/24/2024 5:40:50 PM
3200100,41,1198489,347,1/24/2024 5:40:50 PM
3200101,41,1201187,347,1/24/2024 5:40:50 PM
3200102,41,1206349,347,1/24/2024 5:40:50 PM
3200103,41,1203133,434,1/24/2024 5:40:50 PM
3200104,41,1216419,579,1/24/2024 5:40:50 PM
3200105,41,1195803,623,1/24/2024 5:40:50 PM
3200106,41,1218094,559,1/24/2024 5:40:50 PM
3200107,41,1216054,347,1/24/2024 5:40:50 PM
3200108,41,1220085,623,1/24/2024 5:40:50 PM
3200109,41,1218748,623,1/24/2024 5:40:50 PM
3200110,41,1206487,579,1/24/2024 5:40:50 PM
3200111,41,1200126,442,1/24/2024 5:40:50 PM
