id,run_id,publication_id,topic_id,score,last_updated_date
1573548,41,1202286,44930,,1/24/2024 5:41:03 PM
1573550,41,1202356,45800,,1/24/2024 5:41:03 PM
1573551,41,1202374,43820,,1/24/2024 5:41:03 PM
1573552,41,1202399,43309,,1/24/2024 5:41:03 PM
1573553,41,1202410,43585,,1/24/2024 5:41:03 PM
1573554,41,1202430,45564,,1/24/2024 5:41:03 PM
1573555,41,1202806,44239,,1/24/2024 5:41:03 PM
1573556,41,1202866,42560,,1/24/2024 5:41:03 PM
1573557,41,1202882,44983,,1/24/2024 5:41:03 PM
1573558,41,1202943,43149,,1/24/2024 5:41:03 PM
1573559,41,1203068,43803,,1/24/2024 5:41:03 PM
1573562,41,1203088,44545,,1/24/2024 5:41:03 PM
1573563,41,1203120,42222,,1/24/2024 5:41:03 PM
1573564,41,1203132,44691,,1/24/2024 5:41:03 PM
1573566,41,1203203,42820,,1/24/2024 5:41:03 PM
1573567,41,1203205,46441,,1/24/2024 5:41:03 PM
1573568,41,1203210,43188,,1/24/2024 5:41:03 PM
1573569,41,1203217,43039,,1/24/2024 5:41:03 PM
1573572,41,1203375,44223,,1/24/2024 5:41:03 PM
1573573,41,1203399,42750,,1/24/2024 5:41:03 PM
1573574,41,1203414,44826,,1/24/2024 5:41:03 PM
1573575,41,1203459,46588,,1/24/2024 5:41:03 PM
1573576,41,1203498,43820,,1/24/2024 5:41:03 PM
1573577,41,1203500,42560,,1/24/2024 5:41:03 PM
1573578,41,1203547,44473,,1/24/2024 5:41:03 PM
1573579,41,1203556,45329,,1/24/2024 5:41:03 PM
1573580,41,1203562,44229,,1/24/2024 5:41:03 PM
1573581,41,1203583,43820,,1/24/2024 5:41:03 PM
1573583,41,1203731,43644,,1/24/2024 5:41:03 PM
1573584,41,1203734,44186,,1/24/2024 5:41:03 PM
1573585,41,1203787,42804,,1/24/2024 5:41:03 PM
1573586,41,1203854,45262,,1/24/2024 5:41:03 PM
1573587,41,1203856,42434,,1/24/2024 5:41:03 PM
1573588,41,1203908,45833,,1/24/2024 5:41:03 PM
1573589,41,1203919,43132,,1/24/2024 5:41:03 PM
1573591,41,1204014,46809,,1/24/2024 5:41:03 PM
1573592,41,1204029,43998,,1/24/2024 5:41:03 PM
1573594,41,1204078,47012,,1/24/2024 5:41:03 PM
1573595,41,1204155,42810,,1/24/2024 5:41:03 PM
1573596,41,1204164,45858,,1/24/2024 5:41:03 PM
1573597,41,1204231,47294,,1/24/2024 5:41:03 PM
1573598,41,1204251,43820,,1/24/2024 5:41:03 PM
1573599,41,1204274,43803,,1/24/2024 5:41:03 PM
1573600,41,1204295,45441,,1/24/2024 5:41:03 PM
1573601,41,1204400,43820,,1/24/2024 5:41:03 PM
1573602,41,1204419,43971,,1/24/2024 5:41:03 PM
1573603,41,1204425,43803,,1/24/2024 5:41:03 PM
1573604,41,1204426,43982,,1/24/2024 5:41:03 PM
1573606,41,1204458,42585,,1/24/2024 5:41:03 PM
1573607,41,1204497,43943,,1/24/2024 5:41:03 PM
1573608,41,1204527,46588,,1/24/2024 5:41:03 PM
1573609,41,1204560,47202,,1/24/2024 5:41:03 PM
1573610,41,1204568,42792,,1/24/2024 5:41:03 PM
1573611,41,1204575,42254,,1/24/2024 5:41:03 PM
1573613,41,1204827,46588,,1/24/2024 5:41:03 PM
1573614,41,1204875,43825,,1/24/2024 5:41:03 PM
1573615,41,1204903,45526,,1/24/2024 5:41:03 PM
1573616,41,1204925,45252,,1/24/2024 5:41:03 PM
1573617,41,1204970,43820,,1/24/2024 5:41:03 PM
1573618,41,1204987,43820,,1/24/2024 5:41:03 PM
1573619,41,1205023,43803,,1/24/2024 5:41:03 PM
1573620,41,1205070,46718,,1/24/2024 5:41:03 PM
1573621,41,1205104,46297,,1/24/2024 5:41:03 PM
1573622,41,1205127,43803,,1/24/2024 5:41:03 PM
1573623,41,1205158,42820,,1/24/2024 5:41:03 PM
1573624,41,1205292,43279,,1/24/2024 5:41:03 PM
1573625,41,1205323,42894,,1/24/2024 5:41:03 PM
1573626,41,1205362,42620,,1/24/2024 5:41:03 PM
1573627,41,1205392,44060,,1/24/2024 5:41:03 PM
1573628,41,1205396,44165,,1/24/2024 5:41:03 PM
1573629,41,1205431,45772,,1/24/2024 5:41:03 PM
1573630,41,1205451,44473,,1/24/2024 5:41:03 PM
1573631,41,1205454,47062,,1/24/2024 5:41:03 PM
1573632,41,1205531,47250,,1/24/2024 5:41:03 PM
1573633,41,1205666,45283,,1/24/2024 5:41:03 PM
1573634,41,1205696,43555,,1/24/2024 5:41:03 PM
1573635,41,1205700,45283,,1/24/2024 5:41:03 PM
1573636,41,1205834,42748,,1/24/2024 5:41:03 PM
1573637,41,1205848,44323,,1/24/2024 5:41:03 PM
1573638,41,1205921,43820,,1/24/2024 5:41:03 PM
1573639,41,1205938,43820,,1/24/2024 5:41:03 PM
1573640,41,1206026,44905,,1/24/2024 5:41:03 PM
1573641,41,1206034,45800,,1/24/2024 5:41:03 PM
1573642,41,1206074,43675,,1/24/2024 5:41:03 PM
1573643,41,1206123,43971,,1/24/2024 5:41:03 PM
1573644,41,1206193,42531,,1/24/2024 5:41:03 PM
1573645,41,1206216,42822,,1/24/2024 5:41:03 PM
1573646,41,1206224,44887,,1/24/2024 5:41:03 PM
1573648,41,1206353,43294,,1/24/2024 5:41:03 PM
1573649,41,1206403,44399,,1/24/2024 5:41:03 PM
1573650,41,1206422,42448,,1/24/2024 5:41:03 PM
1573651,41,1206456,43165,,1/24/2024 5:41:03 PM
1573652,41,1206500,46395,,1/24/2024 5:41:03 PM
1573653,41,1206602,42812,,1/24/2024 5:41:03 PM
1573655,41,1206619,45254,,1/24/2024 5:41:03 PM
1573656,41,1206652,45241,,1/24/2024 5:41:03 PM
1573657,41,1206695,45313,,1/24/2024 5:41:03 PM
1573658,41,1206725,43820,,1/24/2024 5:41:03 PM
1573660,41,1206853,45800,,1/24/2024 5:41:03 PM
1573661,41,1206871,43856,,1/24/2024 5:41:03 PM
1573662,41,1206878,43803,,1/24/2024 5:41:03 PM
1573663,41,1206883,42777,,1/24/2024 5:41:03 PM
1573664,41,1206922,44515,,1/24/2024 5:41:03 PM
1573665,41,1206981,42190,,1/24/2024 5:41:03 PM
1573667,41,1206994,42187,,1/24/2024 5:41:03 PM
1573668,41,1207011,45866,,1/24/2024 5:41:03 PM
1573669,41,1207036,45283,,1/24/2024 5:41:03 PM
1573670,41,1207082,43475,,1/24/2024 5:41:03 PM
1573671,41,1207092,46371,,1/24/2024 5:41:03 PM
1573672,41,1207121,43477,,1/24/2024 5:41:03 PM
1573674,41,1207221,44473,,1/24/2024 5:41:03 PM
1573675,41,1207257,42937,,1/24/2024 5:41:03 PM
1573676,41,1207293,43971,,1/24/2024 5:41:03 PM
1573677,41,1207328,45471,,1/24/2024 5:41:03 PM
1573678,41,1207399,45278,,1/24/2024 5:41:03 PM
1573679,41,1207408,44363,,1/24/2024 5:41:03 PM
1573680,41,1207418,43214,,1/24/2024 5:41:03 PM
1573681,41,1207463,46149,,1/24/2024 5:41:03 PM
1573682,41,1207495,43820,,1/24/2024 5:41:03 PM
1573683,41,1207541,43191,,1/24/2024 5:41:03 PM
1573684,41,1207562,42396,,1/24/2024 5:41:03 PM
1573685,41,1207582,42418,,1/24/2024 5:41:03 PM
1573686,41,1207586,45049,,1/24/2024 5:41:03 PM
1573687,41,1207629,43820,,1/24/2024 5:41:03 PM
1573688,41,1207695,47438,,1/24/2024 5:41:03 PM
1573689,41,1207712,43820,,1/24/2024 5:41:03 PM
1573691,41,1207780,46178,,1/24/2024 5:41:03 PM
1573692,41,1207912,42557,,1/24/2024 5:41:03 PM
1573693,41,1207944,43820,,1/24/2024 5:41:03 PM
1573695,41,1208115,42222,,1/24/2024 5:41:03 PM
1573696,41,1208136,47202,,1/24/2024 5:41:03 PM
1573697,41,1208210,43419,,1/24/2024 5:41:03 PM
1573698,41,1208226,44103,,1/24/2024 5:41:03 PM
1573699,41,1208280,44909,,1/24/2024 5:41:03 PM
1573700,41,1208317,45593,,1/24/2024 5:41:03 PM
1573701,41,1208326,46960,,1/24/2024 5:41:03 PM
1573702,41,1208427,45800,,1/24/2024 5:41:03 PM
1573703,41,1208473,47227,,1/24/2024 5:41:03 PM
1573704,41,1208494,44341,,1/24/2024 5:41:03 PM
1573705,41,1208578,44839,,1/24/2024 5:41:03 PM
1573706,41,1208586,43803,,1/24/2024 5:41:03 PM
1573707,41,1208593,46889,,1/24/2024 5:41:03 PM
1573708,41,1208607,47433,,1/24/2024 5:41:03 PM
1573709,41,1208613,45828,,1/24/2024 5:41:03 PM
1573710,41,1208624,47410,,1/24/2024 5:41:03 PM
1573711,41,1208646,47043,,1/24/2024 5:41:03 PM
1573712,41,1208723,45672,,1/24/2024 5:41:03 PM
1573713,41,1208804,45663,,1/24/2024 5:41:03 PM
1573714,41,1208831,43971,,1/24/2024 5:41:03 PM
1573715,41,1208842,42237,,1/24/2024 5:41:03 PM
1573716,41,1208863,46024,,1/24/2024 5:41:03 PM
1573717,41,1208884,44520,,1/24/2024 5:41:03 PM
1573718,41,1208908,45791,,1/24/2024 5:41:03 PM
1573719,41,1208917,42187,,1/24/2024 5:41:03 PM
1573720,41,1208922,47244,,1/24/2024 5:41:03 PM
1573721,41,1208954,43803,,1/24/2024 5:41:03 PM
1573722,41,1208961,45803,,1/24/2024 5:41:03 PM
1573723,41,1209111,46748,,1/24/2024 5:41:03 PM
1573724,41,1209182,43820,,1/24/2024 5:41:03 PM
1573725,41,1209258,43995,,1/24/2024 5:41:03 PM
1573726,41,1209372,42916,,1/24/2024 5:41:03 PM
1573727,41,1209492,43876,,1/24/2024 5:41:03 PM
1573728,41,1209497,45800,,1/24/2024 5:41:03 PM
1573729,41,1209527,43921,,1/24/2024 5:41:03 PM
1573730,41,1209548,47287,,1/24/2024 5:41:03 PM
1573731,41,1209605,45069,,1/24/2024 5:41:03 PM
1573732,41,1209641,45113,,1/24/2024 5:41:03 PM
1573733,41,1209682,43068,,1/24/2024 5:41:03 PM
1573734,41,1209692,47186,,1/24/2024 5:41:03 PM
1573736,41,1209810,45759,,1/24/2024 5:41:03 PM
1573737,41,1209834,44980,,1/24/2024 5:41:03 PM
1573738,41,1209849,46185,,1/24/2024 5:41:03 PM
1573739,41,1209852,43765,,1/24/2024 5:41:03 PM
1573740,41,1209893,42902,,1/24/2024 5:41:03 PM
1573741,41,1209928,44991,,1/24/2024 5:41:03 PM
1573742,41,1209987,42486,,1/24/2024 5:41:03 PM
1573744,41,1210082,45800,,1/24/2024 5:41:03 PM
1573745,41,1210084,43820,,1/24/2024 5:41:03 PM
1573746,41,1210154,44186,,1/24/2024 5:41:03 PM
1573747,41,1210202,46882,,1/24/2024 5:41:03 PM
1573748,41,1210211,45775,,1/24/2024 5:41:03 PM
1573749,41,1210238,42585,,1/24/2024 5:41:03 PM
1573750,41,1210240,43163,,1/24/2024 5:41:03 PM
1573751,41,1210253,42187,,1/24/2024 5:41:03 PM
1573752,41,1210263,45800,,1/24/2024 5:41:03 PM
1573753,41,1210320,42560,,1/24/2024 5:41:03 PM
1573754,41,1210375,45795,,1/24/2024 5:41:03 PM
1573755,41,1210471,43013,,1/24/2024 5:41:03 PM
1573756,41,1210504,47004,,1/24/2024 5:41:03 PM
1573757,41,1210579,45026,,1/24/2024 5:41:03 PM
1573758,41,1210600,43589,,1/24/2024 5:41:03 PM
1573760,41,1202834,46265,,1/24/2024 5:41:03 PM
1573761,41,1202918,44983,,1/24/2024 5:41:03 PM
1573763,41,1203044,44265,,1/24/2024 5:41:03 PM
1573765,41,1203089,43191,,1/24/2024 5:41:03 PM
1573766,41,1203124,42187,,1/24/2024 5:41:03 PM
1573767,41,1203133,44548,,1/24/2024 5:41:03 PM
1573768,41,1203172,43803,,1/24/2024 5:41:03 PM
1573769,41,1203190,42187,,1/24/2024 5:41:03 PM
1573770,41,1203235,43883,,1/24/2024 5:41:03 PM
1573771,41,1203258,42344,,1/24/2024 5:41:03 PM
1573772,41,1203261,42265,,1/24/2024 5:41:03 PM
1573773,41,1203271,42562,,1/24/2024 5:41:03 PM
1573775,41,1203328,45672,,1/24/2024 5:41:03 PM
1573776,41,1203339,44473,,1/24/2024 5:41:03 PM
1573777,41,1203404,45484,,1/24/2024 5:41:03 PM
1573778,41,1203427,43836,,1/24/2024 5:41:03 PM
1573779,41,1203506,42322,,1/24/2024 5:41:03 PM
1573780,41,1203512,45772,,1/24/2024 5:41:03 PM
1573781,41,1203548,43455,,1/24/2024 5:41:03 PM
1573782,41,1203587,45412,,1/24/2024 5:41:03 PM
1573783,41,1203669,43433,,1/24/2024 5:41:03 PM
1573784,41,1203739,43294,,1/24/2024 5:41:03 PM
1573785,41,1203757,43876,,1/24/2024 5:41:03 PM
1573786,41,1203777,45800,,1/24/2024 5:41:03 PM
1573787,41,1203813,44604,,1/24/2024 5:41:03 PM
1573788,41,1203899,42187,,1/24/2024 5:41:03 PM
1573789,41,1203910,42897,,1/24/2024 5:41:03 PM
1573790,41,1203949,42897,,1/24/2024 5:41:03 PM
1573791,41,1204100,46494,,1/24/2024 5:41:03 PM
1573792,41,1204125,46057,,1/24/2024 5:41:03 PM
1573796,41,1204308,42560,,1/24/2024 5:41:03 PM
1573797,41,1204418,43191,,1/24/2024 5:41:03 PM
1573798,41,1204430,42954,,1/24/2024 5:41:03 PM
1573799,41,1204434,43982,,1/24/2024 5:41:03 PM
1573801,41,1204571,46743,,1/24/2024 5:41:03 PM
1573802,41,1204581,47101,,1/24/2024 5:41:03 PM
1573803,41,1204662,42820,,1/24/2024 5:41:03 PM
1573804,41,1204717,43495,,1/24/2024 5:41:03 PM
1573805,41,1204755,43803,,1/24/2024 5:41:03 PM
1573806,41,1204783,42493,,1/24/2024 5:41:03 PM
1573807,41,1204807,43982,,1/24/2024 5:41:03 PM
1573808,41,1204873,45759,,1/24/2024 5:41:03 PM
1573809,41,1204884,42584,,1/24/2024 5:41:03 PM
1573810,41,1204932,43825,,1/24/2024 5:41:03 PM
1573811,41,1204959,43728,,1/24/2024 5:41:03 PM
1573812,41,1204983,43820,,1/24/2024 5:41:03 PM
1573813,41,1205014,43539,,1/24/2024 5:41:03 PM
1573814,41,1205031,44373,,1/24/2024 5:41:03 PM
1573815,41,1205196,46589,,1/24/2024 5:41:03 PM
1573816,41,1205305,46232,,1/24/2024 5:41:03 PM
1573817,41,1205365,47268,,1/24/2024 5:41:03 PM
1573818,41,1205440,45803,,1/24/2024 5:41:03 PM
1573819,41,1205504,42597,,1/24/2024 5:41:03 PM
1573820,41,1205526,43174,,1/24/2024 5:41:03 PM
1573821,41,1205553,44761,,1/24/2024 5:41:03 PM
1573822,41,1205557,46306,,1/24/2024 5:41:03 PM
1573823,41,1205576,42740,,1/24/2024 5:41:03 PM
1573824,41,1205640,45800,,1/24/2024 5:41:03 PM
1573825,41,1205647,44473,,1/24/2024 5:41:03 PM
1573826,41,1205689,42299,,1/24/2024 5:41:03 PM
1573827,41,1205710,43820,,1/24/2024 5:41:03 PM
1573828,41,1205802,47359,,1/24/2024 5:41:03 PM
1573829,41,1205855,43803,,1/24/2024 5:41:03 PM
1573830,41,1205951,43820,,1/24/2024 5:41:03 PM
1573831,41,1206017,43820,,1/24/2024 5:41:03 PM
1573832,41,1206082,43382,,1/24/2024 5:41:03 PM
1573833,41,1206112,43820,,1/24/2024 5:41:03 PM
1573834,41,1206134,43343,,1/24/2024 5:41:03 PM
1573836,41,1206225,47067,,1/24/2024 5:41:03 PM
1573837,41,1206253,44668,,1/24/2024 5:41:03 PM
1573838,41,1206262,47039,,1/24/2024 5:41:03 PM
1573839,41,1206290,43618,,1/24/2024 5:41:03 PM
1573840,41,1206329,44602,,1/24/2024 5:41:03 PM
1573841,41,1206354,45560,,1/24/2024 5:41:03 PM
1573842,41,1206380,45783,,1/24/2024 5:41:03 PM
1573843,41,1206401,44399,,1/24/2024 5:41:03 PM
1573844,41,1206475,42791,,1/24/2024 5:41:03 PM
1573845,41,1206477,44098,,1/24/2024 5:41:03 PM
1573846,41,1206505,43174,,1/24/2024 5:41:03 PM
1573847,41,1206674,45800,,1/24/2024 5:41:03 PM
1573849,41,1206706,42603,,1/24/2024 5:41:03 PM
1573850,41,1206753,43820,,1/24/2024 5:41:03 PM
1573852,41,1206894,42779,,1/24/2024 5:41:03 PM
1573853,41,1206936,45515,,1/24/2024 5:41:03 PM
1573854,41,1206941,43572,,1/24/2024 5:41:03 PM
1573855,41,1207012,43820,,1/24/2024 5:41:03 PM
1573856,41,1207060,42384,,1/24/2024 5:41:03 PM
1573857,41,1207077,42318,,1/24/2024 5:41:03 PM
1573858,41,1207143,42155,,1/24/2024 5:41:03 PM
1573859,41,1207154,47311,,1/24/2024 5:41:03 PM
1573860,41,1207187,43852,,1/24/2024 5:41:03 PM
1573861,41,1207228,44579,,1/24/2024 5:41:03 PM
1573862,41,1207452,43626,,1/24/2024 5:41:03 PM
1573863,41,1207486,42900,,1/24/2024 5:41:03 PM
1573864,41,1207558,45325,,1/24/2024 5:41:03 PM
1573865,41,1207578,44293,,1/24/2024 5:41:03 PM
1573866,41,1207602,42396,,1/24/2024 5:41:03 PM
1573867,41,1207615,45759,,1/24/2024 5:41:03 PM
1573868,41,1207619,46468,,1/24/2024 5:41:03 PM
1573869,41,1207644,45800,,1/24/2024 5:41:03 PM
1573870,41,1207667,47108,,1/24/2024 5:41:03 PM
1573871,41,1207733,43786,,1/24/2024 5:41:03 PM
1573872,41,1207752,43803,,1/24/2024 5:41:03 PM
1573873,41,1207772,44754,,1/24/2024 5:41:03 PM
1573874,41,1207855,45800,,1/24/2024 5:41:03 PM
1573875,41,1207880,43820,,1/24/2024 5:41:03 PM
1573876,41,1207891,43820,,1/24/2024 5:41:03 PM
1573877,41,1207914,43663,,1/24/2024 5:41:03 PM
1573878,41,1207933,43516,,1/24/2024 5:41:03 PM
1573879,41,1207953,44290,,1/24/2024 5:41:03 PM
1573880,41,1208054,43803,,1/24/2024 5:41:03 PM
1573882,41,1208104,44118,,1/24/2024 5:41:03 PM
1573883,41,1208127,43803,,1/24/2024 5:41:03 PM
1573884,41,1208190,44146,,1/24/2024 5:41:03 PM
1573886,41,1208247,46479,,1/24/2024 5:41:03 PM
1573887,41,1208294,44515,,1/24/2024 5:41:03 PM
1573888,41,1208295,43826,,1/24/2024 5:41:03 PM
1573889,41,1208322,42926,,1/24/2024 5:41:03 PM
1573890,41,1208336,45828,,1/24/2024 5:41:03 PM
1573891,41,1208345,45773,,1/24/2024 5:41:03 PM
1573892,41,1208392,42401,,1/24/2024 5:41:03 PM
1573893,41,1208424,44567,,1/24/2024 5:41:03 PM
1573894,41,1208449,42321,,1/24/2024 5:41:03 PM
1573895,41,1208493,47043,,1/24/2024 5:41:03 PM
1573896,41,1208501,43937,,1/24/2024 5:41:03 PM
1573897,41,1208580,43294,,1/24/2024 5:41:03 PM
1573898,41,1208611,47158,,1/24/2024 5:41:03 PM
1573899,41,1208689,44290,,1/24/2024 5:41:03 PM
1573900,41,1208701,46463,,1/24/2024 5:41:03 PM
1573901,41,1208754,43803,,1/24/2024 5:41:03 PM
1573902,41,1208818,42560,,1/24/2024 5:41:03 PM
1573903,41,1208820,46564,,1/24/2024 5:41:03 PM
1573904,41,1208965,43803,,1/24/2024 5:41:03 PM
1573905,41,1208986,43820,,1/24/2024 5:41:03 PM
1573906,41,1209006,44365,,1/24/2024 5:41:03 PM
1573907,41,1209021,44499,,1/24/2024 5:41:03 PM
1573908,41,1209079,45471,,1/24/2024 5:41:03 PM
1573909,41,1209093,45022,,1/24/2024 5:41:03 PM
1573911,41,1209132,43763,,1/24/2024 5:41:03 PM
1573912,41,1209158,43803,,1/24/2024 5:41:03 PM
1573913,41,1209195,43820,,1/24/2024 5:41:03 PM
1573914,41,1209272,42190,,1/24/2024 5:41:03 PM
1573915,41,1209274,42190,,1/24/2024 5:41:03 PM
1573916,41,1209348,43114,,1/24/2024 5:41:03 PM
1573917,41,1209352,43762,,1/24/2024 5:41:03 PM
1573918,41,1209354,47444,,1/24/2024 5:41:03 PM
1573919,41,1209505,43876,,1/24/2024 5:41:03 PM
1573920,41,1209508,44661,,1/24/2024 5:41:03 PM
1573921,41,1209649,42820,,1/24/2024 5:41:03 PM
1573922,41,1209650,44290,,1/24/2024 5:41:03 PM
1573923,41,1209705,43969,,1/24/2024 5:41:03 PM
1573924,41,1209729,45568,,1/24/2024 5:41:03 PM
1573925,41,1209809,43191,,1/24/2024 5:41:03 PM
1573926,41,1209899,43803,,1/24/2024 5:41:03 PM
1573927,41,1209908,42222,,1/24/2024 5:41:03 PM
1573928,41,1210114,43918,,1/24/2024 5:41:03 PM
1573929,41,1210131,44694,,1/24/2024 5:41:03 PM
1573930,41,1210156,43820,,1/24/2024 5:41:03 PM
1573931,41,1210192,42499,,1/24/2024 5:41:03 PM
1573933,41,1210208,45677,,1/24/2024 5:41:03 PM
1573934,41,1210287,45213,,1/24/2024 5:41:03 PM
1573935,41,1210309,46295,,1/24/2024 5:41:03 PM
1573936,41,1210314,45672,,1/24/2024 5:41:03 PM
1573937,41,1210366,46684,,1/24/2024 5:41:03 PM
1573938,41,1210386,42240,,1/24/2024 5:41:03 PM
1573939,41,1210388,42458,,1/24/2024 5:41:03 PM
1573940,41,1210592,43071,,1/24/2024 5:41:03 PM
1573941,41,1210628,45850,,1/24/2024 5:41:03 PM
1573942,41,1210640,47358,,1/24/2024 5:41:03 PM
1573943,41,1210690,42461,,1/24/2024 5:41:03 PM
1573944,41,1210799,47197,,1/24/2024 5:41:03 PM
1573945,41,1210856,43820,,1/24/2024 5:41:03 PM
1573946,41,1210922,45800,,1/24/2024 5:41:03 PM
1573947,41,1210987,42187,,1/24/2024 5:41:03 PM
1573948,41,1211020,47400,,1/24/2024 5:41:03 PM
1573949,41,1211033,42734,,1/24/2024 5:41:03 PM
1573951,41,1211109,43481,,1/24/2024 5:41:03 PM
1573952,41,1211166,42822,,1/24/2024 5:41:03 PM
1573953,41,1211288,45800,,1/24/2024 5:41:03 PM
1573954,41,1211289,47408,,1/24/2024 5:41:03 PM
1573955,41,1211301,43916,,1/24/2024 5:41:03 PM
1573956,41,1211323,46993,,1/24/2024 5:41:03 PM
1573957,41,1211350,43834,,1/24/2024 5:41:03 PM
1573958,41,1211400,43876,,1/24/2024 5:41:03 PM
1573959,41,1211426,47438,,1/24/2024 5:41:03 PM
1573961,41,1211443,43635,,1/24/2024 5:41:03 PM
1573962,41,1211446,42222,,1/24/2024 5:41:03 PM
1573964,41,1202338,43820,,1/24/2024 5:41:03 PM
1573965,41,1202414,47157,,1/24/2024 5:41:03 PM
1573966,41,1202420,43820,,1/24/2024 5:41:03 PM
1573967,41,1202595,43279,,1/24/2024 5:41:03 PM
1573968,41,1202599,44380,,1/24/2024 5:41:03 PM
1573969,41,1202670,45800,,1/24/2024 5:41:03 PM
1573970,41,1202763,43430,,1/24/2024 5:41:03 PM
1573971,41,1202796,47157,,1/24/2024 5:41:03 PM
1573973,41,1202892,43803,,1/24/2024 5:41:03 PM
1573974,41,1202904,45340,,1/24/2024 5:41:03 PM
1573975,41,1202959,42396,,1/24/2024 5:41:03 PM
1573977,41,1203147,43028,,1/24/2024 5:41:03 PM
1573978,41,1203157,43820,,1/24/2024 5:41:03 PM
1573979,41,1203209,46972,,1/24/2024 5:41:03 PM
1573980,41,1203218,46144,,1/24/2024 5:41:03 PM
1573981,41,1203253,44473,,1/24/2024 5:41:03 PM
1573982,41,1203275,43820,,1/24/2024 5:41:03 PM
1573985,41,1203342,42502,,1/24/2024 5:41:03 PM
1573986,41,1203350,42941,,1/24/2024 5:41:03 PM
1573987,41,1203387,47358,,1/24/2024 5:41:03 PM
1573988,41,1203432,44863,,1/24/2024 5:41:03 PM
1573989,41,1203470,45222,,1/24/2024 5:41:03 PM
1573991,41,1203674,47043,,1/24/2024 5:41:03 PM
1573992,41,1203769,44930,,1/24/2024 5:41:03 PM
1573993,41,1203770,43294,,1/24/2024 5:41:03 PM
1573995,41,1203842,43820,,1/24/2024 5:41:03 PM
1573996,41,1203848,45416,,1/24/2024 5:41:03 PM
1573998,41,1203930,42222,,1/24/2024 5:41:03 PM
1573999,41,1203933,47244,,1/24/2024 5:41:03 PM
1574001,41,1204005,44910,,1/24/2024 5:41:03 PM
1574002,41,1204010,42287,,1/24/2024 5:41:03 PM
1574003,41,1204075,42644,,1/24/2024 5:41:03 PM
1574006,41,1204235,44307,,1/24/2024 5:41:03 PM
1574007,41,1204313,42393,,1/24/2024 5:41:03 PM
1574009,41,1204329,42560,,1/24/2024 5:41:03 PM
1574011,41,1204392,44090,,1/24/2024 5:41:03 PM
1574012,41,1204395,44777,,1/24/2024 5:41:03 PM
1574013,41,1204410,43820,,1/24/2024 5:41:03 PM
1574014,41,1204450,43803,,1/24/2024 5:41:03 PM
1574015,41,1204460,46953,,1/24/2024 5:41:03 PM
1574016,41,1204470,45071,,1/24/2024 5:41:03 PM
1574017,41,1204488,44258,,1/24/2024 5:41:03 PM
1574018,41,1204507,42240,,1/24/2024 5:41:03 PM
1574019,41,1204610,47261,,1/24/2024 5:41:03 PM
1574020,41,1204643,44784,,1/24/2024 5:41:03 PM
1574021,41,1204667,44420,,1/24/2024 5:41:03 PM
1574022,41,1204761,46477,,1/24/2024 5:41:03 PM
1574024,41,1204853,43825,,1/24/2024 5:41:03 PM
1574025,41,1204857,45530,,1/24/2024 5:41:03 PM
1574026,41,1204867,45120,,1/24/2024 5:41:03 PM
1574027,41,1204874,45617,,1/24/2024 5:41:03 PM
1574028,41,1204892,43901,,1/24/2024 5:41:03 PM
1574030,41,1205005,45058,,1/24/2024 5:41:03 PM
1574031,41,1205011,43820,,1/24/2024 5:41:03 PM
1574032,41,1205064,45127,,1/24/2024 5:41:03 PM
1574034,41,1205142,43602,,1/24/2024 5:41:03 PM
1574035,41,1205161,44206,,1/24/2024 5:41:03 PM
1574036,41,1205174,47240,,1/24/2024 5:41:03 PM
1574037,41,1205275,42876,,1/24/2024 5:41:03 PM
1574038,41,1205311,45388,,1/24/2024 5:41:03 PM
1574039,41,1205326,46295,,1/24/2024 5:41:03 PM
1574040,41,1205423,44326,,1/24/2024 5:41:03 PM
1574041,41,1205519,45435,,1/24/2024 5:41:03 PM
1574042,41,1205529,43367,,1/24/2024 5:41:03 PM
1574043,41,1205564,47043,,1/24/2024 5:41:03 PM
1574044,41,1205614,42560,,1/24/2024 5:41:03 PM
1574045,41,1205642,44531,,1/24/2024 5:41:03 PM
1574046,41,1205674,45672,,1/24/2024 5:41:03 PM
1574047,41,1205676,43191,,1/24/2024 5:41:03 PM
1574048,41,1205707,45283,,1/24/2024 5:41:03 PM
1574049,41,1205715,43309,,1/24/2024 5:41:03 PM
1574050,41,1205734,42213,,1/24/2024 5:41:03 PM
1574051,41,1205803,45930,,1/24/2024 5:41:03 PM
1574052,41,1205843,42844,,1/24/2024 5:41:03 PM
1574053,41,1205866,45921,,1/24/2024 5:41:03 PM
1574054,41,1205869,43115,,1/24/2024 5:41:03 PM
1574055,41,1205882,42644,,1/24/2024 5:41:03 PM
1574056,41,1205979,43820,,1/24/2024 5:41:03 PM
1574057,41,1206014,43820,,1/24/2024 5:41:03 PM
1574058,41,1206045,47381,,1/24/2024 5:41:03 PM
1574059,41,1206179,44473,,1/24/2024 5:41:03 PM
1574060,41,1206188,46534,,1/24/2024 5:41:03 PM
1574061,41,1206201,42145,,1/24/2024 5:41:03 PM
1574062,41,1206247,43820,,1/24/2024 5:41:03 PM
1574063,41,1206427,44936,,1/24/2024 5:41:03 PM
1574065,41,1206537,45368,,1/24/2024 5:41:03 PM
1574066,41,1206617,42448,,1/24/2024 5:41:03 PM
