id,run_id,publication_id,topic_id,score,last_updated_date
321710,41,321898,42150,,1/24/2024 5:41:03 PM
321711,41,321899,46251,,1/24/2024 5:41:03 PM
321712,41,321900,42810,,1/24/2024 5:41:03 PM
321713,41,321901,46364,,1/24/2024 5:41:03 PM
321714,41,321902,44629,,1/24/2024 5:41:03 PM
321715,41,321903,42603,,1/24/2024 5:41:03 PM
321716,41,321904,46015,,1/24/2024 5:41:03 PM
321717,41,321905,10239,,1/24/2024 5:41:03 PM
321718,41,321906,10166,,1/24/2024 5:41:03 PM
321719,41,321907,43493,,1/24/2024 5:41:03 PM
321720,41,321908,43501,,1/24/2024 5:41:03 PM
321721,41,321909,47153,,1/24/2024 5:41:03 PM
321722,41,321910,10166,,1/24/2024 5:41:03 PM
321723,41,321911,42194,,1/24/2024 5:41:03 PM
321724,41,321912,45360,,1/24/2024 5:41:03 PM
321725,41,321913,9902,,1/24/2024 5:41:03 PM
321726,41,321914,42104,,1/24/2024 5:41:03 PM
321727,41,321915,9727,,1/24/2024 5:41:03 PM
321728,41,321916,42194,,1/24/2024 5:41:03 PM
321729,41,321917,46349,,1/24/2024 5:41:03 PM
321730,41,321918,46806,,1/24/2024 5:41:03 PM
321731,41,321919,45524,,1/24/2024 5:41:03 PM
321732,41,321920,46402,,1/24/2024 5:41:03 PM
321733,41,321921,43525,,1/24/2024 5:41:03 PM
321734,41,321922,45755,,1/24/2024 5:41:03 PM
321735,41,321923,45815,,1/24/2024 5:41:03 PM
321736,41,321924,42965,,1/24/2024 5:41:03 PM
321737,41,321925,46806,,1/24/2024 5:41:03 PM
321738,41,321926,43174,,1/24/2024 5:41:03 PM
321739,41,321927,46223,,1/24/2024 5:41:03 PM
321740,41,321928,47221,,1/24/2024 5:41:03 PM
321741,41,321929,10377,,1/24/2024 5:41:03 PM
321742,41,321930,10384,,1/24/2024 5:41:03 PM
321743,41,321931,44509,,1/24/2024 5:41:03 PM
321744,41,321932,44324,,1/24/2024 5:41:03 PM
321745,41,321933,47137,,1/24/2024 5:41:03 PM
321746,41,321934,9954,,1/24/2024 5:41:03 PM
321747,41,321935,10033,,1/24/2024 5:41:03 PM
321748,41,321936,42810,,1/24/2024 5:41:03 PM
321750,41,321938,44399,,1/24/2024 5:41:03 PM
321751,41,321939,42588,,1/24/2024 5:41:03 PM
321752,41,321940,45012,,1/24/2024 5:41:03 PM
321754,41,321942,43339,,1/24/2024 5:41:03 PM
321755,41,321943,44536,,1/24/2024 5:41:03 PM
321756,41,321944,9781,,1/24/2024 5:41:03 PM
321757,41,321945,9838,,1/24/2024 5:41:03 PM
321758,41,321946,46546,,1/24/2024 5:41:03 PM
321760,41,321948,42709,,1/24/2024 5:41:03 PM
321761,41,321949,43625,,1/24/2024 5:41:03 PM
321762,41,321950,46526,,1/24/2024 5:41:03 PM
321763,41,321951,44477,,1/24/2024 5:41:03 PM
321764,41,321952,47312,,1/24/2024 5:41:03 PM
321765,41,321953,46978,,1/24/2024 5:41:03 PM
321766,41,321954,46806,,1/24/2024 5:41:03 PM
321767,41,321955,47392,,1/24/2024 5:41:03 PM
321769,41,321957,47039,,1/24/2024 5:41:03 PM
321770,41,321958,43820,,1/24/2024 5:41:03 PM
321772,41,321960,45520,,1/24/2024 5:41:03 PM
321773,41,321961,42109,,1/24/2024 5:41:03 PM
321774,41,321962,45156,,1/24/2024 5:41:03 PM
321775,41,321963,10261,,1/24/2024 5:41:03 PM
321776,41,321964,45520,,1/24/2024 5:41:03 PM
321777,41,321965,44490,,1/24/2024 5:41:03 PM
321778,41,321966,47392,,1/24/2024 5:41:03 PM
321779,41,321967,43098,,1/24/2024 5:41:03 PM
321780,41,321968,42691,,1/24/2024 5:41:03 PM
321781,41,321969,45409,,1/24/2024 5:41:03 PM
321783,41,321971,10187,,1/24/2024 5:41:03 PM
321784,41,321972,47061,,1/24/2024 5:41:03 PM
321785,41,321973,46621,,1/24/2024 5:41:03 PM
321786,41,321974,9637,,1/24/2024 5:41:03 PM
321787,41,321975,42854,,1/24/2024 5:41:03 PM
321788,41,321976,42603,,1/24/2024 5:41:03 PM
321789,41,321977,46149,,1/24/2024 5:41:03 PM
321790,41,321978,45696,,1/24/2024 5:41:03 PM
321791,41,321979,45462,,1/24/2024 5:41:03 PM
321792,41,321980,9890,,1/24/2024 5:41:03 PM
321793,41,321981,45727,,1/24/2024 5:41:03 PM
321794,41,321982,42353,,1/24/2024 5:41:03 PM
321795,41,321983,9827,,1/24/2024 5:41:03 PM
321796,41,321984,43612,,1/24/2024 5:41:03 PM
321797,41,321985,10289,,1/24/2024 5:41:03 PM
321798,41,321986,46251,,1/24/2024 5:41:03 PM
321799,41,321987,43436,,1/24/2024 5:41:03 PM
321800,41,321988,45524,,1/24/2024 5:41:03 PM
321801,41,321989,44284,,1/24/2024 5:41:03 PM
321802,41,321990,42898,,1/24/2024 5:41:03 PM
321803,41,321991,46095,,1/24/2024 5:41:03 PM
321804,41,321992,43440,,1/24/2024 5:41:03 PM
321805,41,321993,42603,,1/24/2024 5:41:03 PM
321806,41,321994,46342,,1/24/2024 5:41:03 PM
321807,41,321995,42792,,1/24/2024 5:41:03 PM
321808,41,321996,44854,,1/24/2024 5:41:03 PM
321809,41,321997,46230,,1/24/2024 5:41:03 PM
321810,41,321998,42603,,1/24/2024 5:41:03 PM
321811,41,321999,42150,,1/24/2024 5:41:03 PM
321812,41,322000,9868,,1/24/2024 5:41:03 PM
321813,41,322001,9509,,1/24/2024 5:41:03 PM
321814,41,322002,46346,,1/24/2024 5:41:03 PM
321815,41,322003,47188,,1/24/2024 5:41:03 PM
321816,41,322004,46341,,1/24/2024 5:41:03 PM
321817,41,322005,42920,,1/24/2024 5:41:03 PM
321818,41,322006,43153,,1/24/2024 5:41:03 PM
321819,41,322007,46144,,1/24/2024 5:41:03 PM
321820,41,322008,9567,,1/24/2024 5:41:03 PM
321821,41,322009,42449,,1/24/2024 5:41:03 PM
321822,41,322010,9754,,1/24/2024 5:41:03 PM
321823,41,322011,47180,,1/24/2024 5:41:03 PM
321824,41,322012,42304,,1/24/2024 5:41:03 PM
321825,41,322013,46405,,1/24/2024 5:41:03 PM
321826,41,322014,10394,,1/24/2024 5:41:03 PM
321827,41,322015,47392,,1/24/2024 5:41:03 PM
321828,41,322016,42898,,1/24/2024 5:41:03 PM
321829,41,322017,47312,,1/24/2024 5:41:03 PM
321831,41,322019,45470,,1/24/2024 5:41:03 PM
321832,41,322020,10011,,1/24/2024 5:41:03 PM
321833,41,322021,45718,,1/24/2024 5:41:03 PM
321834,41,322022,9994,,1/24/2024 5:41:03 PM
321835,41,322023,42353,,1/24/2024 5:41:03 PM
321836,41,322024,45727,,1/24/2024 5:41:03 PM
321837,41,322025,47188,,1/24/2024 5:41:03 PM
321838,41,322026,47381,,1/24/2024 5:41:03 PM
321839,41,322027,43390,,1/24/2024 5:41:03 PM
321840,41,322028,45391,,1/24/2024 5:41:03 PM
321841,41,322029,42449,,1/24/2024 5:41:03 PM
321842,41,322030,43663,,1/24/2024 5:41:03 PM
321843,41,322031,42150,,1/24/2024 5:41:03 PM
321845,41,322033,43227,,1/24/2024 5:41:03 PM
321846,41,322034,10179,,1/24/2024 5:41:03 PM
321847,41,322035,43132,,1/24/2024 5:41:03 PM
321848,41,322036,43577,,1/24/2024 5:41:03 PM
321849,41,322037,43525,,1/24/2024 5:41:03 PM
321850,41,322038,9663,,1/24/2024 5:41:03 PM
321851,41,322039,9667,,1/24/2024 5:41:03 PM
321852,41,322040,9866,,1/24/2024 5:41:03 PM
321853,41,322041,46994,,1/24/2024 5:41:03 PM
321854,41,322042,45106,,1/24/2024 5:41:03 PM
321855,41,322043,44365,,1/24/2024 5:41:03 PM
321856,41,322044,43903,,1/24/2024 5:41:03 PM
321857,41,322045,43820,,1/24/2024 5:41:03 PM
321858,41,322046,45800,,1/24/2024 5:41:03 PM
321859,41,322047,9887,,1/24/2024 5:41:03 PM
321860,41,322048,9715,,1/24/2024 5:41:03 PM
321861,41,322049,44462,,1/24/2024 5:41:03 PM
321862,41,322050,10319,,1/24/2024 5:41:03 PM
321863,41,322051,10267,,1/24/2024 5:41:03 PM
321864,41,322052,45260,,1/24/2024 5:41:03 PM
321865,41,322053,43617,,1/24/2024 5:41:03 PM
321866,41,322054,45446,,1/24/2024 5:41:03 PM
321867,41,322055,10340,,1/24/2024 5:41:03 PM
321868,41,322056,46149,,1/24/2024 5:41:03 PM
321869,41,322057,9559,,1/24/2024 5:41:03 PM
321870,41,322058,44754,,1/24/2024 5:41:03 PM
321872,41,322060,10090,,1/24/2024 5:41:03 PM
321873,41,322061,44294,,1/24/2024 5:41:03 PM
321874,41,322062,44800,,1/24/2024 5:41:03 PM
321875,41,322063,47030,,1/24/2024 5:41:03 PM
321876,41,322064,47048,,1/24/2024 5:41:03 PM
321877,41,322065,47290,,1/24/2024 5:41:03 PM
321878,41,322066,10253,,1/24/2024 5:41:03 PM
321879,41,322067,9726,,1/24/2024 5:41:03 PM
321880,41,322068,10368,,1/24/2024 5:41:03 PM
321881,41,322069,10199,,1/24/2024 5:41:03 PM
321882,41,322070,46320,,1/24/2024 5:41:03 PM
321883,41,322071,47290,,1/24/2024 5:41:03 PM
321884,41,322072,44853,,1/24/2024 5:41:03 PM
321885,41,322073,43100,,1/24/2024 5:41:03 PM
321886,41,322074,43100,,1/24/2024 5:41:03 PM
321887,41,322075,44130,,1/24/2024 5:41:03 PM
321888,41,322076,44365,,1/24/2024 5:41:03 PM
321890,41,322078,44571,,1/24/2024 5:41:03 PM
321891,41,322079,46402,,1/24/2024 5:41:03 PM
321893,41,322081,43319,,1/24/2024 5:41:03 PM
321894,41,322082,42953,,1/24/2024 5:41:03 PM
321895,41,322083,43211,,1/24/2024 5:41:03 PM
321896,41,322084,43211,,1/24/2024 5:41:03 PM
321897,41,322085,43081,,1/24/2024 5:41:03 PM
321898,41,322086,45800,,1/24/2024 5:41:03 PM
321899,41,322087,47290,,1/24/2024 5:41:03 PM
321900,41,322088,43153,,1/24/2024 5:41:03 PM
321901,41,322089,43319,,1/24/2024 5:41:03 PM
321902,41,322090,45082,,1/24/2024 5:41:03 PM
321903,41,322091,43457,,1/24/2024 5:41:03 PM
321904,41,322092,9617,,1/24/2024 5:41:03 PM
321905,41,322093,9527,,1/24/2024 5:41:03 PM
321906,41,322094,9754,,1/24/2024 5:41:03 PM
321907,41,322095,10134,,1/24/2024 5:41:03 PM
321908,41,322096,42204,,1/24/2024 5:41:03 PM
321909,41,322097,47392,,1/24/2024 5:41:03 PM
321910,41,322098,10333,,1/24/2024 5:41:03 PM
321912,41,322100,42444,,1/24/2024 5:41:03 PM
321913,41,322101,9905,,1/24/2024 5:41:03 PM
321914,41,322102,46922,,1/24/2024 5:41:03 PM
321916,41,322104,10077,,1/24/2024 5:41:03 PM
321917,41,322105,45766,,1/24/2024 5:41:03 PM
321918,41,322106,43197,,1/24/2024 5:41:03 PM
321919,41,322107,43197,,1/24/2024 5:41:03 PM
321920,41,322108,45337,,1/24/2024 5:41:03 PM
321921,41,322109,45337,,1/24/2024 5:41:03 PM
321922,41,322110,47290,,1/24/2024 5:41:03 PM
321923,41,322111,44280,,1/24/2024 5:41:03 PM
321925,41,322113,42353,,1/24/2024 5:41:03 PM
321926,41,322114,10111,,1/24/2024 5:41:03 PM
321927,41,322115,43211,,1/24/2024 5:41:03 PM
321928,41,322116,45013,,1/24/2024 5:41:03 PM
321929,41,322117,43319,,1/24/2024 5:41:03 PM
321930,41,322118,45725,,1/24/2024 5:41:03 PM
321931,41,322119,44294,,1/24/2024 5:41:03 PM
321932,41,322120,45578,,1/24/2024 5:41:03 PM
321933,41,322121,43319,,1/24/2024 5:41:03 PM
321934,41,322122,9734,,1/24/2024 5:41:03 PM
321935,41,322123,42603,,1/24/2024 5:41:03 PM
321936,41,322124,47290,,1/24/2024 5:41:03 PM
321937,41,322125,43063,,1/24/2024 5:41:03 PM
321938,41,322126,46546,,1/24/2024 5:41:03 PM
321940,41,322128,44706,,1/24/2024 5:41:03 PM
321941,41,322129,9644,,1/24/2024 5:41:03 PM
321942,41,322130,46112,,1/24/2024 5:41:03 PM
321946,41,322134,10395,,1/24/2024 5:41:03 PM
321955,41,322143,43274,,1/24/2024 5:41:03 PM
321956,41,322144,43274,,1/24/2024 5:41:03 PM
321960,41,322148,43063,,1/24/2024 5:41:03 PM
321978,41,322166,45800,,1/24/2024 5:41:03 PM
321994,41,322182,45718,,1/24/2024 5:41:03 PM
321995,41,322183,43319,,1/24/2024 5:41:03 PM
322000,41,322188,42472,,1/24/2024 5:41:03 PM
322003,41,322191,9620,,1/24/2024 5:41:03 PM
322005,41,322193,42104,,1/24/2024 5:41:03 PM
322006,41,322194,46405,,1/24/2024 5:41:03 PM
