id,run_id,journal_id,ISSN,last_updated_date
858,41,536,09766308,1/24/2024 5:40:36 PM
859,41,536,09766316,1/24/2024 5:40:36 PM
860,41,537,10914358,1/24/2024 5:40:36 PM
861,41,537,1099176X,1/24/2024 5:40:36 PM
862,41,538,18750281,1/24/2024 5:40:36 PM
863,41,539,14624605,1/24/2024 5:40:36 PM
864,41,539,17415004,1/24/2024 5:40:36 PM
866,41,541,14793059,1/24/2024 5:40:36 PM
867,41,541,14793067,1/24/2024 5:40:36 PM
870,41,543,14668297,1/24/2024 5:40:36 PM
871,41,543,17415241,1/24/2024 5:40:36 PM
872,41,544,17412234,1/24/2024 5:40:36 PM
873,41,544,17412242,1/24/2024 5:40:36 PM
874,41,545,00113891,1/24/2024 5:40:36 PM
875,41,546,00195022,1/24/2024 5:40:36 PM
876,41,547,00195014,1/24/2024 5:40:36 PM
877,41,547,25827510,1/24/2024 5:40:36 PM
880,41,549,23311932,1/24/2024 5:40:36 PM
881,41,550,20071124,1/24/2024 5:40:36 PM
884,41,552,20870469,1/24/2024 5:40:36 PM
885,41,552,20892063,1/24/2024 5:40:36 PM
886,41,553,14297426,1/24/2024 5:40:36 PM
887,41,553,20834535,1/24/2024 5:40:36 PM
888,41,554,23375779,1/24/2024 5:40:36 PM
889,41,554,23385502,1/24/2024 5:40:36 PM
890,41,555,1943023X,1/24/2024 5:40:36 PM
891,41,556,07194994,1/24/2024 5:40:36 PM
892,41,557,20473710,1/24/2024 5:40:36 PM
893,41,558,23288272,1/24/2024 5:40:36 PM
894,41,558,23288280,1/24/2024 5:40:36 PM
897,41,561,9781728121161,1/24/2024 5:40:36 PM
898,41,562,9781728186320,1/24/2024 5:40:36 PM
899,41,563,9781467399449,1/24/2024 5:40:36 PM
900,41,564,9781665403696,1/24/2024 5:40:36 PM
901,41,564,9781728163741,1/24/2024 5:40:36 PM
905,41,568,00189219,1/24/2024 5:40:36 PM
906,41,568,15582256,1/24/2024 5:40:36 PM
907,41,569,09760245,1/24/2024 5:40:36 PM
908,41,569,09765506,1/24/2024 5:40:36 PM
909,41,570,25157620,1/24/2024 5:40:36 PM
910,41,571,17489318,1/24/2024 5:40:36 PM
911,41,571,17489326,1/24/2024 5:40:36 PM
912,41,572,17551307,1/24/2024 5:40:36 PM
913,41,572,17551315,1/24/2024 5:40:36 PM
914,41,573,17578981,1/24/2024 5:40:36 PM
915,41,573,1757899X,1/24/2024 5:40:36 PM
916,41,574,17426588,1/24/2024 5:40:36 PM
917,41,574,17426596,1/24/2024 5:40:36 PM
926,41,579,1869215X,1/24/2024 5:40:36 PM
927,41,579,18697534,1/24/2024 5:40:36 PM
928,41,580,0936577X,1/24/2024 5:40:36 PM
929,41,580,16161572,1/24/2024 5:40:36 PM
930,41,581,15419576,1/24/2024 5:40:36 PM
933,41,584,9780986041976,1/24/2024 5:40:36 PM
934,41,585,9780999855102,1/24/2024 5:40:36 PM
936,41,587,22778616,1/24/2024 5:40:36 PM
941,41,591,05677572,1/24/2024 5:40:36 PM
942,41,591,24066168,1/24/2024 5:40:36 PM
943,41,591,9789462612006,1/24/2024 5:40:36 PM
944,41,591,9789462612129,1/24/2024 5:40:36 PM
945,41,592,16821750,1/24/2024 5:40:36 PM
950,41,596,10260862,1/24/2024 5:40:36 PM
953,41,598,17489318,1/24/2024 5:40:36 PM
954,41,598,17489326,1/24/2024 5:40:36 PM
955,41,599,17551307,1/24/2024 5:40:36 PM
956,41,599,17551315,1/24/2024 5:40:36 PM
957,41,600,17578981,1/24/2024 5:40:36 PM
958,41,600,1757899X,1/24/2024 5:40:36 PM
959,41,601,18747655,1/24/2024 5:40:36 PM
960,41,602,23395095,1/24/2024 5:40:36 PM
961,41,602,23395206,1/24/2024 5:40:36 PM
